Course_Lang,Remarks,Int_Fees,Country,Face_to_Face,Website,Prerequisite_1,Faculty,Blended,Description,University,Prerequisite_1_grade_1,Level_Code,Career_Outcomes/path,Duration_Time,Local_Fees,Online,City,Currency,Prerequisite_3_grade_3,Course,Prerequisite_3,Availability,Prerequisite_2_grade_2,Offline,Currency_Time,Duration,Full_Time,Prerequisite_2,Part_Time,Distance
English,,"31,500",Australia,Yes,https://www.ecu.edu.au/degrees/courses/bachelor-of-education-secondary,ATAR,Education,No,"Students study their preferred areas of specialisation, in addition to a suite of core education units that address key educational needs of young people. Graduates of this course will have the flexibility to take up employment in both private and government secondary schools. A central feature of this course is the range of professional practice experiences Pre-Service Teachers undertake throughout their training. This provides valuable and diverse employability skills and enables them to connect theory to practice.",Edith Cowan University,70,BA,"Teacher, Education Officer, High School Teacher, Art Teacher, Biological Science Teacher, Computing Teacher, Design & Technology Teacher, Digital Media Teacher, Drama Teacher, Economics Teacher",Years,"8,900",No,Bunbury,AUD,Year 12,Bachelor of Education (Secondary),Equivalent ,A,6.0,Yes,Years,4.0,Yes,IELTS,No,No
English,,"31,500",Australia,Yes,https://www.ecu.edu.au/degrees/courses/bachelor-of-engineering-chemical-honours,ATAR,Engineering,No,"Chemical engineers work in a wide range of domains from mineral processing, mining, and oil and gas through to industries associated with clothing, food, packaging, fertilisers, pharmaceuticals and many other manufacturing and biological processes. The program focuses on the development of knowledge and skills relevant to professional engineering practice and along with a sound theoretical base, includes strong elements of practical problem solving, team work and project development. As a result, graduates will gain strong analytical skills, and have the ability to lead complex projects as well as having multiple technical and transferable skill competencies. The course provides a sound basis in mechanics, mathematics, and the principles of engineering design in the first two years of study, along with core areas of engineering science including chemistry and materials science, fluid mechanics, process systems and thermodynamics. In the final two years of study, a range of more specialist chemical engineering topics are covered including process design, operations and control, to prepare students to enter their chosen profession with relevant knowledge and skills. The first year of this course includes a set of eight units that are common across all engineering honours courses. This allows students the opportunity to develop a better understanding of the various engineering disciplines on offer and the flexibility, if desired, to switch to another engineering discipline/course without penalty after the first year of study.",Edith Cowan University,82,HONS,"Chemical Engineer, Process Engineer, Design Engineer, Plant Engineer, Petrochemical Engineer",Years,"9,700",No,Perth,AUD,Year 12,Bachelor of Engineering (Chemical) Honours,Equivalent ,A,6.0,Yes,Years,4.0,Yes,IELTS,No,No
English,,"31,500",Australia,Yes,https://www.ecu.edu.au/degrees/courses/bachelor-of-engineering-civil-and-environmental-honours,ATAR,Science,No,"Many engineering projects, especially those that may impact on the quality of land, water and air, require detailed environmental analysis to identify and mitigate any chances that the project will adversely affect the environment. It is essential to consider both the short and long-term sustainability of such projects and their environmental consequences. The program focuses on the development of knowledge and skills relevant to professional engineering practice, and along with a sound theoretical base, includes strong elements of practical problem-solving, teamwork and project development resulting in strong analytical skills and the ability to lead complex projects. Areas of study within the course include a foundation in physical and engineering sciences along with computer aided design, engineering materials, surveying, and other core civil engineering topics. This is followed by more specialist civil and environmental engineering content areas including structural analysis and design, hydrology and hydraulics, and construction technology and site management, and project management. The course also includes advanced studies in environmental risk assessment and management, water and wastewater treatment, water distribution systems and wastewater collection systems, waste disposal and management, air-borne pollution control and the principles that ensure long-term sustainable engineering design solutions. The first year of this course includes a set of eight units that are common across all engineering honours courses. This allows students the opportunity to develop a better understanding of the various engineering disciplines on offer and the flexibility, if desired, to switch to another engineering discipline/course without penalty after the first year of study.",Edith Cowan University,82,HONS,"Civil Engineer, Environmental Engineer, Water Resource Engineer",Years,"9,700",No,Perth,AUD,Year 12,Bachelor of Engineering (Civil and Environmental) Honours,Equivalent ,A,6.0,Yes,Years,4.0,Yes,IELTS,No,No
English,,"31,500",Australia,Yes,https://www.ecu.edu.au/degrees/courses/bachelor-of-engineering-civil-honours,ATAR,Engineering,No,"The course is designed to equip graduates with industry relevant skills across a full range of core civil engineering subject areas including surveying, soil mechanics, engineering geology, structural analysis and design, hydrology, and transportation engineering, as well as construction technology and site management. The program focuses on the development of knowledge and skills relevant to professional engineering practice, and along with a sound theoretical base, it includes strong elements of practical problem solving, team work and project development. As well as having multiple technical and transferable skill competencies, graduates will gain strong analytical skills, and the ability to lead complex projects. The course provides a sound basis in mechanics, mathematics, and the principles of engineering design in the first two years of study, along with core areas of engineering science including materials and manufacturing, engineering drawing and computer aided design, foundational electrical engineering, and thermodynamics and fluid mechanics. In the final two years of study, a range of more specialist civil engineering topics are covered to prepare students to enter their chosen profession with relevant knowledge and skills. The first year of this course includes a set of eight units that are common across all engineering honours courses. This allows students the opportunity to develop a better understanding of the various engineering disciplines on offer and the flexibility, if desired, to switch to another engineering discipline/course without penalty after the first year of study.",Edith Cowan University,82,HONS,"Civil Engineer, Structural Engineer, Transportation Engineer, Geotechnical Engineer, Water Resource Engineer",Years,"9,700",No,Perth,AUD,Year 12,Bachelor of Engineering (Civil) Honours,Equivalent ,A,6.0,Yes,Years,4.0,Yes,IELTS,No,No
English,,"31,500",Australia,Yes,https://www.ecu.edu.au/degrees/courses/bachelor-of-engineering-computer-systems-honours,ATAR,Science,No,"Graduates of this course will be conversant with all aspects of computing from the development and application of individual microprocessors, to the design of personal, mainframe or supercomputer systems, as well as real-time and embedded systems implementation, robotics, and software engineering. The program focuses on the development of knowledge and skills relevant to professional engineering practice and along with a sound theoretical base, includes strong elements of practical problem solving, team work and project development. As a result, as well as having multiple technical and transferable skill competencies, graduates will gain strong analytical skills, and have the ability to lead complex projects. The course provides a sound basis in mathematics, and in the fundamentals of electronics and engineering design principles in the first two years of study, along with relevant computer technology and programming principles. In the final two years of study, advanced topics from both the electronics and computer systems engineering fields are covered including software engineering, data networks and communication systems, digital signal processing, real-time embedded systems, industrial control, and robotics to prepare students to enter their chosen profession with relevant knowledge and skills. The first year of this course includes a set of eight units that are common across all engineering honours courses. This allows students the opportunity to develop a better understanding of the various engineering disciplines on offer and the flexibility, if desired, to switch to another engineering discipline/course without penalty after the first year of study.",Edith Cowan University,82,HONS,"Computer Systems Engineer, Electronic Engineer, Embedded Systems Engineer",Years,"9,700",No,Perth,AUD,Year 12,Bachelor of Engineering (Computer Systems) Honours,Equivalent ,A,6.0,Yes,Years,4.0,Yes,IELTS,No,No
English,,"32,300",Australia,Yes,https://www.ecu.edu.au/degrees/courses/bachelor-of-engineering-computer-systems-honours-bachelor-of-computer-science,ATAR,Science,No,"There is a growing demand in high technology industries and research centres, especially in the areas of robotics, data science, cyber security and telecommunications, for engineers with knowledge and professional skills in project management, software development and relevant areas of engineering. ",Edith Cowan University,82,HONS,,Years,"9,700",No,Perth,AUD,Year 12,Bachelor of Engineering (Computer Systems) Honours Bachelor of Computer Science,Equivalent ,A,6.0,Yes,Years,5.0,Yes,IELTS,No,No
English,,"31,500",Australia,Yes,https://www.ecu.edu.au/degrees/courses/bachelor-of-engineering-electrical-and-renewable-energy-honours,ATAR,Engineering,No,"This includes solar, wind, hydro, biomass and geothermal, and the integration of these energy sources into hybrid energy supply and distribution networks. The course provides graduates with strong competencies in the fundamental electrical engineering discipline areas with particular focus on the utilisation, generation, management and design of renewable energy resources. The program focuses on the development of knowledge and skills relevant to professional engineering practice and along with a sound theoretical base, includes strong elements of practical problem solving, team work and project development. As a result, as well as having multiple technical and transferable skill competencies, graduates will gain strong analytical skills, and have the ability to lead complex projects. The course provides a sound basis in mechanics, dynamics, mathematics, and the principles of engineering design in the first two years of study, along with a broad basis in engineering science including materials and manufacturing, computer aided design, programming principles, and analogue and digital electronics. In the final two years of study, a range of units are included covering more in-depth electrical power engineering topics alongside specialist studies on sustainable and renewable energy sources and systems and their integration into a mixed energy environment. The first year of this course includes a set of eight units that are common across all engineering honours courses. This allows students the opportunity to develop a better understanding of the various engineering disciplines on offer and the flexibility, if desired, to switch to another engineering discipline/course without penalty after the first year of study. Applicants from South West WA will be able to study only the first year (up to eight foundation units) of this degree at ECU's Bunbury Campus, which may include attending a short set of lab sessions at Joondalup Campus by the end of each semester. After completing these eight units, Bunbury students will need to attend ECU's Joondalup Campus to complete the rest of their course. This option is only available for domestic students living in the South West region of WA.",Edith Cowan University,82,HONS,"Electrical Engineer, Power Systems Engineer, Renewable Energy Engineer",Years,"9,700",No,Perth,AUD,Year 12,Bachelor of Engineering (Electrical and Renewable Energy) Honours,Equivalent ,A,6.0,Yes,Years,4.0,Yes,IELTS,No,No
English,,"31,500",Australia,Yes,https://www.ecu.edu.au/degrees/courses/bachelor-of-engineering-electrical-power-honours,ATAR,Engineering,No,"The course provides broad coverage across a range of core electrical and electronic subjects, leading to more in-depth studies of power systems including generation, transmission and protection, as well as power electronics, electromechanical systems, industrial control, and renewable energy. The program focuses on the development of knowledge and skills relevant to professional engineering practice and along with a sound theoretical base, includes strong elements of practical problem solving, team work and project development. As a result, as well as having multiple technical and transferable skill competencies, graduates will gain strong analytical skills, and have the ability to lead complex projects. The course provides a sound basis in mechanics, dynamics, mathematics, and the principles of engineering design in the first two years of study, along with a broad basis in engineering science including materials and manufacturing, computer aided design, programming principles, and analogue and digital electronics. In the final two years of study, a range of specialist electrical power engineering topics are covered to prepare students to enter their chosen profession with relevant knowledge and skills. The first year of this course includes a set of eight units that are common across all engineering honours courses. This allows students the opportunity to develop a better understanding of the various engineering disciplines on offer and the flexibility, if desired, to switch to another engineering discipline/course without penalty after the first year of study.",Edith Cowan University,82,HONS,"Electrical Engineer, Power Systems Engineer, Electrical Power Engineer",Years,"9,700",No,Perth,AUD,Year 12,Bachelor of Engineering (Electrical Power) Honours,Equivalent ,A,6.0,Yes,Years,4.0,Yes,IELTS,No,No
English,,"31,500",Australia,Yes,https://www.ecu.edu.au/degrees/courses/bachelor-of-engineering-electronics-and-communications-honours,ATAR,Engineering,No,"It provides graduates with skills in all aspects of analog and digital circuit design, as well as communication systems and communications networks development. The course concentrates on the engineering principles required to analyse and solve problems related to the design and implementation of electronic and communication systems. Graduates will be conversant in the fundamental engineering sciences, electronic circuits and systems, digital signal processing, radio communications, fibre optic and microwave communications, computer networking, and cellular and wireless networks. The program focuses on the development of knowledge and skills relevant to professional engineering practice and along with a sound theoretical base, includes strong elements of practical problem solving, team work and project development. As a result, as well as having multiple technical and transferable skill competencies, graduates will gain strong analytical skills, and have the ability to lead complex projects. The course provides a sound basis in mathematics, and in the fundamentals of electronics and engineering design principles in the first two years of study, along with relevant computer technology and programming principles. In the final two years of study, advanced topics from the electronics and communication systems engineering fields are covered to prepare students to enter their chosen profession with relevant knowledge and skills. The first year of this course includes a set of eight units that are common across all engineering honours courses. This allows students the opportunity to develop a better understanding of the various engineering disciplines on offer and the flexibility, if desired, to switch to another engineering discipline/course without penalty after the first year of study.",Edith Cowan University,82,HONS,"Electronics Engineer, Communications Engineer",Years,"9,700",No,Perth,AUD,Year 12,Bachelor of Engineering (Electronics and Communications) Honours,Equivalent ,A,6.0,Yes,Years,4.0,Yes,IELTS,No,No
English,,"31,500",Australia,Yes,https://www.ecu.edu.au/degrees/courses/bachelor-of-engineering-instrumentation-control-and-automation-honours,ATAR,Engineering,No,"This integrated discipline includes the development of intelligent systems to automate monitoring, processing, and production in different engineering industries. The course is designed to provide graduates with a strong background to enter into a range of career pathways related to automation and control application in the mining and mineral processing, oil and gas, and agriculture industries that are strongly represented in the economy of Western Australia. Graduates of the course will be conversant in electrical and electronic engineering; have specialist skills in design, development and management of advanced control and automation systems; and have the ability to participate in, and lead, complex multidisciplinary projects. The program focuses on the development of knowledge and skills relevant to professional engineering practice along with a sound theoretical base, and includes strong elements of practical problem solving, team work and project development. As a result, graduates will have strong analytical skills, in addition to multiple technical and transferable competencies. The course covers topics in process control algorithms, computer interfacing and communications of industrial controllers, as well as computer automation, including the use of PLCs, SCADA, and PC-based systems to control systems and processes. Topics such as advanced PLC control and SCADA systems, and manufacturing execution systems are introduced in the advanced years of the program, after students have gained proficiency in the theory of modern control and dynamic systems. The first year of this course includes a set of eight units that are common across all engineering honours courses. This allows students the opportunity to develop a better understanding of the various engineering disciplines on offer and the flexibility, if desired, to switch to another engineering discipline/course without penalty after the first year of study.",Edith Cowan University,82,HONS,"Control and Automation Engineer, Process Control Engineer, Instrumentation Engineer",Years,"9,700",No,Perth,AUD,Year 12,Bachelor of Engineering (Instrumentation Control and Automation) Honours,Equivalent ,A,6.0,Yes,Years,4.0,Yes,IELTS,No,No
English,, ,Australia,Yes,https://www.ecu.edu.au/degrees/courses/bachelor-of-engineering-marine-and-offshore-engineering-honours,ATAR,Science,No,"Marine and offshore engineers are involved with the design, manufacture, deployment and commissioning of systems associated with the marine and offshore oil and gas industries. This course is suited to students interested in the large-scale mechanical and electro-mechanical systems used in the oil and gas industries, such as fuel-injected turbocharged engines, large gas turbine generators, or oil and gas rigs.",Edith Cowan University,82,HONS,"Oil and Gas Engineer, Naval Engineer, Process Engineer, Offshore Energy Engineer, Marine Surveyor, Mechanical Engineer, Maritime Engineer",Years,"9,700",No,Perth,AUD,Year 12,Bachelor of Engineering (Marine and Offshore Engineering) Honours,Equivalent ,D,6.0,Yes,Years,4.0,Yes,IELTS,Yes,No
