Prerequisite_2,Description,Career_Outcomes/path,Duration,Prerequisite_1,Course,Online,Country,Local_Fees,Face_to_Face,Course_Lang,Prerequisite_3_grade_3,Website,Faculty,Remarks,Full_Time,Level_Code,Prerequisite_2_grade_2,University,Offline,Prerequisite_1_grade_1,Availability,Currency_Time,Duration_Time,Distance,Part_Time,Int_Fees,Currency,City,Prerequisite_3,Blended
IELTS,"Combine your health interests and broaden your career opportunities.La Trobe's Bachelor of Nursing/Bachelor of Psychological Science prepares you for a range of career pathways in general nursing, psychology or specialised mental health nursing practice.Study clinical nursing subjects and practise nursing care for people of all ages, including those with long-term illnesses and mental health conditions or emergency needs.Gain a foundational understanding of cognitive, developmental, social, abnormal, clinical and health psychology. Learn to carry out, analyse and interpret research studies and develop your skills in psychological assessment and intervention techniques.Reasons to study nursing and psychological science at La Trobe:We're ranked in top 100 worldwide for nursing subjects.*We're rated 'above world standard' for psychology research and 'well above world standard' for nursing research.**Undertake nursing placements with our Clinical Schools in leading Victorian hospitals including The Alfred, The Austin, Royal Melbourne and The Northern.The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 7. * QS World University Ranking by Subject 2018** Excellence in Research for Australia Report 2015",The Bachelor of Psychological Science is accredited by the Australian Psychology Accreditation Council (APAC). Professional registration with the Psychology Board of Australia will require an APAC-accredited fourth year and additional or ongoing requirements beyond the completion of the degree as well as an application to the professional body. Please contact the relevant professional body for details.,4.0,ATAR,Bachelor of Nursing/Bachelor of Psychological Science,,Australia,,Yes,English,Year 12,https://www.latrobe.edu.au/courses/bachelor-of-nursing-bachelor-of-psychological-science,Health,,No,BA,6.0,La Trobe University,Yes,77.15,,Years,Years,No,No,39600,AUD,Melbourne,Equivalent ,No
IELTS,"Love nutrition? Transform it into a dynamic career.Nutrition plays a powerful role in health and wellbeing. Learn how to improve the health of individuals and communities with La Trobe's Bachelor of Nutrition Science. Carefully designed to give you a thorough understanding of food and nutrition science, you'll study biosciences, food science, food policy, prevention of chronic disease and illness, food product development and nutritional needs over the lifespan.You'll have the opportunity to specialise in an area you're passionate about, including sports nutrition, food science and gastronomy, psychology, business entrepreneurship, nutritional research, project management and more. You'll learn in commercial kitchens and modern science labs, and you'll use specialised nutrition software to do dietary analysis.In your final year, you'll undertake a nutrition research project where you can access La Trobe's Nutrition Clinical Research Lab and explore what a career in nutrition research might be like.The Bachelor of Nutrition Science is a pathway into La Trobe's Master of Dietetic Practice. Upon completion of your Master's degree, you may be eligible to register as a practicing dietitian.You'll learn: Health and nutrition  Understand the major food sources and the functions of macronutrients and micronutrients in health and disease. Learn about nutrition across the lifespan and the principles of energy balance.   Chemistry fundamentals and food chemistry  Get an introduction to the chemistry of the human body. Understand food chemistry and explore the structure and function of food. Learn key methods for analysing nutritional composition and human nutritional science.   Physiology and biochemistry  Learn about systems physiology, including the nervous system, muscle tissue and the cardiovascular system. Understand nutrient metabolism and the function of biological systems at the molecular level.   Nutritional epidemiology  Understand the fundamentals of nutrition research epidemiology. Learn how food and nutrition are linked to disease in communities.  The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 7."," Nutritionist  Provide nutritional counselling and promote nutrition at community-level education.   Food scientist  Apply scientific expertise and technological principles to the development of food products and processes within manufacturing and nutrition research settings.   Nutrition policy adviser  Advise nutrition policy in government departments and non-government organisations, such as national health charities.   Nutrition communicator or health marketing officer  Support the marketing and media of health and wellbeing organisations or hospitals. Write and deliver communications plans.   Nutrition community educator  Promote nutrition. Teach the public how to improve their nutrition and develop healthy eating habits by providing resources and workshops to communities, and working with community groups, government or policy.  ",3.0,ATAR,Bachelor of Nutrition Science,,Australia,,Yes,English,Year 12,https://www.latrobe.edu.au/courses/bachelor-of-nutrition-science,Health,,No,BA,6.0,La Trobe University,Yes,68.55,,Years,Years,No,No,36400,AUD,Melbourne,Equivalent ,No
IELTS,"Help people reach their full potential.It's easy to take our daily activities for granted, like brushing our teeth, going to work or getting out of bed. Workplace injuries, chronic illness, disability and mental health issues can change our ability to do these things independently, impacting our quality of life. As an Occupational Therapist, you'll develop skills to help people maximise their abilities and reach their full potential. La Trobe's Bachelor of Occupational Therapy (Honours) provides you with the clinical knowledge, professional skills and industry connections needed to launch your career.A combination of tutorials, workshops, practical experience, online learning and 1000 hours of professional placements will enable you to use evidence-based occupational therapy assessments and interventions with people of all ages that improve their health and wellbeing.You'll learn:Anatomy FundamentalsGain essential knowledge of human anatomy, physiology and function.Special needs practiceLearn the best treatment options for people with special needs and chronic conditions.Therapy for every stage of lifeMaster techniques to help patients during each stage of their life.Mental health occupational therapyGain an understanding of the mental and social impact that patients experience.The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 8.",Workplaces and schoolsConsult with clients to determine their needs and provide assistance to help improve their independence.Public or private health sectorsAssess physical and mental needs of patients and people in the community and provide treatment options.Rehabilitation servicesUse physical and psychosocial therapy approaches to help clients recover from injuries and manage chronic conditions.,4.0,ATAR,Bachelor of Occupational Therapy (Honours),,Australia,,Yes,English,Year 12,https://www.latrobe.edu.au/courses/bachelor-of-occupational-therapy-honours,Health,,No,HONS,6.0,La Trobe University,Yes, ,,Years,Years,No,No,38000,AUD,Melbourne,Equivalent ,No
IELTS,"Help people reach their full potential.It's easy to take our daily activities for granted, like brushing our teeth, going to work or getting out of bed. Workplace injuries, chronic illness, disability and mental health issues can change our ability to do these things independently, impacting our quality of life. As an Occupational Therapist, you'll develop skills to help people maximise their abilities and reach their full potential. La Trobe's Bachelor of Occupational Therapy (Honours) provides you with the clinical knowledge, professional skills and industry connections needed to launch your career.A combination of tutorials, workshops, practical experience, online learning and 1000 hours of professional placements will enable you to use evidence-based occupational therapy assessments and interventions with people of all ages that improve their health and wellbeing.You'll learn:Anatomy FundamentalsGain essential knowledge of human anatomy, physiology and function.Special needs practiceLearn the best treatment options for people with special needs and chronic conditions.Therapy for every stage of lifeMaster techniques to help patients during each stage of their life.Mental health occupational therapyGain an understanding of the mental and social impact that patients experience.The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 8.",Workplaces and schoolsConsult with clients to determine their needs and provide assistance to help improve their independence.Public or private health sectorsAssess physical and mental needs of patients and people in the community and provide treatment options.Rehabilitation servicesUse physical and psychosocial therapy approaches to help clients recover from injuries and manage chronic conditions.,4.0,ATAR,Bachelor of Occupational Therapy (Honours),,Australia,,Yes,English,Year 12,https://www.latrobe.edu.au/courses/bachelor-of-occupational-therapy-honours,Health,,No,HONS,6.0,La Trobe University,Yes, ,,Years,Years,No,No,38000,AUD,Bendigo,Equivalent ,No
IELTS,"The Bachelor of Oral Health Sciences is a three years degree that you can complete in 2.5 years because the course is fast tracked with a Summer Semester. The course focuses on oral health promotion and the prevention and treatment of oral diseases. You learn how to independently treat patients from all ages. Together with other (dental) health professionals you will contribute to better oral health and general health for all communities. You'll have access to our new on-campus simulation facilities to practise your skills in contemporary minimally invasive dentistry, oral health practice, special needs dentistry, physiology, pharmacology and communication, before being introduced to your clinical placement at the start of the second year. You will treat patients under supervision of enthusiastic and experienced clinicians.Your Summer Semester is an exciting period in your study, in which you participate in enriching workshops, interdisciplinary (oral) health projects, clinical discussions with dentists and other health professionals, aged care and other elective international, regional or rural placement opportunities. It is important to develop excellent verbal and written communication skills to allow you to build long-lasting relationships with patients and/or communities. You will track your personal and professional growth in a digital portfolio, which you can maintain after graduation, to record your continuing professional development.Before starting this degree you'll need to complete your Level 1 First Aid/CPR certification, get your required vaccinations, and provide a current police check and Working With Children check.The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 7.",Graduates of the Bachelor of Oral Health Science may be eligible to apply for registration with the Dental Board of Australia. Professional registration may be subject to additional or ongoing requirements beyond completion of the degree. Please contact the relevant professional body for details.,,ATAR,Bachelor of Oral Health Science,,Australia,,Yes,English,Year 12,https://www.latrobe.edu.au/courses/bachelor-of-oral-health-science,Health,,,BA,6.0,La Trobe University,Yes,85.95,,Years,,No,,40800,AUD,Bendigo,Equivalent ,No
IELTS,"Pursue your vision for a career in orthoptics.La Trobe's Bachelor of Orthoptics (Honours) gives you the knowledge you need to detect, diagnose and manage vision and eye problems in both children and adults. Starting in first year you'll undertake over 500 hours of clinical experience in hospitals with dedicated eye clinics and complete a placement at a partner clinic in regional Australia, interstate or overseas. With a curriculum focus on vision and eye disorders, diseases and misalignments, plus an embedded industry or research honours program, you'll be on track for a career in orthoptics.You'll learn:Fundamentals of applied scienceStudy the foundations of human biosciences, including anatomy, physiology, and neuroscience.Human vision and functionExplore the human visual system, eye disorders and the sociological impacts of diseases of the eye and decreased visual function.Clinical skillsLearn to investigate, diagnose, treat and manage a range of ocular conditions in patients of all ages.The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 8.",Healthcare systemBecome an integral part of the healthcare team in private clinics or major hospitals.EducationYou can use your skills to perform advisory and educational roles in the orthoptics industry.,4.0,ATAR,Bachelor of Orthoptics (Honours),,Australia,,Yes,English,Year 12,https://www.latrobe.edu.au/courses/bachelor-of-orthoptics-honours,Health,,No,HONS,6.0,La Trobe University,Yes,76.25,,Years,Years,No,No,42800,AUD,Melbourne,Equivalent ,No
IELTS,Hi cant find you,No career outcomes provided,4.0,ATAR,Bachelor of Paramedic Practice with Honours,,Australia,,Yes,English,Year 12,https://www.latrobe.edu.au/courses/bachelor-of-paramedic-practice-with-honours,Health,,No,HONS,6.0,La Trobe University,Yes,73.60,,Years,Years,No,No,42800,AUD,Bendigo,Equivalent ,No
IELTS,"This degree develops your understanding of how medicines impact, improve and change people's lives. You'll gain knowledge of our healthcare system and how pharmacists support patient care.Based in Bendigo, you'll have access to our on-campus training pharmacy, where you'll practise patient communication skills and learn how to work as the link between medical practitioners and the public.In the first two years of your course you'll study science fundamentals along with introductory pharmacy practice subjects. For the remaining two years, you'll focus on specific pharmacy subjects such as legislation and practice, therapeutics, complementary medicine and the quality use of medicines. You'll also examine public health issues in rural and remote Australia, and graduate with an Honours level degree.During your degree, you'll participate in a range of community and hospital placements where you'll develop practical pharmacy skills.The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 8.","Please note that if you wish to complete the supervised pre-registration training in Australia, you require a relevant visa.",4.0,ATAR,Bachelor of Pharmacy (Honours),,Australia,,Yes,English,Year 12,https://www.latrobe.edu.au/courses/bachelor-of-pharmacy-honours,Health,,No,HONS,6.0,La Trobe University,Yes,86.45,,Years,Years,No,No,45400,AUD,Bendigo,Equivalent ,No
IELTS,"Become a fully-qualified physiotherapist. Movement is essential to our health, happiness and connection to others — and physios help us move better. Get ready to use exercise and movement to improve the lives of athletes, children, adults and people recovering from surgery, injury or illness.With La Trobe's Bachelor of Physiotherapy (Honours) you'll get a detailed understanding of the human body and develop the practical skills to launch your career in this rewarding and dynamic field of health. At La Trobe, not only will you learn from industry leaders and world-class researchers, you'll experience unique industry opportunities with our broad range of partners.Start building your practical skills as soon as you start first year and finish your degree with clinical training equivalent to seven months of workplace experience. Graduate work ready and in-demand as a fully-qualified physiotherapist and step into your first job.Throughout the course you'll gain quality hands-on experience with placements at leading hospitals and private practices. You could find yourself in acute hospital units, rehabilitation facilities, community health clinics, private practice, sporting organisations, educational facilities or research centres.Choose to take your physiotherapy degree global with international placement or study opportunities – like students before you who've experienced Denmark, Italy, Vietnam and India. Or keep it local with placements throughout Melbourne and regional Victoria.In your Honours year, you'll undertake research or industry-based project work where you'll solve real problems relating to human health and physical performance.You'll learn:  Bioscience  Gain an intricate understanding of the human body through the study of anatomy, physiology, pathology, biomechanics of human movement and pharmacology.    Physiotherapy skills  Discover how to assess, diagnose and improve people's movement, health and quality of life.    Specialised areas  Learn how to apply your physiotherapy skills to help people with a variety of conditions which relate to cardiorespiratory, musculoskeletal, sports, neurological, women's, men's, paediatric and aged care health.  The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 8.","  Private practice  Work individually or part of a team of healthcare professionals in a private practice, treating a wide variety of patients.    Acute and community health centres  Assess and treat patients to help them recover from surgery, increase mobility and manage chronic conditions.    Elite sporting organisations  Work with athletes at all levels to boost performance, prevent injury and aid rehabilitation.    Rehabilitation services  Use your physiotherapy skills, interpersonal communication and knowledge of the human body to help patients achieve their goals for recovery.  ",4.0,ATAR,Bachelor of Physiotherapy (Honours),,Australia,,Yes,English,Year 12,https://www.latrobe.edu.au/courses/bachelor-of-physiotherapy-honours,Health,,No,HONS,6.0,La Trobe University,Yes, ,,Years,Years,No,No,50200,AUD,Melbourne,Equivalent ,No
IELTS,"Become a fully-qualified physiotherapist. Movement is essential to our health, happiness and connection to others — and physios help us move better. Get ready to use exercise and movement to improve the lives of athletes, children, adults and people recovering from surgery, injury or illness.With La Trobe's Bachelor of Physiotherapy (Honours) you'll get a detailed understanding of the human body and develop the practical skills to launch your career in this rewarding and dynamic field of health. At La Trobe, not only will you learn from industry leaders and world-class researchers, you'll experience unique industry opportunities with our broad range of partners.Start building your practical skills as soon as you start first year and finish your degree with clinical training equivalent to seven months of workplace experience. Graduate work ready and in-demand as a fully-qualified physiotherapist and step into your first job.Throughout the course you'll gain quality hands-on experience with placements at leading hospitals and private practices. You could find yourself in acute hospital units, rehabilitation facilities, community health clinics, private practice, sporting organisations, educational facilities or research centres.Choose to take your physiotherapy degree global with international placement or study opportunities – like students before you who've experienced Denmark, Italy, Vietnam and India. Or keep it local with placements throughout Melbourne and regional Victoria.In your Honours year, you'll undertake research or industry-based project work where you'll solve real problems relating to human health and physical performance.You'll learn:  Bioscience  Gain an intricate understanding of the human body through the study of anatomy, physiology, pathology, biomechanics of human movement and pharmacology.    Physiotherapy skills  Discover how to assess, diagnose and improve people's movement, health and quality of life.    Specialised areas  Learn how to apply your physiotherapy skills to help people with a variety of conditions which relate to cardiorespiratory, musculoskeletal, sports, neurological, women's, men's, paediatric and aged care health.  The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 8.","  Private practice  Work individually or part of a team of healthcare professionals in a private practice, treating a wide variety of patients.    Acute and community health centres  Assess and treat patients to help them recover from surgery, increase mobility and manage chronic conditions.    Elite sporting organisations  Work with athletes at all levels to boost performance, prevent injury and aid rehabilitation.    Rehabilitation services  Use your physiotherapy skills, interpersonal communication and knowledge of the human body to help patients achieve their goals for recovery.  ",4.0,ATAR,Bachelor of Physiotherapy (Honours),,Australia,,Yes,English,Year 12,https://www.latrobe.edu.au/courses/bachelor-of-physiotherapy-honours,Health,,No,HONS,6.0,La Trobe University,Yes, ,,Years,Years,No,No,50200,AUD,Bendigo,Equivalent ,No
IELTS,Hi cant find you,No career outcomes provided,4.0,ATAR,Bachelor of Podiatry (Honours),,Australia,,Yes,English,Year 12,https://www.latrobe.edu.au/courses/bachelor-of-podiatry-honours,Health,,No,HONS,6.0,La Trobe University,Yes,70.85,,Years,Years,No,No,Not Provided,AUD,Melbourne,Equivalent ,No
IELTS,"Get your start in a rewarding career in health.With La Trobe's Bachelor of Prosthetics and Orthotics (Honours) you can become a qualified health professional with expertise in treating people's physical and functional limitations. From first year, you'll undertake clinical placements and experiences both on campus in La Trobe's prosthetic and orthotic facilities and at external sites. You'll study anatomy, physiology, biomechanics and prosthetic and orthotic prescription, design and fabrication. Honours is offered in two streams: industry and research. You'll complete either a major industry-relevant honours project or a research honours project in the final years of the course.You'll learn:Prosthetics and orthoticsLearn the theoretical basis and clinical practice of prosthetic and orthotic management, including treatment, assessment and prescriptions in children and adults. ResearchGain an appreciation for research in prosthetics and orthotics by examining research designs, data and how it translates to consumers.  Clinical skillsPractice the assessment, prescription, manufacture and fit of prostheses and orthoses in a variety of clinical environments.HealthcareDiscover the importance of wellbeing in a person's healthcare journey and how health professionals can work together to achieve the best outcomes.The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 8.","Public healthBecome an integral member of healthcare teams in hospitals, aged care facilities and rehabilitation centres.Private practiceUse your knowledge and skills in private prosthetic-orthotic facilities and other agencies.Research and designGraduates may also work for commercial companies that design and manufacture devices for people with disability.",4.0,ATAR,Bachelor of Prosthetics and Orthotics (Honours),,Australia,,Yes,English,Year 12,https://www.latrobe.edu.au/courses/bachelor-of-prosthetics-and-orthotics-honours,Health,,No,HONS,6.0,La Trobe University,Yes,86.75,,Years,Years,No,No,47600,AUD,Melbourne,Equivalent ,No
IELTS,"Understand the human mind and how it drives behaviour.La Trobe's Bachelor of Psychological Science will prepare you for a career as a professional psychologist, or in a psychology-related field across industries from clinical psychology to human services and marketing. 11 electives give you the flexibility to work towards the career you want. You can also complement your degree with legal studies, business, management, marketing, sociology, science, genetics, language, drama, media studies and more. You'll learn:Analytical, research and communication skillsLearn skills that are essential to your future career in psychology.Clinical and health psychologyGain an understanding of how to help people cope with mental and physical disorders.Developmental and social psychologyUnderstand how environmental factors contribute to peoples' psychological makeup.Psychological assessment, intervention and researchBecome familiar with methods to understand and measure people's psychological state. Learn when and how to intervene and how to conduct research.The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 7."," Clinical psychologist Assess people's psychological state.Diagnose and develop a management plan for treatment and recovery.Manage caseloads and referrals. Counsel patients, document sessions, report to management and liaise with government departments when necessary.Public health worker Use your knowledge and expertise to support your patients and their communities. Monitor people's health, inform, educate and empower people to improve their quality of life. Document cases and develop strategies to solve health problems.Rehabilitation worker Work with people suffering from addiction and help them achieve meaning and stability in their lives.Youth worker Work with youth to help them stay healthy, happy and well adjusted.",3.0,ATAR,Bachelor of Psychological Science ,,Australia,,Yes,English,Year 12,https://www.latrobe.edu.au/courses/bachelor-of-psychological-science,Health,,No,BA,6.0,La Trobe University,Yes,57.50,,Years,Years,No,No,39600,AUD,Melbourne,Equivalent ,No
IELTS,"Understand the human mind and how it drives behaviour.La Trobe's Bachelor of Psychological Science will prepare you for a career as a professional psychologist, or in a psychology-related field across industries from clinical psychology to human services and marketing. 11 electives give you the flexibility to work towards the career you want. You can also complement your degree with legal studies, business, management, marketing, sociology, science, genetics, language, drama, media studies and more. You'll learn:Analytical, research and communication skillsLearn skills that are essential to your future career in psychology.Clinical and health psychologyGain an understanding of how to help people cope with mental and physical disorders.Developmental and social psychologyUnderstand how environmental factors contribute to peoples' psychological makeup.Psychological assessment, intervention and researchBecome familiar with methods to understand and measure people's psychological state. Learn when and how to intervene and how to conduct research.The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 7."," Clinical psychologist Assess people's psychological state.Diagnose and develop a management plan for treatment and recovery.Manage caseloads and referrals. Counsel patients, document sessions, report to management and liaise with government departments when necessary.Public health worker Use your knowledge and expertise to support your patients and their communities. Monitor people's health, inform, educate and empower people to improve their quality of life. Document cases and develop strategies to solve health problems.Rehabilitation worker Work with people suffering from addiction and help them achieve meaning and stability in their lives.Youth worker Work with youth to help them stay healthy, happy and well adjusted.",3.0,ATAR,Bachelor of Psychological Science ,,Australia,,Yes,English,Year 12,https://www.latrobe.edu.au/courses/bachelor-of-psychological-science,Health,,No,BA,6.0,La Trobe University,Yes,57.50,,Years,Years,No,No,39600,AUD,Bendigo,Equivalent ,No
IELTS,"Get ready to start your career in science.La Trobe's Bachelor of Science gives you the skills and knowledge to contribute to some of today's biggest challenges, like protecting endangered animals, developing new ways to treat disease or finding ways to make technology more efficient.Studying science at La Trobe opens up a world of opportunities. Choose from more than 14 majors with the option to take a double major. See the full list below. The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 7.","GeneticistApply genetic approaches to analyse patients. Write assessments and reports, and liaise with stakeholders. Develop your practice and maintain privacy and safety at all times.PhysicistApply your knowledge of physics to a range of disciplines across commercial or academic research including health, materials science, propulsion, nanotech and more.Chemist Conduct experiments and carry out lab work to find chemistry-based solutions for organisation's goals. Write reports, present information, read and contribute to scientific literature.MicrobiologistConduct research and experiments to cure diseases, improve water quality, improve health or anything else related to microorganisms, their interactions and applications.Environmental AnalystObserve and document the environmental impacts of activity on a given area. Write reports, contribute to databases and provide expert advice to stakeholders.",3.0,ATAR,Bachelor of Science,,Australia,,Yes,English,Year 12,https://www.latrobe.edu.au/courses/bachelor-of-science,Health,,No,BA,6.0,La Trobe University,Yes,70.00,,Years,Years,No,No,37000,AUD,Melbourne,Equivalent ,No
IELTS,"Get ready to start your career in science.La Trobe's Bachelor of Science gives you the skills and knowledge to contribute to some of today's biggest challenges, like protecting endangered animals, developing new ways to treat disease or finding ways to make technology more efficient.Studying science at La Trobe opens up a world of opportunities. Choose from more than 14 majors with the option to take a double major. See the full list below. The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 7.","GeneticistApply genetic approaches to analyse patients. Write assessments and reports, and liaise with stakeholders. Develop your practice and maintain privacy and safety at all times.PhysicistApply your knowledge of physics to a range of disciplines across commercial or academic research including health, materials science, propulsion, nanotech and more.Chemist Conduct experiments and carry out lab work to find chemistry-based solutions for organisation's goals. Write reports, present information, read and contribute to scientific literature.MicrobiologistConduct research and experiments to cure diseases, improve water quality, improve health or anything else related to microorganisms, their interactions and applications.Environmental AnalystObserve and document the environmental impacts of activity on a given area. Write reports, contribute to databases and provide expert advice to stakeholders.",3.0,ATAR,Bachelor of Science,,Australia,,Yes,English,Year 12,https://www.latrobe.edu.au/courses/bachelor-of-science,Health,,No,BA,6.0,La Trobe University,Yes,70.00,,Years,Years,No,No,37000,AUD,Bendigo,Equivalent ,No
IELTS,"Make a difference by helping others thrive.Life in today's world brings harsh challenges. Poverty, addiction, mental illness, domestic violence and personal crisis can severely impact a person's ability to feel safe, find a stable home and pursue opportunities. As a social worker, you'll provide support and assistance to people and families in need. La Trobe's Bachelor of Social Work (Honours) gives you the clinical knowledge and hands-on skills to launch your career.You'll learn from world-renowned academics about promoting human rights and the importance of social justice. Our diverse range of subjects provide foundations in both psychology and sociology. Two 14-week placements enable you to put your knowledge and skills into practice and gain professional experience within leading health and welfare organisations in Victoria.You'll learn:Sociology and societyDiscover the cultural changes that shaped Australian society and how individuals connect with each other.Foundations of psychological scienceGain the clinical knowledge and skills used to examine human behaviour and treat mental illness.Human servicesExplore the values, ethics and practice of social work and human services.Social work and inequalityStudy the issues of inequality and their impact on people's wellbeing.The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 8.","Community health centres and hospitalsWork alongside other health professionals to provide practical support, counselling, information and emotional support to clients. Government departments and non government agencies Provide case management, counselling and advocacy for clients including children and families.Mental health and disability services Recovery oriented practice and support, advocate for policy changes, raise awareness on social issues and connect others with human services.",4.0,ATAR,Bachelor of Social Work (Honours),,Australia,,Yes,English,Year 12,https://www.latrobe.edu.au/courses/bachelor-of-social-work-honours,Health,,No,HONS,6.0,La Trobe University,Yes, ,,Years,Years,No,No,38000,AUD,Melbourne,Equivalent ,No
IELTS,"Make a difference by helping others thrive.Life in today's world brings harsh challenges. Poverty, addiction, mental illness, domestic violence and personal crisis can severely impact a person's ability to feel safe, find a stable home and pursue opportunities. As a social worker, you'll provide support and assistance to people and families in need. La Trobe's Bachelor of Social Work (Honours) gives you the clinical knowledge and hands-on skills to launch your career.You'll learn from world-renowned academics about promoting human rights and the importance of social justice. Our diverse range of subjects provide foundations in both psychology and sociology. Two 14-week placements enable you to put your knowledge and skills into practice and gain professional experience within leading health and welfare organisations in Victoria.You'll learn:Sociology and societyDiscover the cultural changes that shaped Australian society and how individuals connect with each other.Foundations of psychological scienceGain the clinical knowledge and skills used to examine human behaviour and treat mental illness.Human servicesExplore the values, ethics and practice of social work and human services.Social work and inequalityStudy the issues of inequality and their impact on people's wellbeing.The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 8.","Community health centres and hospitalsWork alongside other health professionals to provide practical support, counselling, information and emotional support to clients. Government departments and non government agencies Provide case management, counselling and advocacy for clients including children and families.Mental health and disability services Recovery oriented practice and support, advocate for policy changes, raise awareness on social issues and connect others with human services.",4.0,ATAR,Bachelor of Social Work (Honours),,Australia,,Yes,English,Year 12,https://www.latrobe.edu.au/courses/bachelor-of-social-work-honours,Health,,No,HONS,6.0,La Trobe University,Yes, ,,Years,Years,No,No,38000,AUD,Bendigo,Equivalent ,No
IELTS,"Make a difference by helping others thrive.Life in today's world brings harsh challenges. Poverty, addiction, mental illness, domestic violence and personal crisis can severely impact a person's ability to feel safe, find a stable home and pursue opportunities. As a social worker, you'll provide support and assistance to people and families in need. La Trobe's Bachelor of Social Work (Honours) gives you the clinical knowledge and hands-on skills to launch your career.You'll learn from world-renowned academics about promoting human rights and the importance of social justice. Our diverse range of subjects provide foundations in both psychology and sociology. Two 14-week placements enable you to put your knowledge and skills into practice and gain professional experience within leading health and welfare organisations in Victoria.You'll learn:Sociology and societyDiscover the cultural changes that shaped Australian society and how individuals connect with each other.Foundations of psychological scienceGain the clinical knowledge and skills used to examine human behaviour and treat mental illness.Human servicesExplore the values, ethics and practice of social work and human services.Social work and inequalityStudy the issues of inequality and their impact on people's wellbeing.The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 8.","Community health centres and hospitalsWork alongside other health professionals to provide practical support, counselling, information and emotional support to clients. Government departments and non government agencies Provide case management, counselling and advocacy for clients including children and families.Mental health and disability services Recovery oriented practice and support, advocate for policy changes, raise awareness on social issues and connect others with human services.",4.0,ATAR,Bachelor of Social Work (Honours),,Australia,,Yes,English,Year 12,https://www.latrobe.edu.au/courses/bachelor-of-social-work-honours,Health,,No,HONS,6.0,La Trobe University,Yes, ,,Years,Years,No,No,38000,AUD,Mildura,Equivalent ,No
IELTS,"Make a difference by helping others thrive.Life in today's world brings harsh challenges. Poverty, addiction, mental illness, domestic violence and personal crisis can severely impact a person's ability to feel safe, find a stable home and pursue opportunities. As a social worker, you'll provide support and assistance to people and families in need. La Trobe's Bachelor of Social Work (Honours) gives you the clinical knowledge and hands-on skills to launch your career.You'll learn from world-renowned academics about promoting human rights and the importance of social justice. Our diverse range of subjects provide foundations in both psychology and sociology. Two 14-week placements enable you to put your knowledge and skills into practice and gain professional experience within leading health and welfare organisations in Victoria.You'll learn:Sociology and societyDiscover the cultural changes that shaped Australian society and how individuals connect with each other.Foundations of psychological scienceGain the clinical knowledge and skills used to examine human behaviour and treat mental illness.Human servicesExplore the values, ethics and practice of social work and human services.Social work and inequalityStudy the issues of inequality and their impact on people's wellbeing.The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 8.","Community health centres and hospitalsWork alongside other health professionals to provide practical support, counselling, information and emotional support to clients. Government departments and non government agencies Provide case management, counselling and advocacy for clients including children and families.Mental health and disability services Recovery oriented practice and support, advocate for policy changes, raise awareness on social issues and connect others with human services.",4.0,ATAR,Bachelor of Social Work (Honours),,Australia,,Yes,English,Year 12,https://www.latrobe.edu.au/courses/bachelor-of-social-work-honours,Health,,No,HONS,6.0,La Trobe University,Yes, ,,Years,Years,No,No,38000,AUD,Shepparton,Equivalent ,No
IELTS,Hi cant find you,No career outcomes provided,4.0,ATAR,Bachelor of Speech Pathology (Honours),,Australia,,Yes,English,Year 12,https://www.latrobe.edu.au/courses/bachelor-of-speech-pathology-honours,Health,,No,HONS,6.0,La Trobe University,Yes, ,,Years,Years,No,No,Not Provided,AUD,Melbourne,Equivalent ,No
IELTS,Hi cant find you,No career outcomes provided,4.0,ATAR,Bachelor of Speech Pathology (Honours),,Australia,,Yes,English,Year 12,https://www.latrobe.edu.au/courses/bachelor-of-speech-pathology-honours,Health,,No,HONS,6.0,La Trobe University,Yes, ,,Years,Years,No,No,Not Provided,AUD,Bendigo,Equivalent ,No
