Course Delivery Mode,Faculty,Currency,Career_Outcomes/path,Currency_Time,Course_Lang,Country,Duration,Website,Part_Time,Blended,Full_Time,Course,Prerequisite_2_grade_2,Online,Availability,Face_to_Face,Prerequisite_1_grade_1,Int_Fees,Offline,Prerequisite_1,Description,Remarks,Level_Code,City,Distance,University,Prerequisite_2,Duration_Time,Local_Fees,FREE TAFE
Normal,Building and Construction,AUD,None,Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Electrical/Mandatory-Electrical-Installation-Testing-Fundamentals,Yes,No,No,Mandatory Electrical Installation Testing Fundamentals,Na,No,D,Yes,,NoIntFee,Yes,ATAR,The Mandatory Testing short course re-enforces qualified A Class Electricians with the knowledge and practical skills to fulfil the mandatory verification requirements of AS/NZS 3000 - Wiring rules. This program is endorsed by Energy Safe Victoria and is highly recommended throughout the electrical industry.,,SHORT COURSES,Melbourne,No,Holmesglen Institute,IELTS,Day,250,No
Normal,Building and Construction,AUD,None,Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Electrical/Raspberry-Pi,Yes,No,No,Raspberry Pi,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"Have you heard about Raspberry Pi? Would you like to learn how to build amazing Raspberry Pi projects? This course is designed for people with no experience with Raspberry Pi, who are interested in learning about the power of Internet of Things (IoT) using Raspberry Pi.",,SHORT COURSES,Melbourne,No,Holmesglen Institute,IELTS,Day,195,No
Normal,Building and Construction,AUD,None,Years,English,Australia,,https://holmesglen.edu.au/Courses/Building-and-Construction/Electrical/Readiness-Assessment,Yes,No,No,Readiness Assessment,Na,No,D,Yes,,NoIntFee,Yes,ATAR,The Readiness Assessment (RA) enables you to assess your ability before entering into an Electrical Apprenticeship. The course is suitable for those who are interested in applying for an Apprenticeship within the Electrical Industry; including young school leavers wanting to enter into the Electrical Industry..,,SHORT COURSES,Melbourne,No,Holmesglen Institute,IELTS,,31,No
Normal,Building and Construction,AUD,None,Years,English,Australia,,https://holmesglen.edu.au/Courses/Building-and-Construction/Electrical/Readiness-Assessment,Yes,No,No,Readiness Assessment,Na,No,D,Yes,,NoIntFee,Yes,ATAR,The Readiness Assessment (RA) enables you to assess your ability before entering into an Electrical Apprenticeship. The course is suitable for those who are interested in applying for an Apprenticeship within the Electrical Industry; including young school leavers wanting to enter into the Electrical Industry..,,SHORT COURSES,Melbourne,No,Holmesglen Institute,IELTS,,31,No
Normal,Building and Construction,AUD,None,Years,English,Australia,3.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Electrical/Construction-Wiring-and-Mandatory-Testing,Yes,No,No,Construction Wiring and Mandatory Testing,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"The Construction Wiring and Mandatory Testing Short Course provides qualified electricians with the underpinning skills, knowledge and competency for the installation and maintenance of construction wiring on building and demolition sites.",,SHORT COURSES,Melbourne,No,Holmesglen Institute,IELTS,Days,970,No
Normal,Building and Construction,AUD,None,Years,English,Australia,2.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Electrical/Construction-Wiring-and-Mandatory-Testing-Refresher,Yes,No,No,Construction Wiring and Mandatory Testing - Refresher,Na,No,D,Yes,,NoIntFee,Yes,ATAR,The Construction Wiring and Mandatory Testing Refresher short course is suitable for applicants who are wishing to refresh their knowledge/skills and whose accreditation is nearing expiry.,,SHORT COURSES,Melbourne,No,Holmesglen Institute,IELTS,Days,785,No
Normal,Building and Construction,AUD,None,Years,English,Australia,,https://holmesglen.edu.au/Courses/Building-and-Construction/Electrical/Electrical-Licence-Tutorial-LEP-Licensed-Electrical-Practice,Yes,No,No,Electrical Licence Tutorial-LEP,Na,No,D,Yes,,NoIntFee,Yes,ATAR,This program prepares you for one of the three Energy Safe Victoria-required Licensed Electrical Assessment examinations - Licensed Electrical Practice (LEP).,,SHORT COURSES,Melbourne,No,Holmesglen Institute,IELTS,,485,No
Normal,Building and Construction,AUD,None,Years,English,Australia,,https://holmesglen.edu.au/Courses/Building-and-Construction/Electrical/Electrical-Licence-Tutorial-LEP-Licensed-Electrical-Practice,Yes,No,No,Electrical Licence Tutorial-LEP,Na,No,D,Yes,,NoIntFee,Yes,ATAR,This program prepares you for one of the three Energy Safe Victoria-required Licensed Electrical Assessment examinations - Licensed Electrical Practice (LEP).,,SHORT COURSES,Melbourne,No,Holmesglen Institute,IELTS,,485,No
Normal,Building and Construction,AUD,None,Years,English,Australia,,https://holmesglen.edu.au/Courses/Building-and-Construction/Electrical/Electrical-Licence-Tutorial-LET-Licensed-Electrical-Theory,Yes,No,No,Electrical Licence Tutorial-LET,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"This program prepares you for one of the three, Energy Safe Victoria-required Licensed Electrical Assessment examinations -  the Licensed Electrical Theory (LET) exam.",,SHORT COURSES,Melbourne,No,Holmesglen Institute,IELTS,,460,No
Normal,Building and Construction,AUD,None,Years,English,Australia,,https://holmesglen.edu.au/Courses/Building-and-Construction/Electrical/Electrical-Licence-Tutorial-LET-Licensed-Electrical-Theory,Yes,No,No,Electrical Licence Tutorial-LET,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"This program prepares you for one of the three, Energy Safe Victoria-required Licensed Electrical Assessment examinations -  the Licensed Electrical Theory (LET) exam.",,SHORT COURSES,Melbourne,No,Holmesglen Institute,IELTS,,460,No
Normal,Building and Construction,AUD,None,Years,English,Australia,,https://holmesglen.edu.au/Courses/Building-and-Construction/Electrical/Electrical-Licence-Tutorial-SWP-Safe-Work-Practices-SWP,Yes,No,No,Electrical Licence Tutorial-SWP,Na,No,D,Yes,,NoIntFee,Yes,ATAR,This program prepares you for one of the three Energy Safe Victoria-required Licensed Electrical Assessment examinations -  the Safe Working Practices (SWP) exam.,,SHORT COURSES,Melbourne,No,Holmesglen Institute,IELTS,,190,No
Normal,Building and Construction,AUD,None,Years,English,Australia,,https://holmesglen.edu.au/Courses/Building-and-Construction/Electrical/Electrical-Licence-Tutorial-SWP-Safe-Work-Practices-SWP,Yes,No,No,Electrical Licence Tutorial-SWP,Na,No,D,Yes,,NoIntFee,Yes,ATAR,This program prepares you for one of the three Energy Safe Victoria-required Licensed Electrical Assessment examinations -  the Safe Working Practices (SWP) exam.,,SHORT COURSES,Melbourne,No,Holmesglen Institute,IELTS,,190,No
Traineeship,Building and Construction,AUD,engineering and fabrication apprenticeship,Years,English,Australia,2.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Engineering-and-Fabrication/Certificate-II-in-Engineering-Studies-Fabrication-VET-Delivered-to-Secondary-Students,Yes,No,No,Certificate II in Engineering Studies,Na,No,D,Yes,,NoIntFee,Yes,ATAR,This Certificate II in Engineering Studies (fabrication stream) provides secondary school students pre-employment training and pathways into the engineering manufacturing or related industries and entry into the wider engineering industry.,,CERTII,Melbourne,No,Holmesglen Institute,IELTS,Years,NoLocalFee,No
Traineeship,Building and Construction,AUD,MEM30119 Certificate III in Engineering – Production SystemsMEM30219 Certificate III in Engineering – Mechanical TradeMEM30319 Certificate III in Engineering – Fabrication TradeMEM30419 Certificate III in Engineering – Electrical/Electronics Trade,Years,English,Australia,2.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Engineering-and-Fabrication/Certificate-II-in-Engineering-Studies-Fabrication-VET-Delivered-to-Secondary-Students-1,Yes,No,No,Certificate II in Engineering Studies,Na,No,D,Yes,,NoIntFee,Yes,ATAR,This Certificate II in Engineering Studies (fabrication stream) provides secondary school students pre-employment training and pathways into the engineering manufacturing or related industries and entry into the wider engineering industry.,,CERTII,Melbourne,No,Holmesglen Institute,IELTS,Years,NoLocalFee,No
Pre-apprenticeship,Building and Construction,AUD,"traineeship or apprenticeship in a range of engineering, manufacturing or related areas",Years,English,Australia,19.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Engineering-and-Fabrication/Certificate-II-in-Engineering-Studies-Pre-apprenticeship,No,No,Yes,Certificate II in Engineering Studies,Na,No,D,Yes,,NoIntFee,Yes,ATAR,The Certificate II in Engineering Studies pre-apprenticeship course is designed to provide pre-employment training and a pathway into the engineering industry.,,CERTII,Melbourne,No,Holmesglen Institute,IELTS,Weeks,"4,515.00",Yes
Traineeship,Building and Construction,AUD,"apprenticeship or entry-level employment in the engineering, manufacturing or related industries",Years,English,Australia,2.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Engineering-and-Fabrication/Certificate-II-in-Engineering-Studies-Technical-VET-Delivered-to-Secondary-School-Students,Yes,No,No,Certificate II in Engineering Studies,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"This Certificate II in Engineering Studies provides secondary school students with pre-employment training and pathways in the engineering manufacturing or related industries, and entry into the wider engineering industry.",,CERTII,Melbourne,No,Holmesglen Institute,IELTS,Years,NoLocalFee,No
Apprenticeship,Building and Construction,AUD,metal fabrication tradespersonboilermaker weldersheet metal workerarc welder,Years,English,Australia,3.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Engineering-and-Fabrication/Certificate-III-in-Engineering-Fabrication-Trade-Apprenticeship,Yes,No,No,Certificate III in Engineering - Fabrication Trade,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"The Certificate III in Engineering is the course to undertake if you want to work as a welder, sheet metal worker or boilermaker.",,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,Years,"4,171.00",No
Normal,Building and Construction,AUD,Advanced metal fabricator,Years,English,Australia,18.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Engineering-and-Fabrication/Certificate-IV-in-Engineering-Fabrication-and-AutoCAD,Yes,No,Yes,Certificate IV in Engineering,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"This Certificate IV in Engineering has streams specialising in fabrication as well as AutoCAD. Completion of the course will give you enhanced career opportunities in fields associated with fabrication, welding and 2D / 3D AutoCAD design.",,CERTIV,Melbourne,No,Holmesglen Institute,IELTS,Months,"15,694.00",Yes
Normal,Building and Construction,AUD,Advanced engineering tradesperson – Level II.,Years,English,Australia,6.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Engineering-and-Fabrication/Diploma-of-Engineering-Advanced-Trade-Fabrication,No,No,Yes,Diploma of Engineering - Advanced Trade,Na,No,D,Yes,,NoIntFee,Yes,ATAR,The Diploma of Engineering - Advanced Trade will give you the skills and theoretical knowledge to work as an engineering tradesperson.,,DIP,Melbourne,No,Holmesglen Institute,IELTS,Months,"12,155.50",No
Normal,Building and Construction,AUD,None,Years,English,Australia,6.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Engineering-and-Fabrication/Inventor-Online,No,No,Yes,Inventor,Na,Yes,D,No,,NoIntFee,No,ATAR,"This course includes part modelling, assemblies and producing detailed drawings. It is self-paced and completed in the comfort of your own home.",,SHORT COURSES,Online,Yes,Holmesglen Institute,IELTS,Months,900,No
Normal,Building and Construction,AUD,None,Years,English,Australia,6.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Engineering-and-Fabrication/AutoCAD-2D-and-3D-Online,No,No,Yes,AutoCAD 2D and 3D - Online,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"Learn all there is to know about AutoCAD, with this course comprised of AutoCAD 2D Fundamentals, Advanced 2D and 3D Modeling units.",,SHORT COURSES,Melbourne,No,Holmesglen Institute,IELTS,Months,"1,912.50",No
Pre-apprenticeship,Building and Construction,AUD,"apprentice cabinet makerapprentice furniture makerapprentice joinerapprentice wood machinistassistant cabinet makerfurther studies in furniture design, building and constructionassistant installer (built-in cabinets for kitchens/bathrooms)production operator (within cabinet making enterprise).",Years,English,Australia,5.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Furniture-and-Upholstery/Certificate-II-in-Furniture-Making-Pre-apprenticeship,No,No,Yes,Certificate II in Furniture Making,Na,No,D,Yes,,NoIntFee,Yes,ATAR,The Certificate II in Furniture is a pre-apprenticeship course which will give you foundational skills and knowledge in cabinet and furniture making.,,CERTII,Melbourne,No,Holmesglen Institute,IELTS,Months,"7,409.00",Yes
Apprenticeship,Building and Construction,AUD,marine trimming technicianvehicle trimmer,Years,English,Australia,3.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Furniture-and-Upholstery/Certificate-III-in-Automotive-and-Marine-Trimming-Technology-Apprenticeship,Yes,No,No,Certificate III in Automotive and Marine Trimming Technology,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"This Certificate III in Automotive and Marine Trimming Technology provides comprehensive apprenticeship training in vehicle and marine trimming. You will learn to make, install, repair, replace or modify the seats, upholstery, linings (roof and door linings), interior trim and floor coverings of a vehicle.",,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,Years,"2,062.00",No
Normal,Building and Construction,AUD,marine trimming technicianvehicle trimmer,Years,English,Australia,3.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Furniture-and-Upholstery/Certificate-III-in-Automotive-and-Marine-Trimming-Technology-Non-apprenticeship,Yes,No,No,Certificate III in Automotive and Marine Trimming Technology,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"This Certificate III in Automotive and Marine Trimming Technology provides comprehensive training in vehicle and marine trimming. You will learn to make, install, repair, replace or modify the seats, upholstery, linings (roof and door linings), interior trim and floor coverings of a vehicle.",,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,Years,"6,340.65",No
Apprenticeship,Building and Construction,AUD,cabinet makerfurniture makerwood machinistCNC Operatorshopfitter/joinercaravan fittercoffin makerchair/couch makerantique restorer/reproducerboat building,Years,English,Australia,3.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Furniture-and-Upholstery/Certificate-III-in-Cabinet-Making-Kitchen-and-Bathroom-Apprenticeship,No,No,Yes,Certificate III in Cabinet Making,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"The Certificate III in Cabinet Making MSF31113 (kitchen and bathroom stream) will give you a range of skills and knowledge in the kitchen, bathroom, installation, and furniture making for the manufacture of furniture and cabinetry products.",,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,Years,"7,020.80",No
Normal,Building and Construction,AUD,cabinet makerfurniture makerjoinerwood machinistassistant cabinet makerassistant installer (built-in cabinets for kitchens/bathrooms)production operator (within cabinet making enterprise).,Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Furniture-and-Upholstery/Certificate-III-in-Cabinet-Making-Furniture,No,No,Yes,Certificate III in Cabinet Making,5.5,No,A,Yes,,"14,900",Yes,ATAR,"The Certificate III in Cabinet Making (furniture pathway) will give you a range of skills and knowledge in kitchen, bathroom, installation and furniture making for the manufacture of furniture and cabinetry products.",,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,Year,"14,605.00",No
Apprenticeship,Building and Construction,AUD,Furniture polishervarious positions in furnishing and joinery,Years,English,Australia,4.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Furniture-and-Upholstery/Certificate-III-in-Furniture-Finishing-Apprenticeship,Yes,No,No,Certificate III in Furniture Finishing,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"The Certificate III in Furniture Finishing provides comprehensive training in furniture finishing. You will learn to prepare surfaces, apply stains and finishes, restore furniture and operate finishing equipment.",,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,Years,"1,624.00",No
Normal,Building and Construction,AUD,Production upholstererUpholsterer,Years,English,Australia,4.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Furniture-and-Upholstery/Certificate-III-in-Upholstery-Production-stream-apprenticeship,No,No,Yes,Certificate III in Upholstery,Na,No,D,Yes,,NoIntFee,Yes,ATAR,The Certificate III in Upholstery provides comprehensive traditional upholstery training for apprentices in all practical and theoretical aspects of the trade.,,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,Years,"1,680.00",No
Normal,Building and Construction,AUD,traditional upholstererupholsterer,Years,English,Australia,4.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Furniture-and-Upholstery/Certificate-III-in-Upholstery-Traditional-stream-apprenticeship,Yes,No,No,Certificate III in Upholstery,Na,No,D,Yes,,NoIntFee,Yes,ATAR,The Certificate III in Upholstery provides comprehensive traditional upholstery training for apprentices in all practical and theoretical aspects of the trade.,,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,Years,"1,680.00",No
Normal,Building and Construction,AUD,traditional upholsterer,Years,English,Australia,3.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Furniture-and-Upholstery/Certificate-III-in-Upholstery-Traditional-stream-non-apprenticeship,Yes,No,No,Certificate III in Upholstery,Na,No,D,Yes,,NoIntFee,Yes,ATAR,The Certificate III in Upholstery will give you the skills to create new furniture masterpieces and return old furniture to its former glory.,,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,Years,"15,456.00",No
Normal,Building and Construction,AUD,fine furniture makerfurniture designerfurniture producercaravan interior designer,Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Furniture-and-Upholstery/Certificate-IV-in-Furniture-Design-and-Technology,No,No,Yes,Certificate IV in Furniture Design and Technology,5.5,No,A,Yes,,"14,900",Yes,ATAR,The Certificate IV in Furniture Design and Technology will provide you with skills in designing furniture and applying those designs into a finished furniture product.,,CERTIV,Melbourne,No,Holmesglen Institute,IELTS,Years,"16,710.00",No
Normal,Building and Construction,AUD,Domestic or Commercial glazierGlass cutterGlass edge worker/processorVarious positions in architectural glass work,Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Glass-and-Glazing/Certificate-III-in-Glass-and-Glazing,No,No,Yes,Certificate III in Glass and Glazing,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"This Certificate III in Glass and Glazing will train you in glass processing, glazing or designed glazing in both residential or commercial operations.",,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,Year,"12,625.50",No
Apprenticeship,Building and Construction,AUD,Domestic or Commercial glazierGlass cutterGlass edge worker/processorVarious positions in architectural glass work,Years,English,Australia,3.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Glass-and-Glazing/Certificate-III-in-Glass-and-Glazing-Apprenticeship,Yes,No,No,Certificate III in Glass and Glazing,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"This Certificate III in Glass and Glazing Apprenticeship provides the skills and knowledge you require to perform a range of glass and glazing job roles, including safely manufacturing, processing, moving and installing various types of glass, and handling glass materials and components.",,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,Years,"6,016.00",No
Normal,Building and Construction,AUD,None,Years,English,Australia,3.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Industrial-Skills-Training/Install-Trench-Support,Yes,No,No,Install Trench Support,Na,No,D,Yes,,NoIntFee,Yes,ATAR,The Install Trench Support short course will give participants the skills and knowledge required to install trench support in civil construction. This nationally accredited competency is appropriate for those working in operational roles.,,SHORT COURSES,Melbourne,No,Holmesglen Institute,IELTS,Days,NoLocalFee,No
Normal,Building and Construction,AUD,None,Years,English,Australia,3.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Industrial-Skills-Training/Install-Trench-Support,Yes,No,No,Install Trench Support,Na,No,D,Yes,,NoIntFee,Yes,ATAR,The Install Trench Support short course will give participants the skills and knowledge required to install trench support in civil construction. This nationally accredited competency is appropriate for those working in operational roles.,,SHORT COURSES,Workplace,No,Holmesglen Institute,IELTS,Days,NoLocalFee,No
Normal,Building and Construction,AUD,None,Years,English,Australia,3.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Industrial-Skills-Training/Operate-a-Non-Slewing-Mobile-Crane-Licence-greater-than-3-tonnes-capacity,Yes,No,No,Operate a Non-Slewing Mobile Crane Licence (greater than 3 tonnes capacity),Na,No,D,Yes,,NoIntFee,Yes,ATAR,"The Operating a Non-Slewing Mobile Crane Licence (greater than 3 tonnes capacity) Course aligns with WorkSafe Victoria licensing requirements. These requirements stipulate the skills and knowledge to plan the work, conduct routine checks, set up crane, transfer load, mobile load and shut down and secure crane.",,SHORT COURSES,Workplace,No,Holmesglen Institute,IELTS,Days,NoLocalFee,No
Normal,Building and Construction,AUD,None,Years,English,Australia,3.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Industrial-Skills-Training/Operate-a-Slewing-Mobile-Crane-Licence-up-to-100-tonnes,Yes,No,No,Operate a Slewing Mobile Crane Licence (up to 100 tonnes),Na,No,D,Yes,,NoIntFee,Yes,ATAR,"This Operating a Slewing Mobile Crane Licence (up to 100 tonnes) Course is aligned with the WorkSafe licensing requirements. These requirements stipulate the skills and knowledge to plan work, conduct routine checks, set up crane, transfer load, mobile load and shut down and secure crane after operation.",,SHORT COURSES,Workplace,No,Holmesglen Institute,IELTS,Days,NoLocalFee,No
Normal,Building and Construction,AUD,None,Years,English,Australia,3.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Industrial-Skills-Training/Operate-a-Slewing-Mobile-Crane-Licence-up-to-20-tonnes,Yes,No,No,Operate a Slewing Mobile Crane Licence (up to 20 tonnes),Na,No,D,Yes,,NoIntFee,Yes,ATAR,"This Operating a Slewing Mobile Crane licence (up to 20 tonnes) course is aligned with the WorkSafe licensing requirements. These stipulate the skills and knowledge to plan the work, conduct routine checks, set up crane, transfer a load, mobile load and shut down and secure the crane after completing the operation.",,SHORT COURSES,Workplace,No,Holmesglen Institute,IELTS,Days,NoLocalFee,No
Apprenticeship,Building and Construction,AUD,Painter and decorator,Years,English,Australia,3.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Painting-and-Decorating/Certificate-III-in-Painting-and-Decorating-Apprenticeship,Yes,No,No,Certificate III in Painting and Decorating,Na,No,D,Yes,,NoIntFee,Yes,ATAR,Studying the Certificate III in Painting and Decorating will give you the practical skills to work as a residential or commercial painter or decorator.,,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,Years,"6,144.00",No
Normal,Building and Construction,AUD,Painter and decorator,Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Painting-and-Decorating/Certificate-III-in-Painting-and-Decorating-Non-apprenticeship,No,No,Yes,Certificate III in Painting and Decorating,Na,No,D,Yes,,NoIntFee,Yes,ATAR,Studying the Certificate III in Painting and Decorating will give you the practical skills to work as a residential or commercial painter or decorator.,,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,Year,"17,271.00",No
Normal,Building and Construction,AUD,Waterproofer,Years,English,Australia,9.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Flooring-Plastering-and-Tiling/Certificate-III-in-Construction-Waterproofing,Yes,No,No,Certificate III in Construction Waterproofing,Na,No,D,Yes,,NoIntFee,Yes,ATAR,The Certificate III in Construction Waterproofing provides a trade certificate in waterproofing for the residential and commercial construction industry.,,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,Months,"8,184.10",Yes
Normal,Building and Construction,AUD,Carpet layerFloor finisher,Years,English,Australia,4.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Flooring-Plastering-and-Tiling/Certificate-III-in-Flooring-Technology-Carpet-apprenticeship,Yes,No,No,Certificate III in Flooring Technology,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"The Certificate III in Flooring Technology (Carpet), specialising in carpet installation, provides comprehensive training, delivered both on and off the job, to ensure you develop the most up to date knowledge and skills required to become a professional floor covering installer.",,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,Years,"2,950.00",No
Normal,Building and Construction,AUD,Carpet layerVinyl layerFloor finisher,Years,English,Australia,4.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Flooring-Plastering-and-Tiling/Certificate-III-in-Flooring-Technology-General-apprenticeship,Yes,No,No,Certificate III in Flooring Technology,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"The Certificate III in Flooring Technology, specialising in carpet and vinyl installation, provides comprehensive training, delivered both on and off the job, to ensure you develop the most up to date knowledge and skills required to become a professional floor covering installer.",,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,Years,"2,950.00",No
Normal,Building and Construction,AUD,Vinyl layerFloor finisher,Years,English,Australia,4.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Flooring-Plastering-and-Tiling/Certificate-III-in-Flooring-Technology-Resilient-apprenticeship,Yes,No,No,Certificate III in Flooring Technology,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"The Certificate III in Flooring Technology (Resilient), specialising in vinyl installation, provides comprehensive training, delivered both and off the job, to ensure you develop the most up to date knowledge and skills required to become a professional floor covering installer.",,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,Years,"2,950.00",No
Normal,Building and Construction,AUD,Floor finisherTimber floor layer,Years,English,Australia,4.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Flooring-Plastering-and-Tiling/Certificate-III-in-Flooring-Technology-Timber-apprenticeship,Yes,No,No,Certificate III in Flooring Technology,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"The Certificate III in Flooring Technology, specialising in timber installation, provides comprehensive training, delivered both on and off the job, to ensure you develop the most up-to- date knowledge and skills required to become a professional floor covering installer.",,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,Years,"2,950.00",No
Apprenticeship,Building and Construction,AUD,Roof tiler,Years,English,Australia,,https://holmesglen.edu.au/Courses/Building-and-Construction/Flooring-Plastering-and-Tiling/Certificate-III-in-Roof-Tiling-Apprenticeship,Yes,No,No,Certificate III in Roof Tiling,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"The Certificate III in Roof Tiling provides comprehensive skills and knowledge in roof tiling, including tiling regular and irregular roofs, repairing and renovating tile and slate roofs, interpreting plans and specifications, and workplace safety.",,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,,980,No
Apprenticeship,Building and Construction,AUD,Plasterer,Years,English,Australia,4.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Flooring-Plastering-and-Tiling/Certificate-III-in-Wall-and-Ceiling-Lining-Apprenticeship,Yes,No,No,Certificate III in Wall and Ceiling Lining,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"The Certficate III in Wall and Celiling Lining provides you with comprehensive training for the wall and ceiling lining plastering industry, incorporating a range of practical and theoretical aspects of the trade.",,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,Years,"2,808.40",No
Apprenticeship,Building and Construction,AUD,Wall and floor tilerTiler,Years,English,Australia,4.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Flooring-Plastering-and-Tiling/Certificate-III-in-Wall-and-Floor-Tiling-Apprenticeship,Yes,No,No,Certificate III in Wall and Floor Tiling,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"The Certificate III in Wall and Floor Tiling provides comprehensive training for wall and floor tiling, and covers all practical and theoretical aspects of the trade.",,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,Years,"2,778.90",No
Pre-apprenticeship,Building and Construction,AUD,apprentice plumber,Years,English,Australia,12.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Plumbing/Certificate-II-in-Plumbing-Pre-apprenticeship,No,No,Yes,Certificate II in Plumbing (Pre-apprenticeship),Na,No,D,Yes,,NoIntFee,Yes,ATAR,The Certificate II in Plumbing (Pre-apprenticeship) is designed to provide entry-level training for those students who want to pursue employment and career opportunities within the plumbing industry.,,CERTII,Melbourne,No,Holmesglen Institute,IELTS,Weeks,"6,470.00",Yes
Apprenticeship,Building and Construction,AUD,general plumber domestic and commercial,Years,English,Australia,3.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Plumbing/Certificate-III-in-Plumbing-Apprenticeship,Yes,No,No,Certificate III in Plumbing,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"The Certificate III in Plumbing provides comprehensive training for all plumbing and gasfitting apprentices, and covers the practical and theoretical aspects of the industry.",,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,Years,"8,492.80",No
