Level_Code,University,City,Course,Faculty,Int_Fees,Local_Fees,Currency,Currency_Time,Duration,Duration_Time,Full_Time,Part_Time,Prerequisite_1,Prerequisite_2,Prerequisite_1_grade_1,Prerequisite_2_grade_2,Website,Course_Lang,Availability,Description,Career_Outcomes/path,Country,Online,Offline,Distance,Face_to_Face,Blended,Remarks,Course Delivery Mode,FREE TAFE,Subject_or_Unit_1,Subject_Objective_1,Subject_Description_1,Subject_or_Unit_2,Subject_Objective_2,Subject_Description_2,Subject_or_Unit_3,Subject_Objective_3,Subject_Description_3,Subject_or_Unit_4,Subject_Objective_4,Subject_Description_4,Subject_or_Unit_5,Subject_Objective_5,Subject_Description_5,Subject_or_Unit_6,Subject_Objective_6,Subject_Description_6,Subject_or_Unit_7,Subject_Objective_7,Subject_Description_7,Subject_or_Unit_8,Subject_Objective_8,Subject_Description_8,Subject_or_Unit_9,Subject_Objective_9,Subject_Description_9,Subject_or_Unit_10,Subject_Objective_10,Subject_Description_10,Subject_or_Unit_11,Subject_Objective_11,Subject_Description_11,Subject_or_Unit_12,Subject_Objective_12,Subject_Description_12,Subject_or_Unit_13,Subject_Objective_13,Subject_Description_13,Subject_or_Unit_14,Subject_Objective_14,Subject_Description_14,Subject_or_Unit_15,Subject_Objective_15,Subject_Description_15,Subject_or_Unit_16,Subject_Objective_16,Subject_Description_16,Subject_or_Unit_17,Subject_Objective_17,Subject_Description_17,Subject_or_Unit_18,Subject_Objective_18,Subject_Description_18,Subject_or_Unit_19,Subject_Objective_19,Subject_Description_19,Subject_or_Unit_20,Subject_Objective_20,Subject_Description_20,Subject_or_Unit_21,Subject_Objective_21,Subject_Description_21,Subject_or_Unit_22,Subject_Objective_22,Subject_Description_22,Subject_or_Unit_23,Subject_Objective_23,Subject_Description_23,Subject_or_Unit_24,Subject_Objective_24,Subject_Description_24,Subject_or_Unit_25,Subject_Objective_25,Subject_Description_25,Subject_or_Unit_26,Subject_Objective_26,Subject_Description_26,Subject_or_Unit_27,Subject_Objective_27,Subject_Description_27,Subject_or_Unit_28,Subject_Objective_28,Subject_Description_28,Subject_or_Unit_29,Subject_Objective_29,Subject_Description_29,Subject_or_Unit_30,Subject_Objective_30,Subject_Description_30,Subject_or_Unit_31,Subject_Objective_31,Subject_Description_31,Subject_or_Unit_32,Subject_Objective_32,Subject_Description_32,Subject_or_Unit_33,Subject_Objective_33,Subject_Description_33,Subject_or_Unit_34,Subject_Objective_34,Subject_Description_34,Subject_or_Unit_35,Subject_Objective_35,Subject_Description_35,Subject_or_Unit_36,Subject_Objective_36,Subject_Description_36,Subject_or_Unit_37,Subject_Objective_37,Subject_Description_37,Subject_or_Unit_38,Subject_Objective_38,Subject_Description_38,Subject_or_Unit_39,Subject_Objective_39,Subject_Description_39,Subject_or_Unit_40,Subject_Objective_40,Subject_Description_40
CERTIII,Holmesglen Institute,Melbourne,Certificate III in Dental Assisting,Community and Health Sciences,,,AUD,Years,1.0,Year,Yes,No,ATAR,IELTS,,,https://holmesglen.edu.au/Courses/Community-and-Health-Sciences/Dental/Certificate-III-in-Dental-Assisting,English,D,"The Certificate III in Dental Assisting will teach you all the necessary skills to assist dentists, dental hygienists, dental prosthetists, dental therapists or oral health therapists during oral health care procedures.To maximise your employment opportunities, in this one-year, hands-on course, you will complete specialised training in the recognition and response to oral health issues and providing oral hygiene to patients.You will be trained in our purpose-built facilities, which have been designed to simulate the workplace environment. This includes receiving and preparing patients, preparing dental materials, processing X-rays, using suction devices and water sprays, performing routine maintenance on equipment, sterilising and preventing cross infection of equipment.The training is carried out by our highly qualified dental staff.The course also includes important skills such as communication, first aid, infection control, work, health and safety processes (WHS), and working with diverse people.Applicants applying directly will need to arrange and complete 250 hours of clinical placement after meeting the requirements for stage 1 of the program.",Dental assistant,Australia,No,Yes,No,Yes,No,,Normal,Yes,HLTAID003 Provide first aid,,,HLTDEN001 Prepare for and assist with oral health care procedures,,,HLTINF001 Comply with infection prevention and control policies and procedures,,,HLTINF002 Process reusable medical devices and equipment,,,HLTWHS001 Participate in workplace health and safety,,,HLTDEN002 Assist with dental radiography,,,CHCCOM005 Communicate and work in health or community services,,,CHCDIV001 Work with diverse people,,,HLTDEN003 Assist with administration in dental practice,,,HLTOHC003 Apply and manage use of basic oral health products,,,HLTOHC004 Provide or assist with oral hygiene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIP,Holmesglen Institute,Melbourne,Diploma of Dental Technology,Community and Health Sciences,"19,100","21,027.60",AUD,Years,2.0,Years,Yes,No,ATAR,IELTS,,6.0,https://holmesglen.edu.au/Courses/Community-and-Health-Sciences/Dental/Diploma-of-Dental-Technology,English,A,"The Diploma of Dental Technology is a two-year hands-on course which will give you the skills to work as a dental technician.To maximise your employment opportunities, you will complete specialised training in the use of computer-aided design (CAD) and learn about computer-aided manufacturing (CAM) processes. You will learn to design, manufacture, modify and repair prostheses and appliances, such as dentures, mouth guards, bridges and crowns.A dental technician may work in a large dental laboratory or go into private practice. You will be trained in our purpose-built facilities, which have been designed to simulate the workplace environment.Our teaching staff are all qualified dental technicians or dental prosthetists. Each student has their own workstation where you are able to use highly technical equipment to create dental appliances. Safety is always of paramount importance in the laboratory.The course also includes important skills such as communication, first aid, infection control, work, health and safety processes (WHS), and business management skills, which are particularly important if you plan to go into private practice.","dental technician in dental surgeries, dental laboratories or denture clinics, dental laboratory owner/operator",Australia,No,Yes,No,Yes,No,,Normal,No,HLTDET001 Construct models,,,HLTINF001 Comply with infection prevention and control policies and procedures,,,HLTWHS003 Maintain work health and safety,,,HLTDET006 Construct immediate dentures,,,HLTDET007 Construct removable acrylic partial dentures,,,HLTDET008 Construct cast alloy removable partial denture framework,,,HLTDET009 Construct crown and bridge structures,,,HLTDET011 Construct ceramic and fixed restorations,,,HLTDET012 Construct orthodontic appliances,,,BSBCUS301 Deliver and monitor a service to customers,,,CHCCOM005 Communicate and work in health or community services,,,CHCDIV001 Work with diverse people,,,HLTDET014 Repair and modify dentures and appliances,,,HLTDET010 Join alloy structures,,,HLTAID003 Provide first aid,,,BSBADM311 Maintain business resources,,,HLTDET002 Construct custom impression trays,,,HLTDET003 Construct registration rims,,,HLTDET004 Articulate models and transfer records,,,HLTDET013 Construct oral splints,,,HLTDET015 Construct complete removable acrylic dentures and appliances,,,HLTDET005 Construct thermoformed bases and appliances,,,HLTDET016 Design digital dental restorations and appliances using computer-aided design (CAD),,,MEM30031A Operate Computer-aided Design (CAD) System To Produce Basic Drawing Elements,,,HLTDET017 Construct dental restorations and appliances using computer-aided manufacturing (CAM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,Holmesglen Institute,Melbourne,CSU Bachelor of Oral Health,Community and Health Sciences,,,AUD,Years,3.0,Years,Yes,No,ATAR,IELTS,,7.0,https://holmesglen.edu.au/Courses/Community-and-Health-Sciences/Dental/CSU-Bachelor-of-Oral-Health-Therapy-and-Hygiene,English,A,"The Bachelor of Oral Health (Therapy and Hygiene) is a Charles Sturt University (CSU) degree offered at Holmesglen's Chadstone. Students will undertake lectures and pre-clinical training in Years 1 and 2 at Holmesglen, with some clinical training at CSU's campus in Wagga Wagga, NSW. The third year of the course is completed while enrolled at the Wagga Wagga campus of CSU.The course has a strong focus on health science and its application in the development of clinical skills, with an evidence-based approach to learning.You will undertake community placements and receive comprehensive clinic and simulation exposure.In addition, the degree has a strong focus on the unique challenges of rural and remote oral health, in particular with vulnerable and Aboriginal and Torres Strait Island communities.This degree will give you the skills to work as an oral health therapist, diagnosing dental decay and gum diseases and working alongside dentists to provide oral health care and preventative dental practices among school children and the broader community.Students will complete clinical placements in year 1 and 2 at the CSU Dental and Oral Health Clinics in Wagga Wagga. During year 3, students complete placement at various sites including CSU clinical sites in Albury and Wagga Wagga as well as other regional NSW Health oral health clinics.Students studying at Holmesglen and Wagga Wagga will learn in state-of-the-art simulation clinics.  Our staff include dual-qualified oral health therapists currently practising in both the public and private health sector, to make sure you are receiving current, industry relevant education.As a graduate of the course, you will contribute to combating the chronic shortage and increasing demand for oral health professionals Australia-wide, while also significantly impacting the health of our local communities.","oral health therapist (dental hygienist and dental therapist) with employment in public, private or hospital settings, health promotion officer, health researcher, clinical tutor, academic in health discipline courses",Australia,No,Yes,No,Yes,No,,Normal,No,SIC00304 missing title,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTIV,Holmesglen Institute,Melbourne,Certificate IV in Disability,Community and Health Sciences,,"6,394.00",AUD,Years,10.0,Months,Yes,No,ATAR,IELTS,,,https://holmesglen.edu.au/Courses/Community-and-Health-Sciences/Disability/Certificate-IV-in-Disability,English,D,"The Certificate IV in Disability is the recognised qualification to become a disability support worker. If you're passionate about empowerment, advocacy and inclusion, and want to extend your skills and knowledge of disability, this course is for you.With the roll-out of the National Disability Insurance Scheme (NDIS), there are even greater opportunities to develop a rewarding career working in the disability sector.This course is structured to provide you with the skills and knowledge in subject areas such as empowerment, inclusion, person centred planning, supporting positive lifestyle, advocacy, augmented and alternative communication and human development.Your learning will be facilitated by experienced trainers with close links to the disability sector.Your learning is complemented by 120 hours of work placement in the disability sector, throughout the duration of the course.","disability support worker in accommodation, outreach, employment, day services, disability development support officer, integration aide/education support, home care worker, respite care worker, community outreach worker, individualised support worker, advocate, various roles with the NDIS",Australia,No,Yes,No,Yes,No,,Normal,Yes,CHCDIS007 Facilitate the empowerment of people with disability,,,CHCDIV001 Work with diverse people,,,CHCLEG003 Manage legal and ethical compliance,,,HLTWHS002 Follow safe work practices for direct client care,,,CHCCOM002 Use communication to build relationships,,,HLTAAP001 Recognise healthy body systems,,,CHCCCS008 Develop strategies to address unmet needs,,,CHCCCS015 Provide individualised support,,,CHCCCS025 Support relationships with carers and families,,,CHCDIS002 Follow established person-centred behaviour supports,,,CHCDIS005 Develop and provide person-centred service responses,,,CHCDIS008 Facilitate community participation and social inclusion,,,CHCDIS009 Facilitate ongoing skills development using a person-centred approach,,,CHCDIS010 Provide person-centred services to people with disability with complex needs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHORT COURSES,Holmesglen Institute,Melbourne,Course in Introduction to the National Disability Insurance Scheme,Community and Health Sciences,,0,AUD,Years,12.0,Weeks,No,Yes,ATAR,IELTS,,,https://holmesglen.edu.au/Courses/Community-and-Health-Sciences/Disability/Course-in-Introduction-to-the-National-Disability-Insurance-Scheme,English,D,"The Introduction to the National Disability Insurance Scheme (NDIS) is a short course which will give you a clear understanding of the scheme and what it means to work with a person who accesses the scheme.Classes will focus on:• human rights and inclusive approaches• person-centred support • working safely• understanding, following and modifying plans.The course is designed for: - people who have just started working in the disability sector as a direct support worker (DSW) - people already working in the disability sector who would like to learn more about the NDIS  - aged care workers, nurses, education support workers, childcare workers, or people with other qualifications who work with people accessing the NDIS.While this short course can provide a pathway to further qualifications, it is not meant to replace full certificate-level qualifications.",,Australia,Yes,Yes,Yes,Yes,Yes,,Normal,Yes,VU22448 Work effectively with a national disability insurance scheme participant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHORT COURSES,Holmesglen Institute,Online,Course in Introduction to the National Disability Insurance Scheme,Community and Health Sciences,,0,AUD,Years,12.0,Weeks,No,Yes,ATAR,IELTS,,,https://holmesglen.edu.au/Courses/Community-and-Health-Sciences/Disability/Course-in-Introduction-to-the-National-Disability-Insurance-Scheme,English,D,"The Introduction to the National Disability Insurance Scheme (NDIS) is a short course which will give you a clear understanding of the scheme and what it means to work with a person who accesses the scheme.Classes will focus on:• human rights and inclusive approaches• person-centred support • working safely• understanding, following and modifying plans.The course is designed for: - people who have just started working in the disability sector as a direct support worker (DSW) - people already working in the disability sector who would like to learn more about the NDIS  - aged care workers, nurses, education support workers, childcare workers, or people with other qualifications who work with people accessing the NDIS.While this short course can provide a pathway to further qualifications, it is not meant to replace full certificate-level qualifications.",,Australia,Yes,Yes,Yes,Yes,Yes,,Normal,Yes,VU22448 Work effectively with a national disability insurance scheme participant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIP,Holmesglen Institute,Melbourne,Diploma of Justice,Community and Health Sciences,,"8,840.00",AUD,Years,1.0,Year,Yes,No,ATAR,IELTS,,,https://holmesglen.edu.au/Courses/Community-and-Health-Sciences/Justice/Diploma-of-Justice,English,D,"The Diploma of Justice will give you the knowledge, skills and attributes required for a successful career within the justice environment.Blending theory with practice, the course will help you gain an in-depth, working knowledge of the Victorian criminal justice system.Our highly skilled, passionate teachers bring workplace experience and ongoing dedication to the classroom, creating learning environments that are dynamic, innovative and supportive to your needs.As part of the course, you can participate in a variety of exciting and unique learning activities including guest speakers from federal and state policing, youth justice, community corrections, Magistrates' Court and Local Laws.In addition, there will be mock court performances and simulated workplace scenarios for you to put theory into practice. You will participate in field visits to a wide variety of justice environments. These include the Melbourne Magistrates' Court, Children's Court, Drug Court, Barwon and Marngoneet prisons, and the Victorian Parliament.","policing (state and federal forces), community corrections officer (working with offenders on community correction orders), court registrar or court administration, local laws officer and local government authorities, youth justice, customs, sheriff's department, case manager, prison officer, legal assistant.",Australia,No,Yes,No,Yes,No,,Normal,Yes,VU21909 Apply foundation legal principles,,,VU21910 Work within the criminal justice system,,,VU21911 Apply writing and presentation skills within a justice environment,,,VU21913 Uphold and support the ethics and values of working within a justice environment,,,VU21921 Support policing processes within justice environment contexts,,,VU21916 Work with culturally diverse clients within justice environments,,,VU21914 Apply criminal law within justice environments,,,VU21915 Work with family violence contexts within justice environments,,,VU21912 Support the management of adult offenders within the Victorian correctional framework,,,VU21918 Apply self-management and workplace safety in the justice environment,,,VU21919 Identify and support children and young people at risk,,,VU21917 Work with conflict resolution and mediation processes within justice environments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADIP,Holmesglen Institute,Melbourne,Advanced Diploma of Justice,Community and Health Sciences,,"8,810.50",AUD,Years,1.0,Year,Yes,No,ATAR,IELTS,,,https://holmesglen.edu.au/Courses/Community-and-Health-Sciences/Justice/Advanced-Diploma-of-Justice,English,D,"The Advanced Diploma of Justice is designed to develop the knowledge, skills and attributes required for a successful career within the justice environment.Blending theory with practice, the course will help you gain an in-depth, working knowledge of the Victorian criminal justice system.Our highly skilled, passionate teachers bring workplace experience and ongoing dedication to the classroom, creating learning environments that are dynamic, innovative and supportive to student needs.As part of the course, you will participate in a variety of exciting and unique learning activities including guest speakers from federal and state policing, youth justice, community corrections, Magistrates' Court and Local Laws.In addition, there will be moot court performances and simulated workplace scenarios for you to put theory into practice. You can participate in field visits to a wide variety of justice environments. These include the Melbourne Magistrates' Court, Children's Court, Drug Court, Barwon and Marngoneet prisons, and the Victorian Parliament.There are also opportunities for you to engage in industry events, seminars and expos, allowing for connecting and networking with industry representatives.You can also have practical work placements at police stations, courts, community corrections offices, youth justice, local laws, barrister's offices, and a variety of relevant community organisations.The 22321VIC Advanced Diploma of Justice is part of a vocational sequence that includes the 22320VIC Diploma of Justice.Students enrol at the Diploma level to start the sequence (1st year) and continue on to the Advanced Diploma of Justice (2nd year).This provides an exit point where students can graduate with the Diploma of Justice or continue on to the Advanced Diploma of Justice.","policing (state and federal forces),, community corrections officer (working with offenders on community correction orders),, court registrar or court administration, local laws officer and local government authorities, youth justice, customs, sheriff's department, case manager, prison officer, legal assistant",Australia,No,Yes,No,Yes,No,,Normal,No,VU21922 Apply research techniques within justice contexts,,,VU21924 Apply sociology concepts and principles to justice contexts,,,VU21923 Apply investigative processes within justice environments,,,VU21926 Research human rights principles within justice environments,,,VU21927 Apply psychological concepts and principles within justice environments,,,VU21920 Apply Australian Border Force law enforcement processes within justice environments,,,HLTWHS006 Manage personal stressors in the work environment,,,VU21928 Identify and respond to client complex issues within a criminal justice environment,,,VU21925 Research criminology and crime prevention for application to practice within justice environments,,,VU21929 Undertake case-management in a justice environment,,,VU21930 Apply law and advocacy to support justice clients experiencing justiciable event/s,,,VU21931 Work with young offenders in justice environments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIP,Holmesglen Institute,Melbourne,Diploma of Nursing,Community and Health Sciences,"16,600","25,748.00",AUD,Years,2.0,Years,Yes,No,ATAR,IELTS,,7.0,https://holmesglen.edu.au/Courses/Community-and-Health-Sciences/Nursing/Diploma-of-Nursing,English,A,"The Diploma of Nursing covers the nursing skills and knowledge you require to be eligible for registration with the Nursing and Midwifery Board of Australia as an Enrolled nurse, providing preparation for nursing practice that is client focused and holistic.We have industry-current nursing staff who will support you through the course. You will learn through a combination of on-campus theory, simulation activities in the nursing environment and supported clinical placements in a variety of clinical settings.The range of clinical placements reflects the diverse opportunities for employment for enrolled nurses in the health workforce, which may include aged care, rehabilitation, sub-acute and acute settings.Holmesglen will register all qualifying students with the Australian Health Practitioner Regulation Agency (AHPRA).","Enrolled nurse in an acute hospital, subacute, mental health, aged care, rehabilitation or community setting.",Australia,No,Yes,No,Yes,No,,Normal,Yes,HLTAAP002 Confirm physical health status,,,HLTENN007 Administer and monitor medicines and intravenous therapy,,,HLTENN005 Contribute to nursing care of a person with complex needs,,,CHCPOL003 Research and apply evidence to practice,,,HLTAAP003 Analyse and respond to client health information,,,HLTENN008 Apply legal and ethical parameters to nursing practice,,,HLTENN012 Implement and monitor care for a person with chronic health problems,,,HLTENN010 Apply a palliative approach in nursing practice,,,HLTENN002 Apply communication skills in nursing practice,,,HLTENN013 Implement and monitor care of the older person,,,HLTENN011 Implement and monitor care for a person with acute health problems,,,HLTENN015 Apply nursing practice in the primary health care setting,,,HLTINF001 Comply with infection prevention and control policies and procedures,,,HLTENN009 Implement and monitor care for a person with mental health conditions,,,CHCPRP003 Reflect on and improve own professional practice,,,HLTENN025 Implement and monitor care for a person with diabetes,,,HLTWHS002 Follow safe work practices for direct client care,,,HLTENN006 Apply principles of wound management in the clinical environment,,,HLTWHS006 Manage personal stressors in the work environment,,,BSBWOR404 Develop work priorities,,,HLTENN001 Practise nursing within the Australian health care system,,,CHCDIV001 Work with diverse people,,,"HLTENN004 Implement, monitor and evaluate nursing care plans",,,CHCDIV002 Promote Aboriginal and/or Torres Strait Islander cultural safety,,,HLTENN003 Perform clinical assessment and contribute to planning nursing care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIP,Holmesglen Institute,Melbourne,Diploma of Nursing,Community and Health Sciences,"16,600","25,748.00",AUD,Years,2.0,Years,Yes,No,ATAR,IELTS,,7.0,https://holmesglen.edu.au/Courses/Community-and-Health-Sciences/Nursing/Diploma-of-Nursing,English,A,"The Diploma of Nursing covers the nursing skills and knowledge you require to be eligible for registration with the Nursing and Midwifery Board of Australia as an Enrolled nurse, providing preparation for nursing practice that is client focused and holistic.We have industry-current nursing staff who will support you through the course. You will learn through a combination of on-campus theory, simulation activities in the nursing environment and supported clinical placements in a variety of clinical settings.The range of clinical placements reflects the diverse opportunities for employment for enrolled nurses in the health workforce, which may include aged care, rehabilitation, sub-acute and acute settings.Holmesglen will register all qualifying students with the Australian Health Practitioner Regulation Agency (AHPRA).","Enrolled nurse in an acute hospital, subacute, mental health, aged care, rehabilitation or community setting.",Australia,No,Yes,No,Yes,No,,Normal,Yes,HLTAAP002 Confirm physical health status,,,HLTENN007 Administer and monitor medicines and intravenous therapy,,,HLTENN005 Contribute to nursing care of a person with complex needs,,,CHCPOL003 Research and apply evidence to practice,,,HLTAAP003 Analyse and respond to client health information,,,HLTENN008 Apply legal and ethical parameters to nursing practice,,,HLTENN012 Implement and monitor care for a person with chronic health problems,,,HLTENN010 Apply a palliative approach in nursing practice,,,HLTENN002 Apply communication skills in nursing practice,,,HLTENN013 Implement and monitor care of the older person,,,HLTENN011 Implement and monitor care for a person with acute health problems,,,HLTENN015 Apply nursing practice in the primary health care setting,,,HLTINF001 Comply with infection prevention and control policies and procedures,,,HLTENN009 Implement and monitor care for a person with mental health conditions,,,CHCPRP003 Reflect on and improve own professional practice,,,HLTENN025 Implement and monitor care for a person with diabetes,,,HLTWHS002 Follow safe work practices for direct client care,,,HLTENN006 Apply principles of wound management in the clinical environment,,,HLTWHS006 Manage personal stressors in the work environment,,,BSBWOR404 Develop work priorities,,,HLTENN001 Practise nursing within the Australian health care system,,,CHCDIV001 Work with diverse people,,,"HLTENN004 Implement, monitor and evaluate nursing care plans",,,CHCDIV002 Promote Aboriginal and/or Torres Strait Islander cultural safety,,,HLTENN003 Perform clinical assessment and contribute to planning nursing care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,Holmesglen Institute,Melbourne,Bachelor of Nursing,Community and Health Sciences,"27,200","15,750.50",AUD,Years,3.0,Years,Yes,No,ATAR,IELTS,,7.0,https://holmesglen.edu.au/Courses/Community-and-Health-Sciences/Nursing/Bachelor-of-Nursing,English,A,"The Bachelor of Nursing focuses on professional nursing practice and theory, and is underpinned by a philosophy of person-centred and holistic care, making our graduates highly sought after.We develop professionals who have valuable skills and knowledge, and are known for their culturally sensitive client care, safe and ethical clinical reasoning, and advanced communication skills.You are prepared for practice through a combination of on-campus theory and the latest simulation activities that are delivered in our state-of-the-art simulation apartments and clinical wards. With a focus on inter-professional learning, you will develop valuable skills to operate as part of the healthcare team.Your supported clinical practice will take place in a variety of healthcare settings throughout Victoria. You are exposed to clinical practice early in the course, and the range of clinical placements include aged care, acute and sub-acute, community, mental health, paediatric and high dependency nursing.All academic staff in the Bachelor of Nursing have relevant industry/professional experience and higher education teaching experience.At the health precinct at our Moorabbin campus, we have invested over $5 million to create the highest standard of health training equipment and facilities in Victoria. With dedicated nursing wards and a state of the art simulation centre, Holmesglen students spend a lot of time simulating real nursing practices in a safe learning environment.On successful completion of the Bachelor of Nursing at Holmesglen, you may apply for registration with the Australian Health Practitioner Regulation Agency (AHPRA).",Registered nurse,Australia,No,Yes,No,Yes,No,,Normal,No,"NSG110120 Nursing 1: The individual, health and communication",,,NSG110220 Bioscience foundations 1,,,NSG110320 Integrated clinical practice 1,,,NSG110420 Professional studies 1: The health context and nursing profession,,,NSG120120 Nursing 2: Foundations of care,,,NSG120220 Bioscience foundations 2,,,NSG120320 Integrated clinical practice 2,,,NSG120420 Professional studies 2: Law and ethics,,,NSG210120 Nursing 3: Nursing care A,,,NSG210220 Integrated and supportive care A: Care of the older person and rehabilitation,,,NSG210320 Integrated clinical practice 3,,,NSG210420 Professional studies 3: Research in nursing,,,NSG220120 Nursing 4: Nursing care B,,,NSG220220 Integrated and supportive care B: Mental health,,,NSG220320 Integrated clinical practice 4,,,NSG220420 Professional studies 4: Indigenous culture and health,,,"NSG310120 Nursing 5: Nursing care C – Living with chronic, complex illness and disability",,,NSG310220 Integrated and supportive care C: Primary health and community nursing,,,NSG310320 Integrated clinical practice 5,,,NSG310420 Professional studies 5: Readiness for practice A,,,NSG320120 Nursing 6: Nursing care D – Clinical deterioration,,,NSG320220 Integrative and supportive care D: Care of the younger person,,,NSG320320 Integrated clinical practice 6,,,NSG320420 Professional studies 6: Readiness for practice B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTIII,Holmesglen Institute,Melbourne,Certificate III in Laboratory Skills,Community and Health Sciences,,,AUD,Years,2.0,Years,No,Yes,ATAR,IELTS,,,https://holmesglen.edu.au/Courses/Community-and-Health-Sciences/Pathology-and-Laboratory-Testing/Certificate-III-in-Laboratory-Skills-VET-Delivered-to-Secondary-Students,English,D,"This Certificate III in Laboratory Skills teaches secondary school students skills in maintaining a laboratory, routine sampling and testing, recording data, and using laboratory computing programs.This course is suitable if you have an interest in biological testing, biotechnology, chemical testing, environmental monitoring, food testing and pathology testing.During this course, you will complement and expand your scientific studies by gaining the practical skills and knowledge to assist in collecting and preparing samples to carry out, measure and record results associated with the day-to-day operations within a chemical, biological and physical testing laboratory.You will also learn how to prepare cultures, perform sterile techniques and assist with field work.The course is delivered in state-of-the-art laboratories at our Moorabbin campus where you will have access to equipment that can usually only be found in a technical setting.",This qualification covers the skills and knowledge required to perform a limited range of laboratory operations across all industry sectors and is the entry level required for laboratory personnel across all industry sectors.,Australia,No,Yes,No,Yes,No,,Traineeship,No,MSL913003 Communicate with other people,,,MSL913004 Plan and conduct laboratory/field work,,,MSL922001 Record and present data,,,MSL943004 Participate in laboratory or field workplace safety,,,MSMENV272 Participate in environmentally sustainable work practices,,,MSL933005 Maintain the laboratory/field workplace fit for purpose,,,MSL953003 Receive and prepare samples for testing,,,MSL973013 Perform basic tests,,,MSL933006 Contribute to the achievement of quality objectives,,,MSL973014 Prepare working solutions,,,MSL973015 Prepare culture media,,,MSL973016 Perform aseptic techniques,,,MSL973019 Perform microscopic examination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTIII,Holmesglen Institute,Melbourne,Certificate III in Pathology Collection,Community and Health Sciences,"7,500","5,263.50",AUD,Years,5.0,Months,Yes,No,ATAR,IELTS,,5.5,https://holmesglen.edu.au/Courses/Community-and-Health-Sciences/Pathology-and-Laboratory-Testing/Certificate-III-in-Pathology-Collection,English,A,"The Certificate III in Pathology Collection will give you the knowledge and skills to work as a pathology collector in the private pathology sector, medical clinics and hospital settings.You will be trained in areas including phlebotomy (blood collection), infection control, ECG, first aid, customer service, work organisation and medical terminology.The course is delivered in Holmesglen's specialised pathology and biotechnology education facility, where an emphasis is placed on practical training. You will practise your newly acquired skills in our fully operational clinical skills laboratory, giving you the opportunities to refine your skills so you feel confident entering the workforce.",Pathology collector,Australia,No,Yes,No,Yes,No,,Normal,No,HLTINF001 Comply with infection prevention and control policies and procedures,,,HLTPAT002 Perform venous blood collections,,,HLTWHS001 Participate in workplace health and safety,,,BSBMED301 Interpret and apply medical terminology appropriately,,,HLTPAT004 Collect pathology specimens other than blood,,,HLTAID003 Provide first aid,,,"HLTPAT006 Receive, prepare and dispatch pathology specimens",,,CHCCOM005 Communicate and work in health or community services,,,HLTPAT001 Identify and respond to clinical risks in pathology collection,,,HLTCAR001 Perform electrocardiography (ECG),,,BSBCUS201 Deliver a service to customers,,,HLTAAP001 Recognise healthy body systems,,,CHCCCS027 Visit client residence,,,CHCDIV001 Work with diverse people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
