Level_Code,University,City,Course,Faculty,Int_Fees,Local_Fees,Currency,Currency_Time,Duration,Duration_Time,Full_Time,Part_Time,Prerequisite_1,Prerequisite_2,Prerequisite_3,Prerequisite_1_grade_1,Prerequisite_2_grade_2,Prerequisite_3_grade_3,Website,Course_Lang,Availability,Description,Country,Online,Offline,Distance,Face_to_Face,Blended,Remarks,Remarks,Course Delivery Mode,FREE TAFE,Subject_or_Unit_1,Subject_Objective_1,Subject_Description_1,Subject_or_Unit_2,Subject_Objective_2,Subject_Description_2,Subject_or_Unit_3,Subject_Objective_3,Subject_Description_3,Subject_or_Unit_4,Subject_Objective_4,Subject_Description_4,Subject_or_Unit_5,Subject_Objective_5,Subject_Description_5,Subject_or_Unit_6,Subject_Objective_6,Subject_Description_6,Subject_or_Unit_7,Subject_Objective_7,Subject_Description_7,Subject_or_Unit_8,Subject_Objective_8,Subject_Description_8,Subject_or_Unit_9,Subject_Objective_9,Subject_Description_9,Subject_or_Unit_10,Subject_Objective_10,Subject_Description_10,Subject_or_Unit_11,Subject_Objective_11,Subject_Description_11,Subject_or_Unit_12,Subject_Objective_12,Subject_Description_12,Subject_or_Unit_13,Subject_Objective_13,Subject_Description_13,Subject_or_Unit_14,Subject_Objective_14,Subject_Description_14,Subject_or_Unit_15,Subject_Objective_15,Subject_Description_15,Subject_or_Unit_16,Subject_Objective_16,Subject_Description_16,Subject_or_Unit_17,Subject_Objective_17,Subject_Description_17,Subject_or_Unit_18,Subject_Objective_18,Subject_Description_18,Subject_or_Unit_19,Subject_Objective_19,Subject_Description_19,Subject_or_Unit_20,Subject_Objective_20,Subject_Description_20,Subject_or_Unit_21,Subject_Objective_21,Subject_Description_21,Subject_or_Unit_22,Subject_Objective_22,Subject_Description_22,Subject_or_Unit_23,Subject_Objective_23,Subject_Description_23,Subject_or_Unit_24,Subject_Objective_24,Subject_Description_24,Subject_or_Unit_25,Subject_Objective_25,Subject_Description_25,Subject_or_Unit_26,Subject_Objective_26,Subject_Description_26,Subject_or_Unit_27,Subject_Objective_27,Subject_Description_27,Subject_or_Unit_28,Subject_Objective_28,Subject_Description_28,Subject_or_Unit_29,Subject_Objective_29,Subject_Description_29,Subject_or_Unit_30,Subject_Objective_30,Subject_Description_30,Subject_or_Unit_31,Subject_Objective_31,Subject_Description_31,Subject_or_Unit_32,Subject_Objective_32,Subject_Description_32,Subject_or_Unit_33,Subject_Objective_33,Subject_Description_33,Subject_or_Unit_34,Subject_Objective_34,Subject_Description_34,Subject_or_Unit_35,Subject_Objective_35,Subject_Description_35,Subject_or_Unit_36,Subject_Objective_36,Subject_Description_36,Subject_or_Unit_37,Subject_Objective_37,Subject_Description_37,Subject_or_Unit_38,Subject_Objective_38,Subject_Description_38,Subject_or_Unit_39,Subject_Objective_39,Subject_Description_39,Subject_or_Unit_40,Subject_Objective_40,Subject_Description_40
BA,Monash University,Melbourne,Health Sciences,Science,"34,200",,AUD,Years,3.0,Years,Yes,No,IELTS,Equivalent AQF Level,,6.5,Year 12,,https://www.monash.edu/study/courses/find-a-course/2021/health-sciences-m2014?international=true,English,A,"The Bachelor of Health Sciences allows you to apply scientific approaches to improve health challenges, keeping in mind physiological, behavioural, developmental, social and environmental aspects of human health. Have the opportunity to tailor your degree to pursue a variety of health science careers.Are you passionate about health, but want to explore your options? Our Bachelor of Health Sciences combines a solid foundation in health with a flexible curriculum, so you can discover what areas of health most inspire you.This degree provides you with a broad overview of health - from the Australian health care system, anatomy and physiology, research and evidence, to preventive strategies in public health. Your foundation units allow you to apply scientific approaches to the study and improvement of health, considering physiological, behavioural, developmental, social and environmental aspects of human health and disease. You’ll discover how to identify, investigate, analyse and assess health issues and learn from passionate teaching staff, with clinical, research and industry connections.With our Bachelor of Health Sciences, you’ll not only have the opportunity to pursue your passion for health but have the flexibility to design your own degree. This means you can explore subjects that spark your curiosity and choose from a wide range of electives across the University. You could learn a language, or complement your health studies with units in business, communication or information technology, or focus on a particular area within the health sciences.Career opportunitiesCompleting a Bachelor of Health Sciences opens the door to a range of rewarding career opportunities in health. Our degree will prepare you with the relevant skills and knowledge for jobs in areas like health promotion, health education, healthcare marketing, health administration, government policy or clinical research.Further studyOnce you’ve completed a Bachelor of Health Sciences, you’ll have a solid foundation to build on. You could use this degree as a pathway to a clinical career and go onto graduate studies such as a Master of Nursing Practice, Master of Occupational Therapy Practice or Master of Social Work. You could also choose to complete an Honours year, as a pathway towards a career in health research.Show more",Australia,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIP,Monash University,Melbourne,Higher Education,Education,,,AUD,Years,1.0,Year,Yes,No,IELTS,Equivalent AQF Level,,,Year 12,,https://www.monash.edu/study/courses/find-a-course/2021/higher-education-d0501?international=true,English,A,"The Diploma of Higher Education (DoHE) provides an alternative entry pathway into a range of undergraduate courses in Education and Science.The Diploma of Higher Education (DoHE) provides an alternative entry pathway into a range of undergraduate courses in Education and Science.DoHE might suit you if you completed Year 12 but didn’t quite meet the entry requirements for your dream course, if you’re returning to study or would benefit from additional learning support.DoHE lets you begin studying towards your Monash degree from day one. Equivalent to the first year of university undergraduate study, it provides a pathway to selected undergraduate courses and support to ensure you achieve your academic goals. It’s delivered from our Clayton campus, so you’ll be able to access support from the Faculty of Science and the Faculty of Education.When you apply for DoHE, you will select either the Education or the Science stream. These streams provide a direct pathway into specified Monash courses.DoHE consists of two foundation units and six discipline units within the area of study corresponding to your chosen stream. Discipline units can be selected based on interest and prerequisites needed for successful study.The two foundation units will provide you with the knowledge and skills necessary to be an independent learner who can succeed at university studies. The units are:Learning in a university contextKnowledge and context or a mathematics unitsIf you don’t have the mathematics prerequisites for your desired Monash course, you’ll have the opportunity to gain the required level of mathematics via the foundation units. If you already meet the mathematics prerequisites, you’ll take a unit in understanding knowledge and its contexts, which will help you to identify, compare and discuss different approaches to knowledge.You will complete six specialist discipline knowledge units. These units will introduce you to the fundamentals of your chosen stream and will ensure you have the knowledge and skills necessary to take the next step in your higher education studies.Students who pass all eight units in their selected stream with a minimum weighted average mark of 60% in DoHE will be eligible to receive up to one year of credit into a range of Education or Science destination courses.In addition to the guaranteed pathways, you can apply for entry into other Monash courses through VTAC after successfully completing DoHE. Make sure that you’ve met the prerequisites for your chosen course. Admission into your course will be based on your academic performance and meeting the course prerequisites. All your study is at university level so if you progress to a bachelor’s degree course you’ll be eligible to apply for credit for prior study. The amount of credit granted will be at the discretion of the relevant faculty and will not automatically allow for progression into the second year of your preferred course.Show more",Australia,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIP,Monash University,Melbourne,Information Technology,Information Technology,,,AUD,Years,8.0,Months,Yes,No,IELTS,Equivalent AQF Level,,,Year 12,,https://www.monash.edu/study/courses/find-a-course/2021/information-technology-2638?international=true,English,A,"IT works with industry to research and innovate. Be part of a dynamic field that is changing the way we communicate, the way business is conducted and the way we experience entertainment. IT makes business happen.IT works with industry to research and innovate. Be part of a dynamic field that is changing the way we communicate, the way business is conducted and the way we experience entertainment. IT makes business happen.The Diploma of Information Technology offered at Monash College leads to a degree in information technology at Monash University.Five reasons to choose the Diploma of Information Technology:A pathway into second year of an information technology degree at Monash University*.Learn on campus at Monash Clayton and interact with current students.You want to study information technology and would like to make a start on your future degree.Receive individual attention – benefit from small class sizes and learning support.Study the same curriculum and assessments as first year undergraduate students.*Entry requirements into Monash College and Monash University apply.The diploma is offered in two parts. Part 1 is taught at Australian Year 12 level and Part 2 is taught at first year level of an undergraduate degree and Studies provides entry to second year of Monash University Information Technology degrees.Students are required to complete a wide range of compulsory subjects covering all aspects of information technology. They include data management, networks and algorithmic problem solving. This course is suitable for students who:narrowly miss out on the entry scores required for directly entry into Monash Universityneed to bridge the gap between their highest qualification and those required for entry to Monash UniversityWant an alternative pathway than Year 12 or foundation studiesChoose the Diploma if:want to fast-track into second year of an IT degree at Monash University*have met the prerequisites in mathematicshave decided to study computer science or software engineeringwould like to study subjects that directly relate to your future degree.Show more",Australia,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIP,Monash University,Jakarta,Information Technology,Information Technology,,,AUD,Years,8.0,Months,Yes,No,IELTS,Equivalent AQF Level,,,Year 12,,https://www.monash.edu/study/courses/find-a-course/2021/information-technology-2638?international=true,English,A,"IT works with industry to research and innovate. Be part of a dynamic field that is changing the way we communicate, the way business is conducted and the way we experience entertainment. IT makes business happen.IT works with industry to research and innovate. Be part of a dynamic field that is changing the way we communicate, the way business is conducted and the way we experience entertainment. IT makes business happen.The Diploma of Information Technology offered at Monash College leads to a degree in information technology at Monash University.Five reasons to choose the Diploma of Information Technology:A pathway into second year of an information technology degree at Monash University*.Learn on campus at Monash Clayton and interact with current students.You want to study information technology and would like to make a start on your future degree.Receive individual attention – benefit from small class sizes and learning support.Study the same curriculum and assessments as first year undergraduate students.*Entry requirements into Monash College and Monash University apply.The diploma is offered in two parts. Part 1 is taught at Australian Year 12 level and Part 2 is taught at first year level of an undergraduate degree and Studies provides entry to second year of Monash University Information Technology degrees.Students are required to complete a wide range of compulsory subjects covering all aspects of information technology. They include data management, networks and algorithmic problem solving. This course is suitable for students who:narrowly miss out on the entry scores required for directly entry into Monash Universityneed to bridge the gap between their highest qualification and those required for entry to Monash UniversityWant an alternative pathway than Year 12 or foundation studiesChoose the Diploma if:want to fast-track into second year of an IT degree at Monash University*have met the prerequisites in mathematicshave decided to study computer science or software engineeringwould like to study subjects that directly relate to your future degree.Show more",Indonesia,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIP,Monash University,Colombo,Information Technology,Information Technology,,,AUD,Years,8.0,Months,Yes,No,IELTS,Equivalent AQF Level,,,Year 12,,https://www.monash.edu/study/courses/find-a-course/2021/information-technology-2638?international=true,English,A,"IT works with industry to research and innovate. Be part of a dynamic field that is changing the way we communicate, the way business is conducted and the way we experience entertainment. IT makes business happen.IT works with industry to research and innovate. Be part of a dynamic field that is changing the way we communicate, the way business is conducted and the way we experience entertainment. IT makes business happen.The Diploma of Information Technology offered at Monash College leads to a degree in information technology at Monash University.Five reasons to choose the Diploma of Information Technology:A pathway into second year of an information technology degree at Monash University*.Learn on campus at Monash Clayton and interact with current students.You want to study information technology and would like to make a start on your future degree.Receive individual attention – benefit from small class sizes and learning support.Study the same curriculum and assessments as first year undergraduate students.*Entry requirements into Monash College and Monash University apply.The diploma is offered in two parts. Part 1 is taught at Australian Year 12 level and Part 2 is taught at first year level of an undergraduate degree and Studies provides entry to second year of Monash University Information Technology degrees.Students are required to complete a wide range of compulsory subjects covering all aspects of information technology. They include data management, networks and algorithmic problem solving. This course is suitable for students who:narrowly miss out on the entry scores required for directly entry into Monash Universityneed to bridge the gap between their highest qualification and those required for entry to Monash UniversityWant an alternative pathway than Year 12 or foundation studiesChoose the Diploma if:want to fast-track into second year of an IT degree at Monash University*have met the prerequisites in mathematicshave decided to study computer science or software engineeringwould like to study subjects that directly relate to your future degree.Show more",Australia,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,Monash University,Melbourne,Information Technology,Information Technology,"42,800",,AUD,Years,3.0,Years,Yes,No,IELTS,Equivalent AQF Level,,6.5,Year 12,,https://www.monash.edu/study/courses/find-a-course/2021/information-technology-c2000?international=true,English,A,"The Bachelor of Information Technology lets you explore critical areas in IT - while gaining key skills and industry experience. Learning from the best, choose from a comprehensive range of majors and minors that leads to careers such as cloud architect, cybersecurity specialist and games developer.Information technology (IT) is everywhere, but its power comes from the creative intelligence of the people behind it. Become the expert who designs and creates the IT systems we all rely on.This highly practical course gives you the problem-solving skills you need to drive the ongoing revolution in the way we:communicateconduct businessexperience the worldAt Australia's leading IT Faculty, you will learn from the best in a cutting-edge environment. Flexibility and choice - through our comprehensive range of majors, minors and double degrees - let you develop your strengths and explore new areas.Through real-world industry projects or placements, and with generous scholarships available, you'll hit the ground running - ready to embark on an exciting career.You can tailor your studies to suit your interests and career aspirations. The choice is yours:Your IT major or extended major - develop deep expertise.IT electives - a huge range from 'Business Analytics' to 'Cybersecurity' and 'Social Informatics'.Monash-wide electives - complement your flair for IT or indulge your other passions.Double degree - gain an extra qualification in Arts, Business, Commerce, Design, Education or Science.Be global - study at Monash locations in Malaysia, South Africa or Italy, or at one of our prestigious partner universities.Go further - high-achieving students can add an Honours research year or a 1.5-year IT Masters degree.In your final year, you will put into practice the skills and knowledge you gained during the course, through an industry experience, games or multimedia studio project.Alternatively, you can apply through the highly regarded Industry Based Learning (IBL) program to do one or two half-year placements with our industry partners (leading Australian and global organisations). Placements count towards your course and are supported by generous scholarships. Each year, 100 percent of our IBL students who seek employment have received graduate job offers.The Bachelor of Information Technology is accredited by the Australian Computer Society.Show more",Australia,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,Monash University,Melbourne,Information Technology and Arts,Creative Arts & Design & Music,"42,800",,AUD,Years,4.0,Years,Yes,No,IELTS,Equivalent AQF Level,,6.5,Year 12,,https://www.monash.edu/study/courses/find-a-course/2021/information-technology-and-arts-c2002?international=true,English,A,"Gain technical expertise in IT and a rich understanding of society. Through the Bachelor of Information Technology and Arts, a double degree, you’ll learn how to shape and manage current and emerging technologies – while developing strong communication, research and critical thinking skills.Information technology is everywhere today, intertwined with the fundamental structures of our society. Often, though, IT is taken for granted, or else treated as too mysterious to understand. The globalizing nature of the information technology industry calls out for people who have both a strong technical background and an indepth understanding of human society and the factors that are shaping it. This double degree course is designed to meet this need. As a graduate you will have the technical expertise to shape and manage current and emerging technologies together with the lifelong communication, research and critical thinking skills that are acquired through study in the arts and humanities.This course leads to two separate degrees:the Bachelor of Information Technology, andthe Bachelor of Arts.You will gain all the benefits of each degree course (see Bachelor of Information Technology/Bachelor of Arts) and be fully equipped to pursue a career in either field or both in combination.Think about combining Behavioural studies (Arts) with Business information systems (IT) to assist organisations improve their business processes. Study Computer networks and security (IT) with Criminology (Arts) or conversely Human rights (Arts) or Bioethics (Arts), and explore how technology confronts the boundaries between public and private.  Or perhaps mix Multimedia development (IT) with Communications and Media (Arts) or Film and screen studies (Arts) to add complementary skills. Or prepare yourself for an international career in IT by studying another language and culture.This double degree will give you the highly sought-after combination of strong technical, communication and critical-thinking skills. Graduates with this breadth are likely to find employment in a range of small and large organisations, across both the public and private sectorsShow more",Australia,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,Monash University,Melbourne,Information Technology and Science,Science,"43,500",,AUD,Years,4.0,Years,Yes,No,IELTS,Equivalent AQF Level,,6.5,Year 12,,https://www.monash.edu/study/courses/find-a-course/2021/information-technology-and-science-c2003?international=true,English,A,"Develop a skillset in high demand through the Bachelor of Information Technology and Science. Blending industry projects with diverse disciplines such as human pathology and games development, this comprehensive double degree equips you to advance science with IT.In an age of increasing technological advancements the synergy between science and information technology will only become stronger. IT underpins virtually all areas of science and the world needs graduates who can straddle both. In this double degree course you will acquire creative and analytical skills to use IT to advance science. This could be anything from designing a stunning visualization of scientific data, to building an app for fieldwork data collection to setting up the business IT processes to deliver a scientific product via the internet. Your combined IT and science skillset will be in high demand from industry.This course leads to two separate degrees:the Bachelor of Information Technology, andthe Bachelor of Science.You will gain all the benefits of each degree course (see Bachelor of Information Technology/Bachelor of Science) and be fully equipped to pursue a career in either field separately or to combine the two in your chosen work.Depending on IT major you choose, you could:use your technical skills from Software Development to create simulations and visualisations for anything from weather forecasting to threatened species population modellingapply your creative skills and design flair from Multimedia or Games Development to create an app or game that gets kids excited about scienceuse your practical understanding of Business Information Systems to launch a science-enabled on-line businessput your Networks and Security skills to work setting up the scientific instrumentation for tsunami warning or monitoring ice melts in Antarctica.You will hone your practical skills through either an industry experience studio project, or the highly regarded IT Industry Based Learning (IBL) scholarship program, and be ready to kick-start your career delivering IT-based scientific solutions to the worldShow more",Australia,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,Monash University,Melbourne,International Business,Education,"45,000",,AUD,Years,2.0,Years,Yes,No,IELTS,Equivalent AQF Level,,6.5,Year 12,,https://www.monash.edu/study/courses/find-a-course/2021/international-business-b2005?international=true,English,A,"In a Bachelor of International Business, you'll learn to operate in international business settings and gain the skills required to do business in different countries and environments. Many new and exciting business opportunities have resulted from rapid globalisation.Globalisation and disruption have fundamentally changed the way we do business. Whether it’s your ambition to run a start-up or work for a multinational, an international perspective is vital to every aspect of your career.The Bachelor of International Business is tailor made to not only give you that mindset – but the skills to turn your international insights into a successful career. Here, thinking bigger is just part of thinking about business. You will be challenged to understand the global forces that shape markets and trade around the world. Once you have the skills, you’ll be an asset to any organisation that wants to work smarter in today’s world.A Bachelor of International Business provides an understanding of the issues affecting international firms, including their strategy, policies and operations. The course will equip you with the key economic, financial, political, legal, managerial and strategic skills required for international business, putting you in a position to support businesses operating in an international economy.Show more",Australia,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,Monash University,Melbourne,International Business and Arts,Creative Arts & Design & Music,"45,000",,AUD,Years,4.0,Years,Yes,No,IELTS,Equivalent AQF Level,,6.5,Year 12,,https://www.monash.edu/study/courses/find-a-course/2021/international-business-and-arts-b2038?international=true,English,A,"Why study a double degree in International Business and Arts? With International Business, you'll learn the intricacies of doing business in different countries and environments. With Arts, you can choose from almost 40 major and minor areas of study and follow your passions and career goals.International Business and Arts is a great combination and a great option if you have a passion for both areas and want to keep your career options open. This double degree enables you to study complementary subjects to further enhance your employability, and  develop core skills in global business that can be used in artistic arenas.This course leads to two separate degrees:the Bachelor of International Business, andthe Bachelor of Arts.You will gain all the benefits of each degree course and be fully equipped to pursue a career in either field separately or to combine the two in your chosen work.The Bachelor of International Business is tailor made to not only give you that mindset – but the skills to turn your international insights into a successful career. Here, thinking bigger is just part of thinking about business. You will be challenged to understand the global forces that shape markets and trade around the world. Once you have the skills, you’ll be an asset to any organisation that wants to work smarter in today’s world.A Bachelor of International Business provides an understanding of the issues affecting international firms, including their strategy, policies and operations. The course will equip you with the key economic, financial, political, legal, managerial and strategic skills required for international business, putting you in a position to support businesses operating in an international economy.Taking an innovative approach in tackling world issues and fostering a global perspective, with the Bachelor of Arts, you will develop the research skills, advanced discipline knowledge and self reliance to acquire information, assess evidence and convey complex ideas in speech and writing in order to answer complicated questions. You’ll have the scope to choose from over forty areas of study and specialisations, including languages, social studies, communications, politics, human rights, and international relations.The Bachelor of Arts offers both diversity and focus, and builds informed, skilful and critically aware citizens of the world. The course is built around deeply enriching experiences, and via your elective units, offers you four Professional Futures domains through which to develop your unique graduate profile: Global immersion, Intercultural expertise, Professional experience or Innovation capability.Your career options will depend on the combination of majors and minors that you choose, and will open up a diverse range of opportunities.Wherever your choices may lead, a degree in International Business and another in Arts will give you versatile and transferable skills that are relevant to a number of industries. The combination will also give you the skills that employers are looking for, such as communication, teamwork, research, critical thinking and cultural sensitivity - and you'll be able to draw on cross disciplinary perspectives to thrive in a broad range of settings.Show more",Australia,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,Monash University,Melbourne,International Business and Arts,Creative Arts & Design & Music,"45,000",,AUD,Years,4.0,Years,Yes,No,IELTS,Equivalent AQF Level,,6.5,Year 12,,https://www.monash.edu/study/courses/find-a-course/2021/international-business-and-arts-b2038?international=true,English,A,"Why study a double degree in International Business and Arts? With International Business, you'll learn the intricacies of doing business in different countries and environments. With Arts, you can choose from almost 40 major and minor areas of study and follow your passions and career goals.International Business and Arts is a great combination and a great option if you have a passion for both areas and want to keep your career options open. This double degree enables you to study complementary subjects to further enhance your employability, and  develop core skills in global business that can be used in artistic arenas.This course leads to two separate degrees:the Bachelor of International Business, andthe Bachelor of Arts.You will gain all the benefits of each degree course and be fully equipped to pursue a career in either field separately or to combine the two in your chosen work.The Bachelor of International Business is tailor made to not only give you that mindset – but the skills to turn your international insights into a successful career. Here, thinking bigger is just part of thinking about business. You will be challenged to understand the global forces that shape markets and trade around the world. Once you have the skills, you’ll be an asset to any organisation that wants to work smarter in today’s world.A Bachelor of International Business provides an understanding of the issues affecting international firms, including their strategy, policies and operations. The course will equip you with the key economic, financial, political, legal, managerial and strategic skills required for international business, putting you in a position to support businesses operating in an international economy.Taking an innovative approach in tackling world issues and fostering a global perspective, with the Bachelor of Arts, you will develop the research skills, advanced discipline knowledge and self reliance to acquire information, assess evidence and convey complex ideas in speech and writing in order to answer complicated questions. You’ll have the scope to choose from over forty areas of study and specialisations, including languages, social studies, communications, politics, human rights, and international relations.The Bachelor of Arts offers both diversity and focus, and builds informed, skilful and critically aware citizens of the world. The course is built around deeply enriching experiences, and via your elective units, offers you four Professional Futures domains through which to develop your unique graduate profile: Global immersion, Intercultural expertise, Professional experience or Innovation capability.Your career options will depend on the combination of majors and minors that you choose, and will open up a diverse range of opportunities.Wherever your choices may lead, a degree in International Business and another in Arts will give you versatile and transferable skills that are relevant to a number of industries. The combination will also give you the skills that employers are looking for, such as communication, teamwork, research, critical thinking and cultural sensitivity - and you'll be able to draw on cross disciplinary perspectives to thrive in a broad range of settings.Show more",Australia,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIP,Monash University,Melbourne,Languages,,"33,000",,AUD,Years,2.0,Years,Yes,Yes,IELTS,Equivalent AQF Level,,,Year 12,,https://www.monash.edu/study/courses/find-a-course/2021/languages-a0501?international=true,English,A,"A Diploma of Languages allows you to study a language while also learning about culture, society and history. Whether you are an absolute beginner or a native speaker, you can choose from Chinese, French, German, Indonesian, Italian, Japanese, Korean and Spanish.The Diploma of Languages will provide you with the opportunity to complete a major in one of the languages offered by the University, while completing a single or double bachelor's degree.It will allow you to study your chosen language starting from a number of different entry points - whether you are an absolute beginner or have studied the language in VCE or overseas. You will also an understanding of the culture and society, history and media required to effectively communicate in a language.",Australia,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIP,Monash University,Melbourne,Languages,,"33,000",,AUD,Years,2.0,Years,Yes,Yes,IELTS,Equivalent AQF Level,,,Year 12,,https://www.monash.edu/study/courses/find-a-course/2021/languages-a0501?international=true,English,A,"A Diploma of Languages allows you to study a language while also learning about culture, society and history. Whether you are an absolute beginner or a native speaker, you can choose from Chinese, French, German, Indonesian, Italian, Japanese, Korean and Spanish.The Diploma of Languages will provide you with the opportunity to complete a major in one of the languages offered by the University, while completing a single or double bachelor's degree.It will allow you to study your chosen language starting from a number of different entry points - whether you are an absolute beginner or have studied the language in VCE or overseas. You will also an understanding of the culture and society, history and media required to effectively communicate in a language.",Australia,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAH,Monash University,Melbourne,Laws,Law,"42,000",,AUD,Years,51.0,Months,Yes,Yes,IELTS,Equivalent AQF Level,,7.0,Year 12,,https://www.monash.edu/study/courses/find-a-course/2021/laws-l3001?international=true,English,A,"The Monash LLB (Hons) provides you with practical knowledge of the Australian legal system. Monash Law is the only law school in Australia to guarantee a clinical legal experience. Work on real cases with real clients, under supervision of expert lawyers, while earning credit towards your degree.Whether you aspire to work in a top-tier law firm, improve access to justice or work in international business or development, a Monash law degree lets you take the first step. You’ll be building a solid foundation for a legal career, with your training beginning on day one with our guaranteed clinical legal education.In this practical bachelor’s degree course, you’ll also have the option of studying overseas, taking one of many different double degree options and gaining applied legal experience.In your first year, you’ll begin mastering the concepts, procedures and reasoning underpinning the Australian legal system. Alongside this rigorous training in the basics, you’ll also be able to pursue the areas of the law that interest you.You’ll benefit from a range of specialist law electives as diverse as negotiation and conflict resolution, media law or animal law. This freedom to craft a course that perfectly matches your interests and aspirations extends to a choice of non-law electives across the University, and the option of double degrees in fields as diverse as arts, music or science.Factor in significant opportunities for hands-on practical experience, including our guaranteed clinical legal education program, international study such as at the Prato Centre in Italy, a supportive and industry-focused community that includes the dynamic (and Australia’s largest) Law Students’ Society, and the prestige that comes with a degree from a leading law school, and you’ll have the ideal foundation for a lifelong career.Show more",Australia,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
