Face_to_Face,Description,Website,Country,Blended,Faculty,Currency,Availability,Prerequisite_2,Local_Fees,Level_Code,City,Prerequisite_3,Full_Time,Duration,Course_Lang,Part_Time,Career_Outcomes/path,Int_Fees,Prerequisite_2_grade_2,Offline,University,Prerequisite_3_grade_3,Prerequisite_1,Remarks,Distance,Duration_Time,Online,Course,Currency_Time,Prerequisite_1_grade_1
Yes,Environmental engineering. Be part of the solution.,https://www.newcastle.edu.au/degrees/bachelor-of-environmental-engineering-honours,Australia,No,Science,AUD,A,IELTS,,BAH,Newcastle,,Yes,4.0,English,No,"water reclamation project designer, environmental remediation technician, environmental impact consultant, toxic materials control engineer, sustainable fisheries consultant","32,250 ",6.0,Yes,University of Newcastle,,ATAR,,,Years,No, Environmental Engineering (Honours),Years,81.20
Yes,Saving the world. It’s a growth industry.,https://www.newcastle.edu.au/degrees/bachelor-of-environmental-science-and-management,Australia,No,Science,AUD,A,IELTS,,BA,Newcastle,,Yes,3.0,English,No,,"32,250 ",6.0,Yes,University of Newcastle,,ATAR,,,Years,No, Environmental Science and Management,Years,62.00
Yes,Saving the world. It’s a growth industry.,https://www.newcastle.edu.au/degrees/bachelor-of-environmental-science-and-management,Australia,No,Science,AUD,A,IELTS,,BA,Central Coast,,Yes,3.0,English,No,,"32,250 ",6.0,Yes,University of Newcastle,,ATAR,,,Years,No, Environmental Science and Management,Years,62.00
Yes,"The Bachelor of Environmental Science and Management (Honours) is a one year full time (or equivalent part-time) program that allows students to further develop their specific area of interest and is a pathway into Research Higher Degree study.  The program consists of 80 units of advanced theory, higher level learning and research.",https://www.newcastle.edu.au/degrees/bachelor-of-environmental-science-and-management-honours,Australia,No,Science,AUD,A,IELTS,,BAH,Newcastle,,Yes,1.0,English,No, ,"38,905 ",6.0,Yes,University of Newcastle,,ATAR,,,Year,No, Environmental Science and Management (Honours),Years,N/A
Yes,"The Bachelor of Environmental Science and Management (Honours) is a one year full time (or equivalent part-time) program that allows students to further develop their specific area of interest and is a pathway into Research Higher Degree study.  The program consists of 80 units of advanced theory, higher level learning and research.",https://www.newcastle.edu.au/degrees/bachelor-of-environmental-science-and-management-honours,Australia,No,Science,AUD,A,IELTS,,BAH,Central Coast,,Yes,1.0,English,No, ,"38,905 ",6.0,Yes,University of Newcastle,,ATAR,,,Year,No, Environmental Science and Management (Honours),Years,N/A
Yes,"People use exercise for a whole range of reasons, from staying fit and healthy, managing disease and health conditions as well as competing in recreational and elite sports. Exercise and Sport Science is an inspiring and rapidly evolving field that explores how best to prescribe and deliver exercise for health and performance benefits.",https://www.newcastle.edu.au/degrees/bachelor-of-exercise-and-sport-science,Australia,No,Science,AUD,A,IELTS,,BA,Central Coast,,Yes,3.0,English,No,"sporting organisations, gyms and fitness organisations, professional sporting teams, education and health promotion, clinics, academia","38,905 ",7.0,Yes,University of Newcastle,,ATAR,,,Years,No, Exercise and Sport Science,Years,N/A
Yes,"An Honours program is offered as an additional year to the undergraduate program. The Honours program consists of a fourth year of full-time study (1 year) or the equivalent part-time study (2 years). Courses are offered on a semester basis, i.e. two semesters per year. The Honours program consists of a research project on a topic determined in consultation with your research supervisor. The program also involves a skills development strand to assist you in the development of your research skills and the writing of your research thesis. Honours is highly regarded by potential employers and provides entry into a research career.",https://www.newcastle.edu.au/degrees/bachelor-of-exercise-and-sport-science-honours,Australia,No,Science,AUD,A,IELTS,,BAH,Central Coast,,Yes,1.0,English,No, ,"32,625 ",6.0,Yes,University of Newcastle,,ATAR,,,Year,No, Exercise and Sport Science (Honours),Years,N/A
Yes,Where do mechanical engineers find jobs? Everywhere.,https://www.newcastle.edu.au/degrees/bachelor-of-mechanical-engineering-honours,Australia,No,Engineering & Built Environment,AUD,A,IELTS,,BAH,Newcastle,,Yes,4.0,English,No,"mechanical engineering designer, mechanical systems supervisor, mechanical technology engineer","32,625 ",6.0,Yes,University of Newcastle,,ATAR,,,Years,No, Mechanical Engineering (Honours),Years,80.05
Yes,Robots can’t replace you if you’re building them.,https://www.newcastle.edu.au/degrees/bachelor-of-mechatronics-engineering-honours,Australia,No,Engineering & Built Environment,AUD,A,IELTS,,BAH,Newcastle,,Yes,4.0,English,No,"industrial automation engineer, robotics designer, smart infrastructure designer, avionics engineer, data communications engineer","32,625 ",6.0,Yes,University of Newcastle,,ATAR,,,Years,No, Mechatronics Engineering (Honours),Years,82.90
Yes,"At the University of Newcastle, we train engineers capable of solving the world’s greatest challenges. As a medical engineer, you’ll strive to make medical treatment more effective, efficient, safer and affordable, and will be uniquely placed to save and improve lives.",https://www.newcastle.edu.au/degrees/bachelor-of-medical-engineering-honours,Australia,No,Health & Medicine,AUD,A,IELTS,,BAH,Newcastle,,Yes,4.0,English,No,"biomechanical devices, surgical equipment, nanotechnology drug delivery systems and diagnostic tests, prosthetic limbs, artificial organs, electrical and computing systems relating for radiotherapy, respiration or dialysis","32,625 ",6.0,Yes,University of Newcastle,,ATAR,,,Years,No, Medical Engineering (Honours),Years,81.25
Yes,One of the biggest challenges humankind faces is the transition to a renewable energy economy. The success of this evolution depends on the creative solutions of a new generation of renewable energy engineers with specialised skills.​,https://www.newcastle.edu.au/degrees/bachelor-of-renewable-energy-engineering-honours,Australia,No,Engineering & Built Environment,AUD,A,IELTS,,BAH,Newcastle,,Yes,4.0,English,No,"Renewable Energy Engineer, Renewable Energy Systems Design, Energy Management Consultant, Energy Accounting/Auditing, Energy Policy Development Officer, Renewable Energy Innovation","32,625 ",6.0,Yes,University of Newcastle,,ATAR,,,Years,No, Renewable Energy Engineering (Honours),Years,85.90
Yes,Creative…collaborative…future proof. Software engineering.,https://www.newcastle.edu.au/degrees/bachelor-of-software-engineering-honours,Australia,No,Engineering & Built Environment,AUD,A,IELTS,,BAH,Newcastle,,Yes,4.0,English,No,"mining and manufacturing, banking and finance, defence and security, aerospace, power generation and distribution, computer games and other entertainment-related industries","32,625 ",6.0,Yes,University of Newcastle,,ATAR,,,Years,No, Software Engineering (Honours),Years,80.30
Yes,"The Bachelor of Education Studies is an EXIT AWARD ONLY and does NOT qualify students to teach. Graduates can work in education fields other than teaching and will have highly developed problem-solving, communication and critical thinking skills.  Students who graduate with the Bachelor of Education Studies cannot be re-admitted or complete another teaching degree at UON.",https://www.newcastle.edu.au/degrees/exit-award/bachelor-of-education-studies-exit-award,Australia,No,Science,AUD,A,IELTS,,BA,Newcastle,,Yes,4.0,English,No, ,Au,6.0,Yes,University of Newcastle,,ATAR,,,Years,No, Education Studies (Exit Award),Years,N/A
Yes,"This program will produce graduates ready to practice in the field after three years of full-time study (or equivalent part-time). The degree program has been designed to provide sound theoretical knowledge as well as practical skills for exercise testing and prescription for the purpose of improving sport performance and for general health. Students will be provided with opportunities to gain valuable work experience in the sport and health industry. Through our professional placement program students can apply for placements with professional sporting teams, sports organisations, clinics and hospitals. The placements provide students with valuable practical experience, an insight into career prospects, and opportunities to start building networks in the industry.",https://www.newcastle.edu.au/degrees/teach-out/bachelor-of-exercise-and-sport-science-pre-2021,Australia,No,Science,AUD,N,IELTS,,BA,Central Coast,,Yes,3.0,English,No, ,"34,565 ",7.0,Yes,University of Newcastle,,ATAR,,,Years,No, Exercise and Sport Science (pre 2021),Years,73.00
Yes,"Students who perform well, with a GPA of 5.0 or greater, during the Bachelor of Fine Art degree may undertake a further year of full time (or equivalent part time) study to obtain an Honours degree. The Honours degree allows students to further develop their specific areas of interest.",https://www.newcastle.edu.au/degrees/bachelor-of-fine-art-honours,Australia,No,Education & Arts,AUD,A,IELTS,,BAH,Newcastle,,Yes,1.0,English,No, ,"31,185 ",6.0,Yes,University of Newcastle,,ATAR,,,Year,No, Fine Art (Honours),Years,N/A
Yes,"The speciality areas of food science and human nutrition are developing rapidly as technology becomes more sophisticated and the demands of an increasingly health-conscious society drive change. In response to these developments, research in food science and nutrition has grown to encompass both innovative and traditional areas of food, nutrition and biologically active natural products.",https://www.newcastle.edu.au/degrees/bachelor-of-food-science-and-human-nutrition,Australia,No,Science,AUD,A,IELTS,,BA,Central Coast,,Yes,3.0,English,No,"Food Scientist, Technologist or Chemist, Flavourist, Health Promotion Officer, Nutritionist, Quality Assurance Technician, Catering Manager","31,185 ",6.0,Yes,University of Newcastle,,ATAR,,,Years,No, Food Science and Human Nutrition,Years,62.00
Yes,"An Honours program is offered as an additional year to the undergraduate program. The Honours program consists of a fourth year of full-time study (1 year) or the equivalent part-time study (2 years). Courses are offered on a semester basis, i.e. two semesters per year. The Honours program consists of a research project on a topic determined in consultation with your research supervisor. The program also involves a skills development strand to assist you in the development of your research skills and the writing of your research thesis. Honours is highly regarded by potential employers and provides entry into a research career.",https://www.newcastle.edu.au/degrees/bachelor-of-food-science-and-human-nutrition-honours,Australia,No,Science,AUD,A,IELTS,,BAH,Central Coast,,Yes,1.0,English,No, ,"38,905 ",6.0,Yes,University of Newcastle,,ATAR,,,Year,No, Food Science and Human Nutrition (Honours),Years,N/A
Yes,"Do you want to work effectively with local and global communities using Indigenous knowledge systems to respond to ecological, social and economic challenges? The Wollotuka Institute within the University of Newcastle is committed to the advancement of Indigenous education at a local, national and international level.",https://www.newcastle.edu.au/degrees/bachelor-of-global-indigenous-studies,Australia,No,Others,AUD,A,IELTS,,BA,Newcastle,,Yes,3.0,English,No,"global development worker, organisational cultural diversity practitioner, start-up entrepreneur, cultural heritage conservationist, social enterprise founder, digital media content initiator, community development worker, program innovation consultant, policy and research officer","31,385 ",6.0,Yes,University of Newcastle,,ATAR,,,Years,Yes, Global Indigenous Studies,Years,62.00
Yes,The Associate Degree Health is an AQF level 6 program which offers an exit option from one of the following 3 year programs:,https://www.newcastle.edu.au/degrees/exit-award/associate-degree-in-health-exit-award,Australia,No,Health & Medicine,AUD,A,IELTS,,BA,Newcastle,,Yes,3.0,English,No, ,"33,235 ",6.0,Yes,University of Newcastle,,ATAR,,,Years,No, Health (Exit Award),Years,N/A
Yes,The Associate Degree Health is an AQF level 6 program which offers an exit option from one of the following 3 year programs:,https://www.newcastle.edu.au/degrees/exit-award/associate-degree-in-health-exit-award,Australia,No,Health & Medicine,AUD,A,IELTS,,BA,Central Coast,,Yes,3.0,English,No, ,"33,235 ",6.0,Yes,University of Newcastle,,ATAR,,,Years,No, Health (Exit Award),Years,N/A
Yes,The Bachelor of Health is an AQF level 7 program which offers an exit option from one of the following 4 year or 5 year programs:,https://www.newcastle.edu.au/degrees/exit-award/bachelor-of-health-exit-award,Australia,No,Health & Medicine,AUD,A,IELTS,,BA,Newcastle,,Yes,3.0,English,No, ,Au,6.0,Yes,University of Newcastle,,ATAR,,,Years,No, Health (Exit Award),Years,N/A
Yes,The ‘next big thing’ might just be your thing.,https://www.newcastle.edu.au/degrees/bachelor-of-information-technology,Australia,No,Engineering & Built Environment,AUD,A,IELTS,,BA,Newcastle,,Yes,3.0,English,No,"web developer, digital producer, games designer, web and multimedia producer, digital project manager, digital marketing specialist, animator",Au,6.0,Yes,University of Newcastle,,ATAR,,,Years,No, Information Technology,Years,62.50
Yes,The Bachelor of Information Technology (Honours) is a further year of full-time (or equivalent part-time) program that allows students to further develop their specific areas of interest in Information Technology and is a pathway into Research Higher Degree study.,https://www.newcastle.edu.au/degrees/bachelor-of-information-technology-honours,Australia,No,Engineering & Built Environment,AUD,A,IELTS,,BAH,Newcastle,,Yes,1.0,English,No, ,"32,495 ",6.0,Yes,University of Newcastle,,ATAR,,,Year,No, Information Technology (Honours),Years,N/A
Yes,The Bachelor of Information Technology (Honours) is a further year of full-time (or equivalent part-time) program that allows students to further develop their specific areas of interest in Information Technology and is a pathway into Research Higher Degree study.,https://www.newcastle.edu.au/degrees/bachelor-of-information-technology-honours,Australia,No,Engineering & Built Environment,AUD,A,IELTS,,BAH,Central Coast,,Yes,1.0,English,No, ,"32,495 ",6.0,Yes,University of Newcastle,,ATAR,,,Year,No, Information Technology (Honours),Years,N/A
Yes,"The Bachelor of Innovation and Entrepreneurship (BIE) is a 240 unit Bachelor degree comprising 160 units of Core Courses and 80 units of Electives. The program is designed to provide students with an understanding of the processes, risks, rewards, motivations and societal impacts of innovation and entrepreneurship within regional, national and global perspectives. It aims to develop and inspire individuals interested in creating innovative futures that influence markets, economies and communities. It is a multi-disciplinary program that appeals to people from all backgrounds.",https://www.newcastle.edu.au/degrees/exit-award/bachelor-of-innovation-and-entrepreneurship-exit-award,Australia,No,Business & Law,AUD,A,IELTS,,BA,Newcastle,,Yes,1.0,English,No, ,"29,295 ",6.0,Yes,University of Newcastle,,ATAR,,,Year,No, Innovation and Entrepreneurship (Exit Award),Years,N/A
Yes,"Proficiency in other languages will enrich your personal growth and develop in-demand skills – opening many doors to diverse careers and unique opportunities. As part of this exciting diploma, students will be able to study a range of languages alongside your undergraduate degree including French, German, Japanese and Chinese. You’ll learn how to read, write and speak the language of your choice, while learning more about the relevant culture.",https://www.newcastle.edu.au/degrees/diploma-in-languages,Australia,No,Education & Arts,AUD,A,IELTS,,DIP,Newcastle,,Yes,1.0,English,No,"commercial industries, education, government, journalism, language translation, law and policy development","29,295 ",6.0,Yes,University of Newcastle,,ATAR,,,Year,No, Languages,Years,60.60
Yes,"Without maths, interpreting the real world would not be possible. Mathematics is the language of science and underpins most technological advances that we rely on every day. Studying a Bachelor of Mathematics will give you essential skills and knowledge in logic, mathematical modelling, experimental design and data analysis.",https://www.newcastle.edu.au/degrees/bachelor-of-mathematics,Australia,No,Science,AUD,A,IELTS,,BA,Newcastle,,Yes,3.0,English,No,"industry, international finance, medicine, merchant banking, public sector.","30,290 ",6.0,Yes,University of Newcastle,,ATAR,,,Years,No, Mathematics,Years,85.00
Yes,"Without maths, interpreting the real world would not be possible. Mathematics is the language of science and underpins most technological advances that we rely on every day. Studying a Bachelor of Mathematics (Advanced) will allow you to build on your previous knowledge in logic, mathematical modelling, experimental design and data analysis.",https://www.newcastle.edu.au/degrees/bachelor-of-mathematics-advanced,Australia,No,Science,AUD,A,IELTS,,BA,Newcastle,,Yes,3.0,English,No,"industry, international finance, medicine","30,290 ",6.0,Yes,University of Newcastle,,ATAR,,,Years,No, Mathematics (Advanced),Years,95.00
Yes,The Bachelor of Mathematics (Honours) is a one year full-time (or equivalent part-time) program that allows students to further develop their specific areas of interest and their research skills. Honours programs are available in Mathematics and Statistics and are considered pathways to enhanced career prospects in business and industry as well as a Research Higher Degree.,https://www.newcastle.edu.au/degrees/bachelor-of-mathematics-honours,Australia,No,Science,AUD,A,IELTS,,BAH,Newcastle,,Yes,1.0,English,No, ,"32,625 ",6.0,Yes,University of Newcastle,,ATAR,,,Year,No, Mathematics (Honours),Years,N/A
Yes,Use advanced imaging technology to improve lives.,https://www.newcastle.edu.au/degrees/bachelor-of-medical-radiation-science-honours-diagnostic-radiography,Australia,No,Science,AUD,A,IELTS,,BAH,Newcastle,,Yes,4.0,English,No,"Diagnostic Radiographer, Cardiac Technologist, Chief Radiographer, Sonographer, Echocardiography Technologist, Medical Technician","32,625 ",7.0,Yes,University of Newcastle,,ATAR,,,Years,No, Medical Radiation Science (Honours) (Diagnostic Radiography),Years,83.10
Yes,A radioactive way to save and improve lives.,https://www.newcastle.edu.au/degrees/bachelor-of-medical-radiation-science-honours-nuclear-medicine,Australia,No,Science,AUD,A,IELTS,,BAH,Newcastle,,Yes,4.0,English,No,"echocardiography technologist, medical technician, nuclear medicine technologist, research scientist, sonographer, technical sales representative, technical writer, university lecturer/academic","32,625 ",7.0,Yes,University of Newcastle,,ATAR,,,Years,No, Medical Radiation Science (Honours) (Nuclear Medicine),Years,69.55
Yes,Be at the forefront of cancer treatment innovation.,https://www.newcastle.edu.au/degrees/bachelor-of-medical-radiation-science-honours-radiation-therapy,Australia,No,Science,AUD,A,IELTS,,BAH,Newcastle,,Yes,4.0,English,No,"chief radiation therapist, echocardiography technologist, medical technician, radiation therapist, research scientist, sonographer, technical sales representative, technical writer, university lecturer/academic","32,625 ",7.0,Yes,University of Newcastle,,ATAR,,,Years,No, Medical Radiation Science (Honours) (Radiation Therapy),Years,70.50
Yes,"This is a full year course involving the completion and reporting of a supervised research project. A wide variety of projects may be undertaken, the essential requirements being that the project is broadly related to the field of medicine and that an established and appropriate scientific methodology is to be employed. Evaluation of the suitability of projects will be conducted at the time of application by the Program Convenor for the Bachelor of Medical Science (Honours) and Head of the School of Medicine and Public Health. Integral to this evaluation will be confirmation that the application has been supported by a suitably qualified researcher who is able to commit to supervision of the student over the study period. Projects may be conducted within University laboratories with animals or on human samples; on established databases; within a clinical setting; or in the case of appropriate sociological, behavioural or public health research, in other settings. Projects do not necessarily have to be conducted within the University of Newcastle, nor do they need to be supervised primarily by a member of the University of Newcastle academic staff, however in cases where a student wishes to conduct research externally, a University of Newcastle academic staff member should be involved as a co-supervisor. A conjoint appointee may be appropriate as a supervisor, if he or she has adequate research expertise.",https://www.newcastle.edu.au/degrees/bachelor-of-medical-science,Australia,No,Science,AUD,A,IELTS,,BAH,Newcastle,,Yes,1.0,English,No, ,"63,670 ",6.0,Yes,University of Newcastle,,ATAR,,,Year,No, Medical Science (Honours),Years,N/A
Yes,"Working with women and families, promoting optimal health outcomes for today and future generations.",https://www.newcastle.edu.au/degrees/bachelor-of-midwifery,Australia,No,Health & Medicine,AUD,A,IELTS,,BA,Newcastle,,Yes,1.0,English,No,"Child and Family Health Nurse, Clinical Midwife Educator, Clinical Midwife Specialist, Community Health Nurse, Health Promotion Officer, Registered Midwife, University Lecturer/Academic","63,670 ",6.0,Yes,University of Newcastle,,ATAR,,,Year,No, Midwifery,Years,A+C
Yes,The Bachelor of Midwifery (Honours) is an 80 unit program over 1 year full-time or 2 years part-time to incorporate research thesis.,https://www.newcastle.edu.au/degrees/bachelor-of-midwifery-honours,Australia,No,Health & Medicine,AUD,A,IELTS,,BAH,Newcastle,,Yes,1.0,English,No, ,"63,670 ",6.0,Yes,University of Newcastle,,ATAR,,,Year,No, Midwifery (Honours),Years,N/A
Yes,"Explore your full potential and fast track your music career through practical and creative learning experiences in music, performance, songwriting and sound production.",https://www.newcastle.edu.au/degrees/bachelor-of-music,Australia,No,Education & Arts,AUD,A,IELTS,,BA,Newcastle,,Yes,3.0,English,No,"A&R Administrator/Representative, Composer/Arranger, Conductor/Music Director, DJ, Film Composer, Foley Artist/Sound Effects Editor, Game Music Composer/Designer, Music Copyist, Music Producer/Engineer, Music Therapist, Musical Theatre Artist, Musicologist, Performing Artist, Private Music Studio Teacher, Session Musician, Songwriter, Sound Recordist, Voice or Vocal Coach","63,670 ",6.0,Yes,University of Newcastle,,ATAR,,,Years,No, Music,Years,N/A
Yes,"The Bachelor of Natural History Illustration (Honours) is a one year full-time or equivalent part-time program designed to encourage creative, innovative and scientific approaches to the visual interpretation of the natural world.",https://www.newcastle.edu.au/degrees/bachelor-of-natural-history-illustration-honours,Australia,No,Education & Arts,AUD,A,IELTS,,BAH,Newcastle,,Yes,1.0,English,No, ,"34,265 ",6.0,Yes,University of Newcastle,,ATAR,,,Year,No, Natural History Illustration (Honours),Years,N/A
Yes,Improve countless lives.,https://www.newcastle.edu.au/degrees/bachelor-of-nursing,Australia,No,Health & Medicine,AUD,A,IELTS,,BA,Newcastle,,Yes,3.0,English,No,"aged care, mental health, community health, oncology, emergency, immunisation","34,265 ",7.0,Yes,University of Newcastle,,ATAR,,,Years,No, Nursing,Years,76.00
Yes,Improve countless lives.,https://www.newcastle.edu.au/degrees/bachelor-of-nursing,Australia,No,Health & Medicine,AUD,A,IELTS,,BA,Central Coast,,Yes,3.0,English,No,"aged care, mental health, community health, oncology, emergency, immunisation","34,265 ",7.0,Yes,University of Newcastle,,ATAR,,,Years,No, Nursing,Years,76.00
Yes,"Students who perform well during the Bachelor of Nursing degree may undertake a further year of full-time (or equivalent part-time) study to obtain an Honours degree. The Honours degree is designed to develop students' knowledge and skill in research and theory development, and involves a research project in a selected field of nursing. It is intended for registered nurses who wish to prepare themselves for higher degree studies and for leadership in nursing practice, research and education.",https://www.newcastle.edu.au/degrees/bachelor-of-nursing-honours,Australia,No,Health & Medicine,AUD,A,IELTS,,BAH,Newcastle,,Yes,1.0,English,No, ,"34,100 ",6.0,Yes,University of Newcastle,,ATAR,,,Year,No, Nursing (Honours),Years,N/A
Yes,Shape a healthier future for the community.,https://www.newcastle.edu.au/degrees/bachelor-of-nutrition-and-dietetics-honours,Australia,No,Health & Medicine,AUD,A,IELTS,,BAH,Newcastle,,Yes,4.0,English,No,"Community Project Officer, Diabetes Educator, Dietitian, Health Promotion Officer, Nutritionist, Research Scientist, Scientific Policy Officer, Sports Dietitian, Sports Nutritionist, University Lecturer/Academic","34,100 ",7.0,Yes,University of Newcastle,,ATAR,,,Years,No, Nutrition and Dietetics (Honours),Years,73.70
Yes,Help people live a healthy and full life.,https://www.newcastle.edu.au/degrees/bachelor-of-occupational-therapy-honours,Australia,No,Health & Medicine,AUD,A,IELTS,,BAH,Newcastle,,Yes,4.0,English,No,"Art Therapist, Child Protection Officer, Disability Services Manager, Exercise Rehabilitation/Injury Management Advisor, Hand Therapist, Health Promotion Officer, Lifestyle Coordinator, Mental Health Clinician, Mental Health Intake Officer, Occupational Hygienist, Occupational Therapist, Rehabilitation Consultant, Senior Mental Health Clinician, University Lecturer/Academic","34,580 ",7.0,Yes,University of Newcastle,,ATAR,,,Years,No, Occupational Therapy (Honours),Years,89.05
Yes,"One world-class degree, dual oral health qualifications.",https://www.newcastle.edu.au/degrees/bachelor-of-oral-health-therapy,Australia,No,Health & Medicine,AUD,A,IELTS,,BA,Central Coast,,Yes,3.0,English,No,"Dental Assistant, Dental Hygienist, Dental Prosthetist, Dental Technician, Health Promotion Officer, Oral Health/Dental Therapist, Research Scientist, University Lecturer/Academic","34,580 ",7.0,Yes,University of Newcastle,,ATAR,,,Years,No, Oral Health Therapy,Years,81.25
Yes,One of Australia’s most trusted professions.,https://www.newcastle.edu.au/degrees/bachelor-of-pharmacy-honours,Australia,No,Health & Medicine,AUD,A,IELTS,,BAH,Newcastle,,Yes,4.0,English,No,"Pharmaceutical Scientist, Pharmaceutical/Clinical Specialist Sales Representative, Pharmaceutical/Medicinal Chemist, Pharmacist, University Lecturer/Academic","34,580 ",7.0,Yes,University of Newcastle,,ATAR,,,Years,No, Pharmacy (Honours),Years,72.05
Yes,A flexible career helping others.,https://www.newcastle.edu.au/degrees/bachelor-of-physiotherapy-honours,Australia,No,Health & Medicine,AUD,A,IELTS,,BAH,Newcastle,,Yes,4.0,English,No,"Cardiorespiratory Physiotherapist, Continence and Women’s Health Physiotherapist, Exercise Rehabilitation/Injury Management Advisor, Gerontological Physiotherapist, Hand Therapist, Health Promotion Officer, Musculoskeletal Physiotherapist, Neurological Physiotherapist, Occupational Health Physiotherapist, Paediatric Physiotherapist, Physiologist, Physiotherapist, Rehabilitation Consultant, Research Scientist, Sports Physiotherapist, Strength and Conditioning Specialist, University Lecturer/Academic","34,580 ",7.0,Yes,University of Newcastle,,ATAR,,,Years,No, Physiotherapy (Honours),Years,92.55
Yes,Training health experts in human mobility.,https://www.newcastle.edu.au/degrees/bachelor-of-podiatry,Australia,No,Health & Medicine,AUD,A,IELTS,,BA,Central Coast,,Yes,3.0,English,No,"private and public practices, general hospitals, rehabilitation and community health centres, sports clinics, research centres, consultancy","34,580 ",7.0,Yes,University of Newcastle,,ATAR,,,Years,No, Podiatry,Years,68.00
Yes,"140% projected career growth, 1000% rewarding.",https://www.newcastle.edu.au/degrees/bachelor-of-psychological-science,Australia,No,Science,AUD,A,IELTS,,BA,Newcastle,,Yes,3.0,English,No,"Careers Counsellor, Case Worker, Juvenile Justice Officer, Market Researcher, Mediator, Practicing Psychologist","34,580 ",7.0,Yes,University of Newcastle,,ATAR,,,Years,No, Psychological Science,Years,62.00
Yes,"140% projected career growth, 1000% rewarding.",https://www.newcastle.edu.au/degrees/bachelor-of-psychological-science,Australia,No,Science,AUD,A,IELTS,,BA,Central Coast,,Yes,3.0,English,No,"Careers Counsellor, Case Worker, Juvenile Justice Officer, Market Researcher, Mediator, Practicing Psychologist","34,580 ",7.0,Yes,University of Newcastle,,ATAR,,,Years,No, Psychological Science,Years,62.00
Yes,"Understanding the science behind human behaviour, the human brain and its effect on the way we act and why form the foundation of psychological science. This fascinating area of study covers a broad range of areas such as memory, decision-making and developmental studies.",https://www.newcastle.edu.au/degrees/bachelor-of-psychological-science-advanced,Australia,No,Science,AUD,A,IELTS,,BA,Newcastle,,Yes,3.0,English,No,"Careers Counsellor, Juvenile Justice Officer, Practicing Psychologist","34,580 ",7.0,Yes,University of Newcastle,,ATAR,,,Years,No, Psychological Science (Advanced),Years,95.00
Yes,"Understanding the science behind human behaviour, the human brain and its effect on the way we act and why form the foundation of psychological science. This fascinating area of study covers a broad range of areas such as memory, decision-making and developmental studies.",https://www.newcastle.edu.au/degrees/bachelor-of-psychological-science-advanced,Australia,No,Science,AUD,A,IELTS,,BA,Central Coast,,Yes,3.0,English,No,"Careers Counsellor, Juvenile Justice Officer, Practicing Psychologist","34,580 ",7.0,Yes,University of Newcastle,,ATAR,,,Years,No, Psychological Science (Advanced),Years,95.00
Yes,This program provides an accredited Honours level 4th year of study in psychology.  The content of the program includes a number of advanced topics in psychology together with the completion of an Honours level research thesis.,https://www.newcastle.edu.au/degrees/bachelor-of-psychological-science-honours,Australia,No,Science,AUD,A,IELTS,,BAH,Newcastle,,Yes,1.0,English,No, ,"39,640 ",7.0,Yes,University of Newcastle,,ATAR,,,Year,No, Psychological Science (Honours),Years,N/A
Yes,This program provides an accredited Honours level 4th year of study in psychology.  The content of the program includes a number of advanced topics in psychology together with the completion of an Honours level research thesis.,https://www.newcastle.edu.au/degrees/bachelor-of-psychological-science-honours,Australia,No,Science,AUD,A,IELTS,,BAH,Central Coast,,Yes,1.0,English,No, ,"39,640 ",7.0,Yes,University of Newcastle,,ATAR,,,Year,No, Psychological Science (Honours),Years,N/A
Yes,"Are you passionate about enhancing the health of communities locally and globally? If you want to expand your global health perspective, then the Bachelor of Public and Community Health is the ideal degree for you.",https://www.newcastle.edu.au/degrees/bachelor-of-public-and-community-health,Australia,No,Health & Medicine,AUD,A,IELTS,,BA,Central Coast,,Yes,3.0,English,No,"Health Educator, Health Promotion Worker, Public Health Program Manager, Environmental Health Officer, Community Development Worker, Community Health Officer, Project Officer, Data scientist, Health Administrator","39,640 ",6.0,Yes,University of Newcastle,,ATAR,,,Years,No, Public and Community Health,Years,64.00
Yes,"This program is available to students who have completed all 1000, 2000 3000 level courses of the Bachelor of Psychology (Program Code 11394) or the Bachelor of Psychology (Honours) (Program Code 12362) and wish to graduate with the three year BPsycSc. A Bachelor of Psychological Science provides students with psychological insights about human nature which are both interesting and relevant to everyday life.",https://www.newcastle.edu.au/degrees/exit-award/bachelor-of-psychological-science-exit-award,Australia,No,Science,AUD,A,IELTS,,BA,Newcastle,,Yes,3.0,English,No, ,"35,345 ",6.0,Yes,University of Newcastle,,ATAR,,,Years,No, Psychological Science (Exit Award),Years,N/A
Yes,"This program is available to students who have completed all 1000, 2000 3000 level courses of the Bachelor of Psychology (Program Code 11394) or the Bachelor of Psychology (Honours) (Program Code 12362) and wish to graduate with the three year BPsycSc. A Bachelor of Psychological Science provides students with psychological insights about human nature which are both interesting and relevant to everyday life.",https://www.newcastle.edu.au/degrees/exit-award/bachelor-of-psychological-science-exit-award,Australia,No,Science,AUD,A,IELTS,,BA,Central Coast,,Yes,3.0,English,No, ,"35,345 ",6.0,Yes,University of Newcastle,,ATAR,,,Years,No, Psychological Science (Exit Award),Years,N/A
