Country,Duration_Time,City,Part_Time,Description,Course,Level_Code,Website,Prerequisite_2_grade_2,Course_Lang,Remarks,Currency,Full_Time,Career_Outcomes/path,Online,Availability,Currency_Time,Prerequisite_2,Prerequisite_1,Distance,Blended,Duration,Prerequisite_3,Prerequisite_1_grade_1,Local_Fees,Offline,Prerequisite_3_grade_3,Faculty,University,Int_Fees,Face_to_Face
Australia,Year,Melbourne,No,"Take your nursing career to the next level.La Trobe's Master of Nursing Science provides you with the flexibility to pursue a career in research, leadership and management or nursing education.  Complete the degree via coursework or a research thesis.Gain knowledge and skills in research and specialise in Nursing Education or Leadership and Management. Develop your teamwork, critical thinking, problem-solving and communication skills for ethically oriented professional practice. Learn to make high-level independent judgements and to plan, implement and evaluate practice in specialty contexts.Reasons to study a Master of Nursing Science at La Trobe:We're in the global top 100 for nursing.1Top 100 in QS Rankings by Subject for Nursing.2 Our research in nursing ranks 'well above world standard.'3Enjoy flexible learning with face-to-face or online subjects.Take advantage of our in-depth subjects in leadership and management. For those who opt for research, students may have the opportunity to collaborate with research centres, as the School of Nursing is aligned with world-renowned research centres including Judith Lumley Centre, which explores major public health issues for mothers, parents and infants, and The Australian Institute for Primary Care and Ageing (AIPCA).The coursework projects will give you practical experience and clinical expertise in your chosen field1 Global Ranking of Academic Subjects 2018, (ARWU)2 QS Rankings by Subject 20183 Excellence in Research Australia 2015The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 9.",Master of Nursing Science,MST,https://www.latrobe.edu.au/courses/master-of-nursing-science,,English,,AUD,No,"Depending on your specialisation, you'll be well placed to pursue roles in nursing management, research or training and education.",,,Years,,,No,No,1.0, ,,,Yes,,Health,La Trobe University,40400,Yes
Australia,Years,Melbourne,No,"Occupational therapists help individuals and communities to maximise productivity, wellbeing and quality of life through occupational participation. You will develop knowledge and skills in assessment and intervention, the therapeutic use of occupation and the adaptation of environments.Subject to completion of local requirements, graduates may be eligible to apply to practice in other countries including the UK, North America and Sweden.The course comprises 70 weeks of coursework (35 weeks per year), including 1000 hours of professional practice. First year includes a four-week full-time professional practice block; second year includes two eight-week full-time professional practice blocks and a ten-week project based learning placement. You will enrol into 120 credit points per year. For more information, please visit out Frequently Asked Questions.The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 9.",Master of Occupational Therapy Practice,MST,https://www.latrobe.edu.au/courses/master-of-occupational-therapy-practice,,English,,AUD,No,"Occupational therapists work in a wide range of health and welfare systems including general hospitals, rehabilitation centres, community health services, mental health agencies, health services for older people and children with special needs, and support services for intellectually disadvantaged people. They also work as coordinators and consultants in the development and provision of services in areas such as occupational health and safety, and as private practitioners.",,,Years,,,No,No,2.0, ,,,Yes,,Health,La Trobe University,41000,Yes
Australia,Years,Bendigo,No,"Occupational therapists help individuals and communities to maximise productivity, wellbeing and quality of life through occupational participation. You will develop knowledge and skills in assessment and intervention, the therapeutic use of occupation and the adaptation of environments.Subject to completion of local requirements, graduates may be eligible to apply to practice in other countries including the UK, North America and Sweden.The course comprises 70 weeks of coursework (35 weeks per year), including 1000 hours of professional practice. First year includes a four-week full-time professional practice block; second year includes two eight-week full-time professional practice blocks and a ten-week project based learning placement. You will enrol into 120 credit points per year. For more information, please visit out Frequently Asked Questions.The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 9.",Master of Occupational Therapy Practice,MST,https://www.latrobe.edu.au/courses/master-of-occupational-therapy-practice,,English,,AUD,No,"Occupational therapists work in a wide range of health and welfare systems including general hospitals, rehabilitation centres, community health services, mental health agencies, health services for older people and children with special needs, and support services for intellectually disadvantaged people. They also work as coordinators and consultants in the development and provision of services in areas such as occupational health and safety, and as private practitioners.",,,Years,,,No,No,2.0, ,,,Yes,,Health,La Trobe University,41000,Yes
Australia,Years,Melbourne,No,"Physiotherapists assess and treat patients with temporary or long-term physical injuries, movement disorders or disabilities, aiming to achieve the highest possible degree of recovery, activity, participation and quality of life. Physiotherapists may work independently or as members of healthcare teams. They are active in the prevention of illness and injury and in the promotion of health. They are also involved in clinical research, movement rehabilitation, ergonomics and the management of healthcare organisations.Following a preparatory subject in the summer semester (Jan-Feb), in the first semester you will develop clinical reasoning, assessment and treatment skills in the core areas of cardiorespiratory, musculoskeletal and neurological physiotherapy across a lifespan. This is followed by 18 months of integrated theory and clinical practice subjects, when you will be primarily located in the clinical environment.The clinical practice and theory subjects extend outside official University semester dates. The course fosters small-group learning to master the practical aspects of physiotherapy practice. You will be given the opportunity to assess and treat patients in hospitals and other clinical settings under the supervision of a qualified clinician.Please visit our Frequently Asked Questions for more information.The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 9.",Master of Physiotherapy Practice,MST,https://www.latrobe.edu.au/courses/master-of-physiotherapy-practice,,English,,AUD,No,"Physiotherapists are employed in a wide variety of settings, including private practice, general hospitals, rehabilitation centres,community health centres, industrial clinics and specialist centres. Physiotherapists are also involved in movement rehabilitation, ergonomics and the management of healthcare organisations. You may also work in education and clinical research.",,,Years,,,No,No,2.0, ,,,Yes,,Health,La Trobe University,51400,Yes
Australia,Years,Bendigo,No,"Physiotherapists assess and treat patients with temporary or long-term physical injuries, movement disorders or disabilities, aiming to achieve the highest possible degree of recovery, activity, participation and quality of life. Physiotherapists may work independently or as members of healthcare teams. They are active in the prevention of illness and injury and in the promotion of health. They are also involved in clinical research, movement rehabilitation, ergonomics and the management of healthcare organisations.Following a preparatory subject in the summer semester (Jan-Feb), in the first semester you will develop clinical reasoning, assessment and treatment skills in the core areas of cardiorespiratory, musculoskeletal and neurological physiotherapy across a lifespan. This is followed by 18 months of integrated theory and clinical practice subjects, when you will be primarily located in the clinical environment.The clinical practice and theory subjects extend outside official University semester dates. The course fosters small-group learning to master the practical aspects of physiotherapy practice. You will be given the opportunity to assess and treat patients in hospitals and other clinical settings under the supervision of a qualified clinician.Please visit our Frequently Asked Questions for more information.The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 9.",Master of Physiotherapy Practice,MST,https://www.latrobe.edu.au/courses/master-of-physiotherapy-practice,,English,,AUD,No,"Physiotherapists are employed in a wide variety of settings, including private practice, general hospitals, rehabilitation centres,community health centres, industrial clinics and specialist centres. Physiotherapists are also involved in movement rehabilitation, ergonomics and the management of healthcare organisations. You may also work in education and clinical research.",,,Years,,,No,No,2.0, ,,,Yes,,Health,La Trobe University,51400,Yes
Australia,Years,Melbourne,No,"Podiatrists treat and manage issues relating to bone and joint disorders, such as arthritis, soft tissue and muscular pathologies, as well as neurological and circulatory diseases. We are the oldest and largest podiatry school in Australia, training over one-third of Australia's podiatry students.*Our hands-on, two-year program gives you the skills and knowledge to prevent and treat disorders of the foot and ankle.You'll learn the assessment and management skills used in podiatric practice and how to treat patients with complex medical conditions. Our course will enable you to work in different areas of podiatry such as paediatrics, surgery and sports injuries.The Discipline of Podiatry conducts its own clinic at our Melbourne Campus, where you'll be directly involved in treating patients.You'll gain further clinical experience through external placements at hospitals, community health centres and private practices, under the supervision of a skilled clinician. Placements are available in metropolitan Melbourne, rural and regional Victoria and interstate. We also offer opportunities for some overseas clinical placements.* Podiatry Board of Australia - Student Enrolment Data, July 2013The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 9.",Master of Podiatric Practice,MST,https://www.latrobe.edu.au/courses/master-of-podiatric-practice,,English,,AUD,No,"Our theoretical and clinical subjects prepare you for careers in areas like paediatrics and sports injury management as well as in specialist fields such as foot and ankle surgery. You'll be ready to treat people of all ages and be eligible to work overseas in some countries. Our graduates work in public and private practice, community health centres, hospitals and in academia.",,,Years,,,No,No,2.0, ,,,Yes,,Health,La Trobe University,,Yes
Australia,Years,City,No,"Will you help design a healthier – and safer – future?There's never been a more important time to learn about the power of public health.With an ever-increasing need for public health initiatives to prevent and protect the community from diseases, the world needs skilled professionals who understand contemporary public health research and practice.And you don't need a health background to pursue an in-demand career in public health.Our Master of Public Health will give you important foundations in systems thinking, epidemiology, policy and research methods. Learn how to gather, interpret and leverage health data to create a healthier society. Understand the key principles of promotion, protection and prevention. Develop your research skills and learn how to influence our health systems.You'll gain the skills you need to work in health systems around the world. By developing a global and multidisciplinary approach, you'll gain an understanding of public health that can genuinely influence the wellbeing of individuals, families and communities.You'll learn:Systems thinkingUnderstand how the systems in our society are intrinsically linked to the health of individual people.Epidemiology and biostatisticsLearn how to gather and interpret health data, and improve health outcomes for your community.Approaches to public healthUnderstand how theoretical principles can help you solve public health problems.Policy and practiceLearn how to create policies that can improve health outcomes and develop practices that promote better health in your community.LeadershipDevelop the confidence to lead public health initiatives.The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 9.",Master of Public Health,MST,https://www.latrobe.edu.au/courses/master-of-public-health,,English,,AUD,No,"Senior policy officerCollaborate with a range of stakeholders from government, private sector and community.Develop policy, briefings and project plans to implement best practice policy and improve people's quality of life.Health project managerDesign and manage health projects through to completion.Lead your team, negotiate with stakeholders, gain approvals, assess risks and manage budgets in line with expectations.ResearcherResearch public health problems to find solutions, recommend interventions, change policies and improve professional practice.Evaluation officerConduct research to inform projects.Design studies using qualitative and quantitative research.Contribute to reports and communicate your research findings.",,,Years,,,No,No,2.0, ,,,Yes,,Health,La Trobe University,37400,Yes
Australia,Years,City,No,"If you are currently working in the health services setting and want to expand your career into senior health management roles and to develop comprehensive skills in the theory and practice of both public health and health services management, the Master of Public Health and Master of Health Administration is designed for you.La Trobe University’s Master of Public Health and Master of Health Administration will prepare you for future  health services management roles that deal with the needs of the ageing population, integration of healthcare delivery systems, technological innovations and an increasingly complex regulatory environment. The program will provide you with the opportunity to undertake a research or practice based project enabling you to apply your skills and knowledge to real world problems.The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 9.",Master of Public Health and Master of Health Administration,MST,https://www.latrobe.edu.au/courses/master-of-public-health-and-master-of-health-administration,,English,,AUD,No,No career outcomes provided,,,Years,,,No,No,3.0, ,,,Yes,,Health,La Trobe University,40800,Yes
Australia,Years,Melbourne,No,"La Trobe's Master of Social Work is for graduates of other disciplines who wish to move into social work from a related area. The course will prepare you to work in direct practice, social policy, social research, organisational planning and administration, and to conduct effective community work.Studying with passionate students from a range of disciplines, our program will encourage you to draw on your relevant experience and challenge the way you think. Throughout the course, you'll be guided by highly qualified teaching staff with a wealth of industry experience. You'll make new contacts, grow your networks, and acquire the skills you'll need to step into a professional practice career in social work.Our curriculum is based on a philosophy of social justice. You'll develop the knowledge and skills to work effectively in a range of social policy, community and direct practice areas in the government, community and private sectors. Practical placements allow you to gain valuable skills and experience in the field by working alongside professionals. In each year of your course, you'll complete a 70-day block placement during which you'll be supervised by a qualified social worker and will work towards developing the skills required for professional practice. You might even choose to complete your placement overseas with one of our partner organisations in Fiji, India, Nepal or the Philippines.You'll have the opportunity to work in diverse and challenging fields of practice including community development, advocacy, research, mental health, education, child and family, disability, health and youth.You can study the course for two years full-time or three to four years part-time at our Albury-Wodonga, Bendigo, Melbourne, Mildura and Shepparton campuses. (Shepparton campus only available to Domestic Students).The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 9.",Master of Social Work,MST,https://www.latrobe.edu.au/courses/master-of-social-work,,English,,AUD,No,"Our graduates find work in a diverse and rewarding range of contexts including social policy, community and direct practice. They have gone on to work at organisations such as Anglicare, Centrelink and the Department of Human Services, as well as various health services and hospitals, in Australia and overseas.",,,Years,,,No,No,2.0, ,,,Yes,,Health,La Trobe University,33600,Yes
Australia,Years,Bendigo,No,"La Trobe's Master of Social Work is for graduates of other disciplines who wish to move into social work from a related area. The course will prepare you to work in direct practice, social policy, social research, organisational planning and administration, and to conduct effective community work.Studying with passionate students from a range of disciplines, our program will encourage you to draw on your relevant experience and challenge the way you think. Throughout the course, you'll be guided by highly qualified teaching staff with a wealth of industry experience. You'll make new contacts, grow your networks, and acquire the skills you'll need to step into a professional practice career in social work.Our curriculum is based on a philosophy of social justice. You'll develop the knowledge and skills to work effectively in a range of social policy, community and direct practice areas in the government, community and private sectors. Practical placements allow you to gain valuable skills and experience in the field by working alongside professionals. In each year of your course, you'll complete a 70-day block placement during which you'll be supervised by a qualified social worker and will work towards developing the skills required for professional practice. You might even choose to complete your placement overseas with one of our partner organisations in Fiji, India, Nepal or the Philippines.You'll have the opportunity to work in diverse and challenging fields of practice including community development, advocacy, research, mental health, education, child and family, disability, health and youth.You can study the course for two years full-time or three to four years part-time at our Albury-Wodonga, Bendigo, Melbourne, Mildura and Shepparton campuses. (Shepparton campus only available to Domestic Students).The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 9.",Master of Social Work,MST,https://www.latrobe.edu.au/courses/master-of-social-work,,English,,AUD,No,"Our graduates find work in a diverse and rewarding range of contexts including social policy, community and direct practice. They have gone on to work at organisations such as Anglicare, Centrelink and the Department of Human Services, as well as various health services and hospitals, in Australia and overseas.",,,Years,,,No,No,2.0, ,,,Yes,,Health,La Trobe University,33600,Yes
Australia,Years,Mildura,No,"La Trobe's Master of Social Work is for graduates of other disciplines who wish to move into social work from a related area. The course will prepare you to work in direct practice, social policy, social research, organisational planning and administration, and to conduct effective community work.Studying with passionate students from a range of disciplines, our program will encourage you to draw on your relevant experience and challenge the way you think. Throughout the course, you'll be guided by highly qualified teaching staff with a wealth of industry experience. You'll make new contacts, grow your networks, and acquire the skills you'll need to step into a professional practice career in social work.Our curriculum is based on a philosophy of social justice. You'll develop the knowledge and skills to work effectively in a range of social policy, community and direct practice areas in the government, community and private sectors. Practical placements allow you to gain valuable skills and experience in the field by working alongside professionals. In each year of your course, you'll complete a 70-day block placement during which you'll be supervised by a qualified social worker and will work towards developing the skills required for professional practice. You might even choose to complete your placement overseas with one of our partner organisations in Fiji, India, Nepal or the Philippines.You'll have the opportunity to work in diverse and challenging fields of practice including community development, advocacy, research, mental health, education, child and family, disability, health and youth.You can study the course for two years full-time or three to four years part-time at our Albury-Wodonga, Bendigo, Melbourne, Mildura and Shepparton campuses. (Shepparton campus only available to Domestic Students).The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 9.",Master of Social Work,MST,https://www.latrobe.edu.au/courses/master-of-social-work,,English,,AUD,No,"Our graduates find work in a diverse and rewarding range of contexts including social policy, community and direct practice. They have gone on to work at organisations such as Anglicare, Centrelink and the Department of Human Services, as well as various health services and hospitals, in Australia and overseas.",,,Years,,,No,No,2.0, ,,,Yes,,Health,La Trobe University,33600,Yes
Australia,Years,Shepparton,No,"La Trobe's Master of Social Work is for graduates of other disciplines who wish to move into social work from a related area. The course will prepare you to work in direct practice, social policy, social research, organisational planning and administration, and to conduct effective community work.Studying with passionate students from a range of disciplines, our program will encourage you to draw on your relevant experience and challenge the way you think. Throughout the course, you'll be guided by highly qualified teaching staff with a wealth of industry experience. You'll make new contacts, grow your networks, and acquire the skills you'll need to step into a professional practice career in social work.Our curriculum is based on a philosophy of social justice. You'll develop the knowledge and skills to work effectively in a range of social policy, community and direct practice areas in the government, community and private sectors. Practical placements allow you to gain valuable skills and experience in the field by working alongside professionals. In each year of your course, you'll complete a 70-day block placement during which you'll be supervised by a qualified social worker and will work towards developing the skills required for professional practice. You might even choose to complete your placement overseas with one of our partner organisations in Fiji, India, Nepal or the Philippines.You'll have the opportunity to work in diverse and challenging fields of practice including community development, advocacy, research, mental health, education, child and family, disability, health and youth.You can study the course for two years full-time or three to four years part-time at our Albury-Wodonga, Bendigo, Melbourne, Mildura and Shepparton campuses. (Shepparton campus only available to Domestic Students).The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 9.",Master of Social Work,MST,https://www.latrobe.edu.au/courses/master-of-social-work,,English,,AUD,No,"Our graduates find work in a diverse and rewarding range of contexts including social policy, community and direct practice. They have gone on to work at organisations such as Anglicare, Centrelink and the Department of Human Services, as well as various health services and hospitals, in Australia and overseas.",,,Years,,,No,No,2.0, ,,,Yes,,Health,La Trobe University,33600,Yes
Australia,Years,Melbourne,No,"Speech pathologists assess, diagnose, treat and provide management and advocacy services to people with communication or swallowing disorders.People with communication disorders may have difficulties in speech, language, voice, fluency, reading and spelling.All students are required to complete the bridging course which is designed to enable students to develop foundation knowledge in Speech Pathology (including human bioscience (anatomy and physiology), linguistics (phonetics and grammar) and problem based learning) which will serve as a basis for their future studies in speech pathology.Some students may be eligible for exemptions from part of the bridging course based on previous studies.This four week intensive course commences in January 2021 and finishes in mid February 2021. You will be involved in 13 hours of direct contact (PBL, lectures and on line activities, quizzes) each week for four weeks and will also be required to complete at least 13 hours of self directed study.For more information, please visit out Frequently Asked Questions.The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 9.",Master of Speech Pathology,MST,https://www.latrobe.edu.au/courses/master-of-speech-pathology,,English,,AUD,No,"Graduates practise in hospitals, community health centres, private practice, schools, rehabilitation centres and aged-care centres. Graduates can also work in areas such as health promotion and teaching, and consulting, in communication and presentation. Employment opportunities also exist in specialised centres helping people with a hearing impairment, cerebral palsy and intellectual disability.",,,Years,,,No,No,2.0, ,,,Yes,,Health,La Trobe University,45000,Yes
Australia,Years,Bendigo,No,"Speech pathologists assess, diagnose, treat and provide management and advocacy services to people with communication or swallowing disorders.People with communication disorders may have difficulties in speech, language, voice, fluency, reading and spelling.All students are required to complete the bridging course which is designed to enable students to develop foundation knowledge in Speech Pathology (including human bioscience (anatomy and physiology), linguistics (phonetics and grammar) and problem based learning) which will serve as a basis for their future studies in speech pathology.Some students may be eligible for exemptions from part of the bridging course based on previous studies.This four week intensive course commences in January 2021 and finishes in mid February 2021. You will be involved in 13 hours of direct contact (PBL, lectures and on line activities, quizzes) each week for four weeks and will also be required to complete at least 13 hours of self directed study.For more information, please visit out Frequently Asked Questions.The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 9.",Master of Speech Pathology,MST,https://www.latrobe.edu.au/courses/master-of-speech-pathology,,English,,AUD,No,"Graduates practise in hospitals, community health centres, private practice, schools, rehabilitation centres and aged-care centres. Graduates can also work in areas such as health promotion and teaching, and consulting, in communication and presentation. Employment opportunities also exist in specialised centres helping people with a hearing impairment, cerebral palsy and intellectual disability.",,,Years,,,No,No,2.0, ,,,Yes,,Health,La Trobe University,45000,Yes
Australia,Year,Melbourne,No,"At the highest levels of sport, the smallest advantage can make the difference between a champion and a runner up. Launch your career in a $500 billion global industry* and enter the next era of competitive sport.With support from La Trobe academics and representatives from our industry partners you'll gain advanced skills in data warehousing and analytics, with a specialist focus on elite sport content. You'll study using cutting-edge tools and data sources provided by experts in the field.Learn to recognise the opportunities in data, and to deliver insights on strategy, recruitment and performance using data visualisations taught in La Trobe's state of the art VisLabs. Armed with regular talks from leading sports analysts, you'll consistently put theory into practice with a project-based learning model designed by our industry partners:Carlton F.C.Melbourne City F.C.CatapultOptusThe Master of Sport Analytics has been designed with a range of educational and working backgrounds in mind. Whether you're an exercise science, mathematics or computer science graduate, or you're already working in the industry, this course will provide you with the knowledge and skills you need to excel in this rapidly growing profession.You will have the opportunity to undertake a research or  practical coursework project, this will provide students with  options suited to their intended career pathways.* Plunkett Research Limited, (2014, November 11), Industry Statistics: Sports & Recreation Business Statistics Analysis.The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 9.",Master of Sport Analytics,MST,https://www.latrobe.edu.au/courses/master-of-sport-analytics,,English,,AUD,No,No career outcomes provided,,,Years,,,No,No,1.0, ,,,Yes,,Health,La Trobe University,38200,Yes
Australia,Year,City,No,"The Graduate Diploma in Business Analytics is a specialised degree that aims to give you the skills to solve the problems of modern businesses.This multi-disciplinary course draws upon knowledge and skills in business, statistics, computer science, and soft personal skills such as communication and critical thinking. The course covers foundation and advanced business analytics by using state-of-the-art tools to showcase the practical application of knowledge and skills. It also has a strong industry presence to ensure that you're kept up-to-date with the latest developments in this field.The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 8.",Graduate Diploma in Business Analytics,GDIP,https://www.latrobe.edu.au/courses/graduate-diploma-in-business-analytics,,English,,AUD,No,"In Australia, the need for analytical professionals is at an all-time high across a range of industries including banking, retail, sport, science, entertainment, health and public services.",,,Years,,,No,No,1.0, ,,,Yes,,IT and engineering,La Trobe University,35800,Yes
Australia,Year,Melbourne,No,"This course trains computing professionals in advanced and innovative areas of computer science and information. You'll have the opportunity either to upgrade your knowledge and skills in a broad range of areas or to specialise in key areas such as artificial intelligence, games technology, software engineering and software systems, and computer communications and networking. The course forms the first year of the Master of Computer Science.The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 8.",Graduate Diploma in Computer Science,GDIP,https://www.latrobe.edu.au/courses/graduate-diploma-in-computer-science,,English,,AUD,No,No career outcomes provided,,,Years,,,No,No,1.0, ,,,Yes,,IT and engineering,La Trobe University,41000,Yes
Australia,Years,Melbourne,No,"The AI revolution is here. Will you join us?Artificial intelligence (AI) is one of the most powerful forces behind digital disruption. And it's set to inject $15.7 trillion into the global economy by 2030.*La Trobe's Master of Artificial Intelligence will set you on an exciting new path. It's the only Masters in AI in Australia that allows you to specialise in key technical areas, including interactive media and computer vision, or natural language processing.  And you can also follow your curiosity, choosing from a wide range of electives including cybersecurity, big data, digital business and digital health.Learn to use AI technology in a wide range of contexts, including digital healthcare, smart manufacturing, smart cities, sustainable energy infrastructure, precision agriculture and more. You'll learn from world-renowned lecturers who are leading the advancement of virtual reality and computer engineering.Get a hands-on approach. Use your AI skills to solve real-world problems, take on an industry-based project with leading organisations including Microsoft, Optus, 4Pi Labs, Aerion, Quantum Victoria, Nanjing University of Information Science and Technology, Pivot Maritime International and Axicor.You'll learn: Problem-solving with AI  Discover how research skills and deep learning algorithms are used to develop AI-based solutions to real-world problems.   Machine learning  Learn how to analyse data to design, implement and evaluate machine learning techniques for solving real-world problems.   Deep learning techniques  Explore deep learning techniques and apply them to AI functions like image recognition, machine translation and speech synthesis.  Social, legal and ethical impact of AI  Gain an understanding of the legal, moral and societal issues faced by today's IT industry and their impact on how AI technology is used.  *PwC, 2017,Global Artificial Intelligence Study: Sizing the price.The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 9.",Master of Artificial Intelligence,MST,https://www.latrobe.edu.au/courses/master-of-artificial-intelligence,,English,,AUD,No," Artificial intelligence architect  Use artificial intelligence to improve processes and create new business opportunities.   Software engineer  Use engineering principles and computer language to design, develop and maintain software systems.   Machine learning engineer  Design, program, simulate and test machine-learning models and retraining systems.   Data scientist  Work with computer hardware systems and networks to optimise their performance.   Robotics engineer  Design and maintain robots and their electronic systems.   Business intelligence developer  Design, develop and maintain business intelligence solutions.  ",,,Years,,,No,No,2.0, ,,,Yes,,IT and engineering,La Trobe University,37800,Yes
Australia,Years,City,No,"Decode your future As digital technology becomes more powerful, businesses are amassing a wealth of data. But machines can't make business decisions alone. Today, employers are looking for creative minds to find innovative solutions.To help make sense of our complex world, we've carefully designed our Master of Business Analytics to give you a solid foundation in business, data analytics and digital innovation. It'll give you practical skills to grow your career and help develop your interpersonal and communication skills, critical thinking, creativity and business acumen.Business analysts are in highly sought-after * . In Australia alone, there's expected to be demand for 227,000 analysts by 2024. **  La Trobe's unique Centre for Data Analytics and Cognition (CDAC) works with leading international research groups to develop industry solutions and conduct world-class research into artificial intelligence and advanced analytics. All CDAC staff teach in the Master of Business Analytics.Our Master of Business Analytics will connect you with industry leaders like SAS and Microsoft. You could also have the opportunity for a voluntary internship with leading organisations like PricewaterhouseCoopers (PwC), NORTH Link and Coles.La Trobe's Master of Business Analytics is one of the few courses in Australia where you'll graduate with SAS certificate, in addition to your degree. That means you'll also have a Certificate in Business Analytics from SAS on your resume.Are you ready to cut your own path through today's digital disruption? It's time to create clever solutions.You'll learn:  Business analytics  Understand the unique needs of businesses and learn how to improve their processes.    Digital disruption  Learn how to harness and leverage the power of new digital technologies.    Statistics and data wrangling  Process complex data and use it for the advantage of businesses and organisations.    Advanced analytical tools  Develop high-level skills to manage big data using a range of analytics tools.    *  Deloitte Access Economics. (2018).  The future of work: Occupational and education trends in data science in Australia    **  Australian Government Labour Market Information Portal, 2020,  Employment Projections  The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 9.",Master of Business Analytics ,MST,https://www.latrobe.edu.au/courses/master-of-business-analytics,,English,,AUD,No, Data analyst  Understand complex data and leverage it to the advantage of businesses and organisations.    Business analyst  Understand how businesses run and use data to solve problems and improve processes.   Market research analyst  Interpret market research and find data-driven solutions for businesses.   Business consultant  Develop business plans and help organisations to improve their operations.  ,,,Years,,,No,No,2.0, ,,,Yes,,IT and engineering,La Trobe University,34400,Yes
Australia,Years,Melbourne,No,"Take charge of the infrastructure for future generations.Due to multimillion growth in the construction industry, employers are looking for professionals with civil engineering experience who can also meet the demands of multidisciplinary construction environments.La Trobe's Master of Construction and Engineering Management gives you the blend of knowledge and skills to meet this challenge. You'll learn how to manage complex building, civil or infrastructure projects while implementing sustainable industry practices.Build skills in project financing and cost control, project negotiation and consultative engagement. You'll also have the opportunity to gain hands-on experience and build industry contracts with a six-month (800-hour) industry-based learning placement, provided you meet the required academic and work-ready criteria.Alternatively, you could join a research team on an advanced engineering project. Get real-world experience with our industry partners, including Coffey, John Holland and Fulton Hogan.You'll learn: Australian engineering environment and sustainability practices  Gain an understanding of Australian engineering industry sustainability practices and build attributes required to make a successful transition from university to the world of work.   Construction management   Build skills in project planning, professional development and financing to manage people and deliver results.   Infrastructure design  Learn civil engineering essentials such as site analysis, conceptual site design, traffic impact assessment and designing infrastructure elements.   Advanced construction systems  Discover the technology, design procedures, structural analysis and management techniques used in the construction industry.   The qualification awarded on graduation is recognised in the Australian Qualifications Framework (AQF) as Level 9.",Master of Construction and Engineering Management,MST,https://www.latrobe.edu.au/courses/master-of-construction-and-engineering-management,,English,,AUD,No," Construction manager  Direct staff on the day-to-day operation of job sites and oversee construction projects from beginning to end.   Engineering manager  Plan and oversee technical operations to help deliver civil engineering and construction projects.   Project engineer  Plan, organise and oversee the construction of civil engineering projects either on-site or in the office.   ",,,Years,,,No,No,2.0, ,,,Yes,,IT and engineering,La Trobe University,37200,Yes
