Level_Code,University,City,Course,Faculty,Int_Fees,Local_Fees,Currency,Currency_Time,Duration,Duration_Time,Full_Time,Part_Time,Prerequisite_1,Prerequisite_2,Prerequisite_1_grade_1,Prerequisite_2_grade_2,Website,Course_Lang,Availability,Description,Career_Outcomes/path,Country,Online,Offline,Distance,Face_to_Face,Blended,Remarks,Course Delivery Mode,FREE TAFE,Subject_or_Unit_1,Subject_Objective_1,Subject_Description_1,Subject_or_Unit_2,Subject_Objective_2,Subject_Description_2,Subject_or_Unit_3,Subject_Objective_3,Subject_Description_3,Subject_or_Unit_4,Subject_Objective_4,Subject_Description_4,Subject_or_Unit_5,Subject_Objective_5,Subject_Description_5,Subject_or_Unit_6,Subject_Objective_6,Subject_Description_6,Subject_or_Unit_7,Subject_Objective_7,Subject_Description_7,Subject_or_Unit_8,Subject_Objective_8,Subject_Description_8,Subject_or_Unit_9,Subject_Objective_9,Subject_Description_9,Subject_or_Unit_10,Subject_Objective_10,Subject_Description_10,Subject_or_Unit_11,Subject_Objective_11,Subject_Description_11,Subject_or_Unit_12,Subject_Objective_12,Subject_Description_12,Subject_or_Unit_13,Subject_Objective_13,Subject_Description_13,Subject_or_Unit_14,Subject_Objective_14,Subject_Description_14,Subject_or_Unit_15,Subject_Objective_15,Subject_Description_15,Subject_or_Unit_16,Subject_Objective_16,Subject_Description_16,Subject_or_Unit_17,Subject_Objective_17,Subject_Description_17,Subject_or_Unit_18,Subject_Objective_18,Subject_Description_18,Subject_or_Unit_19,Subject_Objective_19,Subject_Description_19,Subject_or_Unit_20,Subject_Objective_20,Subject_Description_20,Subject_or_Unit_21,Subject_Objective_21,Subject_Description_21,Subject_or_Unit_22,Subject_Objective_22,Subject_Description_22,Subject_or_Unit_23,Subject_Objective_23,Subject_Description_23,Subject_or_Unit_24,Subject_Objective_24,Subject_Description_24,Subject_or_Unit_25,Subject_Objective_25,Subject_Description_25,Subject_or_Unit_26,Subject_Objective_26,Subject_Description_26,Subject_or_Unit_27,Subject_Objective_27,Subject_Description_27,Subject_or_Unit_28,Subject_Objective_28,Subject_Description_28,Subject_or_Unit_29,Subject_Objective_29,Subject_Description_29,Subject_or_Unit_30,Subject_Objective_30,Subject_Description_30,Subject_or_Unit_31,Subject_Objective_31,Subject_Description_31,Subject_or_Unit_32,Subject_Objective_32,Subject_Description_32,Subject_or_Unit_33,Subject_Objective_33,Subject_Description_33,Subject_or_Unit_34,Subject_Objective_34,Subject_Description_34,Subject_or_Unit_35,Subject_Objective_35,Subject_Description_35,Subject_or_Unit_36,Subject_Objective_36,Subject_Description_36,Subject_or_Unit_37,Subject_Objective_37,Subject_Description_37,Subject_or_Unit_38,Subject_Objective_38,Subject_Description_38,Subject_or_Unit_39,Subject_Objective_39,Subject_Description_39,Subject_or_Unit_40,Subject_Objective_40,Subject_Description_40
CERTIV,Chisholm Institute,Melbourne,Certificate IV In EAL (Further Study),,N/A,5100,AUD,Years,17.0,Weeks,Yes,Yes,ATAR,IELTS,,N/A,https://www.chisholm.edu.au/courses/certificate-iv/eal-further-study,English,D,"Refine your English language skills and set yourself up for further study.The Certificate IV in English as an Additional Language (Further Study) will give you the opportunity to extend your English language skills, develop your academic writing and researching ability, gain confidence in presentations and group projects and prepare you for your next step in vocational or university study.Please note that, due to the COVID-19 pandemic and social distancing requirements, to continue your learning journey, this program will be delivered remotely where possible.  Participants will be required to engage with learning material online and via video conferencing software rather than attend classes.  Refer to our COVID-19 Online Service Standards for details of minimum technical requirements and support available. While it is expected that the course duration will remain unchanged, it may be necessary to extend the completion date if circumstances change. Chisholm will be monitoring the situation closely and inform of any changes if the duration of a course is extended.If you have any queries on a course delivery please contact our student information centre on 1300 244 746 or enquiries@chisholm.edu.au.","assistant designer, social justice worker, medical administrator, human resources manager, business development manager, marketing officer, project manager, sales manager",Australia,No,Yes,No,Yes,No,,Normal,No,BSBRES401,Analyse and present research information,,VU22649,Use critical reading skills to analyse study tasks,,VU22647,Take notes from complex spoken texts for study purposes,,VU21881,Apply essential further study skills,,VU22650,Use language analysis skills to review own texts,,VU22645,Give complex presentations for study purposes,,VU22648,Read and write complex texts for study purposes,,VU22411,Research pathways and produce a learning plan and portfolio,,VU22646,Participate in complex spoken discourse for study purposes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTI,Chisholm Institute,Melbourne,Certificate I in General Education for Adults,,N/A,4620,AUD,Years,20.0,Weeks,Yes,No,ATAR,IELTS,,N/A,https://www.chisholm.edu.au/courses/certificate-i/general-education-for-adults,English,D,"Get a fresh start and open up your study and employment opportunities Build your literacy, numeracy, communication and employability skills with the Certificate I in General Education for Adults (CGEA).Part of the Foundation programs, the Certificate I in General Education for Adults gives you a fresh start in an alternative setting to secondary education. The emphasis is on bridging learning gaps and developing your literacy and numeracy skills in preparation for future study or employment.Please note that, due to the COVID-19 pandemic and social distancing requirements, to continue your learning journey, this program will be delivered remotely where possible.  Participants will be required to engage with learning material online and via video conferencing software rather than attend classes.  Refer to our COVID-19 Online Service Standards for details of minimum technical requirements and support available. While it is expected that the course duration will remain unchanged, it may be necessary to extend the completion date if circumstances change. Chisholm will be monitoring the situation closely and inform of any changes if the duration of a course is extended.If you have any queries on a course delivery please contact our student information centre on 1300 244 746 or enquiries@chisholm.edu.au.","retail assistant, office junior, factory hand, apprentice, administration assistant, sales assistant, customer service officer, administration officer, apprenticeship",Australia,No,Yes,No,Yes,No,,Normal,No,VU22391,Create texts of limited complexity for personal purposes,,VU22394,Create texts of limited complexity to participate in the community,,VU22384,Develop and document a learning plan and portfolio,,VU22386,Engage with texts of limited complexity for personal purposes,,VU22389,Engage with texts of limited complexity to participate in the community,,VU22392,Create texts of limited complexity for learning purposes,,VU22387,Engage with texts of limited complexity for learning purposes,,VU21666,Participate in job seeking activities,,VU22401,Undertake a simple investigation of science in the community,,VU22402,Undertake a simple investigation of health and well being,,ICTICT103,"Use, communicate and search securely on the internet",,VU22395,Work with a range of numbers and money in familiar and routine situations,,VU22396,Work with and interpret directions in familiar and routine situations,,VU22399,Work with design and shape in familiar and routine,,VU22397,Work with measurement in familiar and routine situations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTI,Chisholm Institute,Melbourne,Certificate I in General Education for Adults,,N/A,4620,AUD,Years,20.0,Weeks,Yes,No,ATAR,IELTS,,N/A,https://www.chisholm.edu.au/courses/certificate-i/general-education-for-adults,English,D,"Get a fresh start and open up your study and employment opportunities Build your literacy, numeracy, communication and employability skills with the Certificate I in General Education for Adults (CGEA).Part of the Foundation programs, the Certificate I in General Education for Adults gives you a fresh start in an alternative setting to secondary education. The emphasis is on bridging learning gaps and developing your literacy and numeracy skills in preparation for future study or employment.Please note that, due to the COVID-19 pandemic and social distancing requirements, to continue your learning journey, this program will be delivered remotely where possible.  Participants will be required to engage with learning material online and via video conferencing software rather than attend classes.  Refer to our COVID-19 Online Service Standards for details of minimum technical requirements and support available. While it is expected that the course duration will remain unchanged, it may be necessary to extend the completion date if circumstances change. Chisholm will be monitoring the situation closely and inform of any changes if the duration of a course is extended.If you have any queries on a course delivery please contact our student information centre on 1300 244 746 or enquiries@chisholm.edu.au.","retail assistant, office junior, factory hand, apprentice, administration assistant, sales assistant, customer service officer, administration officer, apprenticeship",Australia,No,Yes,No,Yes,No,,Normal,No,VU22391,Create texts of limited complexity for personal purposes,,VU22394,Create texts of limited complexity to participate in the community,,VU22384,Develop and document a learning plan and portfolio,,VU22386,Engage with texts of limited complexity for personal purposes,,VU22389,Engage with texts of limited complexity to participate in the community,,VU22392,Create texts of limited complexity for learning purposes,,VU22387,Engage with texts of limited complexity for learning purposes,,VU21666,Participate in job seeking activities,,VU22401,Undertake a simple investigation of science in the community,,VU22402,Undertake a simple investigation of health and well being,,ICTICT103,"Use, communicate and search securely on the internet",,VU22395,Work with a range of numbers and money in familiar and routine situations,,VU22396,Work with and interpret directions in familiar and routine situations,,VU22399,Work with design and shape in familiar and routine,,VU22397,Work with measurement in familiar and routine situations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTI,Chisholm Institute,Melbourne,Certificate I in General Education for Adults,,N/A,4620,AUD,Years,20.0,Weeks,Yes,No,ATAR,IELTS,,N/A,https://www.chisholm.edu.au/courses/certificate-i/general-education-for-adults,English,D,"Get a fresh start and open up your study and employment opportunities Build your literacy, numeracy, communication and employability skills with the Certificate I in General Education for Adults (CGEA).Part of the Foundation programs, the Certificate I in General Education for Adults gives you a fresh start in an alternative setting to secondary education. The emphasis is on bridging learning gaps and developing your literacy and numeracy skills in preparation for future study or employment.Please note that, due to the COVID-19 pandemic and social distancing requirements, to continue your learning journey, this program will be delivered remotely where possible.  Participants will be required to engage with learning material online and via video conferencing software rather than attend classes.  Refer to our COVID-19 Online Service Standards for details of minimum technical requirements and support available. While it is expected that the course duration will remain unchanged, it may be necessary to extend the completion date if circumstances change. Chisholm will be monitoring the situation closely and inform of any changes if the duration of a course is extended.If you have any queries on a course delivery please contact our student information centre on 1300 244 746 or enquiries@chisholm.edu.au.","retail assistant, office junior, factory hand, apprentice, administration assistant, sales assistant, customer service officer, administration officer, apprenticeship",Australia,No,Yes,No,Yes,No,,Normal,No,VU22391,Create texts of limited complexity for personal purposes,,VU22394,Create texts of limited complexity to participate in the community,,VU22384,Develop and document a learning plan and portfolio,,VU22386,Engage with texts of limited complexity for personal purposes,,VU22389,Engage with texts of limited complexity to participate in the community,,VU22392,Create texts of limited complexity for learning purposes,,VU22387,Engage with texts of limited complexity for learning purposes,,VU21666,Participate in job seeking activities,,VU22401,Undertake a simple investigation of science in the community,,VU22402,Undertake a simple investigation of health and well being,,ICTICT103,"Use, communicate and search securely on the internet",,VU22395,Work with a range of numbers and money in familiar and routine situations,,VU22396,Work with and interpret directions in familiar and routine situations,,VU22399,Work with design and shape in familiar and routine,,VU22397,Work with measurement in familiar and routine situations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTI,Chisholm Institute,Melbourne,Certificate I in General Education for Adults (Introductory),,N/A,4228,AUD,Years,1.0,Year,Yes,No,ATAR,IELTS,,N/A,https://www.chisholm.edu.au/courses/certificate-i/general-education-for-adults-introductory,English,D,"Start building your literacy, numeracy, communication and employability skills with the Certificate I in General Education for Adults (Introductory).Part of the Foundation programs, the Certificate I in General Education for Adults (Introductory) gives you a fresh start in an alternative setting to secondary education. The emphasis is on bridging learning gaps and when you complete this course, you’ll be better prepared for future study or employment.Please note that, due to the COVID-19 pandemic and social distancing requirements, to continue your learning journey, this program will be delivered remotely where possible.  Participants will be required to engage with learning material online and via video conferencing software rather than attend classes.  Refer to our COVID-19 Online Service Standards for details of minimum technical requirements and support available. While it is expected that the course duration will remain unchanged, it may be necessary to extend the completion date if circumstances change. Chisholm will be monitoring the situation closely and inform of any changes if the duration of a course is extended.If you have any queries on a course delivery please contact our student information centre on 1300 244 746 or enquiries@chisholm.edu.au.","office junior, factory hand, retail assistant, administration assistant, sales assistant, customer service officer, administration officer, apprenticeship",Australia,No,Yes,No,Yes,No,,Normal,No,VU22359,Conduct a project with guidance,,VU22367,Create simple texts for employment purposes,,VU22366,Create simple texts for learning purposes,,VU22365,Create simple texts for personal purposes,,VU22368,Create simple texts to participate in the community,,VU22362,Engage with simple texts for employment purposes,,VU22361,Engage with simple texts for learning purposes,,VU22360,Engage with simple texts for personal purposes,,VU22358,Develop learning goals,,VU22363,Engage with simple texts to participate in the community,,VU22450,Work with and interpret simple directions in familiar situations,,VU22371,Work with simple design and shape in familiar situations,,VU22370,Work with simple measurements in familiar situations,,VU22369,Work with simple numbers and money in familiar situations,,VU21314,Apply basic computer skills to language learning,,BSBITU201,Produce simple word processed documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTI,Chisholm Institute,Melbourne,Certificate I in General Education for Adults (Introductory),,N/A,4228,AUD,Years,1.0,Year,Yes,No,ATAR,IELTS,,N/A,https://www.chisholm.edu.au/courses/certificate-i/general-education-for-adults-introductory,English,D,"Start building your literacy, numeracy, communication and employability skills with the Certificate I in General Education for Adults (Introductory).Part of the Foundation programs, the Certificate I in General Education for Adults (Introductory) gives you a fresh start in an alternative setting to secondary education. The emphasis is on bridging learning gaps and when you complete this course, you’ll be better prepared for future study or employment.Please note that, due to the COVID-19 pandemic and social distancing requirements, to continue your learning journey, this program will be delivered remotely where possible.  Participants will be required to engage with learning material online and via video conferencing software rather than attend classes.  Refer to our COVID-19 Online Service Standards for details of minimum technical requirements and support available. While it is expected that the course duration will remain unchanged, it may be necessary to extend the completion date if circumstances change. Chisholm will be monitoring the situation closely and inform of any changes if the duration of a course is extended.If you have any queries on a course delivery please contact our student information centre on 1300 244 746 or enquiries@chisholm.edu.au.","office junior, factory hand, retail assistant, administration assistant, sales assistant, customer service officer, administration officer, apprenticeship",Australia,No,Yes,No,Yes,No,,Normal,No,VU22359,Conduct a project with guidance,,VU22367,Create simple texts for employment purposes,,VU22366,Create simple texts for learning purposes,,VU22365,Create simple texts for personal purposes,,VU22368,Create simple texts to participate in the community,,VU22362,Engage with simple texts for employment purposes,,VU22361,Engage with simple texts for learning purposes,,VU22360,Engage with simple texts for personal purposes,,VU22358,Develop learning goals,,VU22363,Engage with simple texts to participate in the community,,VU22450,Work with and interpret simple directions in familiar situations,,VU22371,Work with simple design and shape in familiar situations,,VU22370,Work with simple measurements in familiar situations,,VU22369,Work with simple numbers and money in familiar situations,,VU21314,Apply basic computer skills to language learning,,BSBITU201,Produce simple word processed documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTI,Chisholm Institute,Melbourne,Certificate I In Initial Adult Literacy And Numeracy,,N/A,8939,AUD,Years,6.0,Months,Yes,Yes,ATAR,IELTS,,N/A,https://www.chisholm.edu.au/courses/certificate-i/initial-adult-literacy-and-numeracy,English,D,"An alternative for students wanting to step out of the school system, this course is designed for people with special learning needs. Full time students will need to attend five days a week for 20 hours for up to six months.Part of the Foundation programs, the Certificate I in Initial Adult Literacy and Numeracy will help you develop skills to plan your learning, while assisting you in developing your literacy and numeracy. TIMETABLEStudents will need to attend five days a week for 20 hours for up to six months.For information on student support provided while studying at Chisholm, visit our Current Students site. Here you will also find important information on student life, student activities, careers and counselling support.  A concise summary can be found in our Student Guide, including information on withdrawals, refunds and complaints. Please note that, due to the COVID-19 pandemic and social distancing requirements, to continue your learning journey, this program will be delivered remotely where possible.  Participants will be required to engage with learning material online and via video conferencing software rather than attend classes.  Refer to our COVID-19 Online Service Standards for details of minimum technical requirements and support available. While it is expected that the course duration will remain unchanged, it may be necessary to extend the completion date if circumstances change. Chisholm will be monitoring the situation closely and inform of any changes if the duration of a course is extended.If you have any queries on a course delivery please contact our student information centre on 1300 244 746 or enquiries@chisholm.edu.au.",retail assistant,Australia,No,Yes,No,Yes,No,,Normal,No,VU22907,Read simple phrases,,VU22904,Recognise and use time,,VU22908,Write simple phrases,,VU22909,Communicate orally using simple phrases,,VU22910,Read simple sentences,,VU22919,Use simple liquid measures,,VU22921,Use coins and notes,,VU22922,Use simple addition skills,,VU22912,Communicate orally using simple sentences,,VU22923,Use simple subtraction skills,,VU22920,Use simple linear measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTI,Chisholm Institute,Melbourne,Certificate I In Initial Adult Literacy And Numeracy,,N/A,8939,AUD,Years,6.0,Months,Yes,Yes,ATAR,IELTS,,N/A,https://www.chisholm.edu.au/courses/certificate-i/initial-adult-literacy-and-numeracy,English,D,"An alternative for students wanting to step out of the school system, this course is designed for people with special learning needs. Full time students will need to attend five days a week for 20 hours for up to six months.Part of the Foundation programs, the Certificate I in Initial Adult Literacy and Numeracy will help you develop skills to plan your learning, while assisting you in developing your literacy and numeracy. TIMETABLEStudents will need to attend five days a week for 20 hours for up to six months.For information on student support provided while studying at Chisholm, visit our Current Students site. Here you will also find important information on student life, student activities, careers and counselling support.  A concise summary can be found in our Student Guide, including information on withdrawals, refunds and complaints. Please note that, due to the COVID-19 pandemic and social distancing requirements, to continue your learning journey, this program will be delivered remotely where possible.  Participants will be required to engage with learning material online and via video conferencing software rather than attend classes.  Refer to our COVID-19 Online Service Standards for details of minimum technical requirements and support available. While it is expected that the course duration will remain unchanged, it may be necessary to extend the completion date if circumstances change. Chisholm will be monitoring the situation closely and inform of any changes if the duration of a course is extended.If you have any queries on a course delivery please contact our student information centre on 1300 244 746 or enquiries@chisholm.edu.au.",retail assistant,Australia,No,Yes,No,Yes,No,,Normal,No,VU22907,Read simple phrases,,VU22904,Recognise and use time,,VU22908,Write simple phrases,,VU22909,Communicate orally using simple phrases,,VU22910,Read simple sentences,,VU22919,Use simple liquid measures,,VU22921,Use coins and notes,,VU22922,Use simple addition skills,,VU22912,Communicate orally using simple sentences,,VU22923,Use simple subtraction skills,,VU22920,Use simple linear measures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTI,Chisholm Institute,Melbourne,Certificate I In Transition Education,,N/A,17713,AUD,Years,1.0,Year,Yes,Yes,ATAR,IELTS,,N/A,https://www.chisholm.edu.au/courses/certificate-i/transition-education,English,D,"Transition into an adult learning environment and develop valuable skills in a supportive mainstream setting. This course is designed for people with special learning needs. This certificate will help you develop skills to plan your learning, access community services, and gain a wide range of communication skills. When you complete the Certificate I in Transition Education, you’ll have improved social and life skills and the confidence to take the next step on your personal development journey.Please note that, due to the COVID-19 pandemic and social distancing requirements, to continue your learning journey, this program will be delivered remotely where possible.  Participants will be required to engage with learning material online and via video conferencing software rather than attend classes.  Refer to our COVID-19 Online Service Standards for details of minimum technical requirements and support available. While it is expected that the course duration will remain unchanged, it may be necessary to extend the completion date if circumstances change. Chisholm will be monitoring the situation closely and inform of any changes if the duration of a course is extended.If you have any queries on a course delivery please contact our student information centre on 1300 244 746 or enquiries@chisholm.edu.au.","retail assistant, pre-apprenticeship, retail assistant",Australia,No,Yes,No,Yes,No,,Normal,No,VU21778,Participate in travel activities,,VU21780,Participate in the community,,VU21782,Explore personal health issues,,VU21777,Enhance self development,,VU21776,Develop and document a learning plan with support,,VU21779,"Investigate future options for further training, work or community activities",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTI,Chisholm Institute,Melbourne,Certificate I In Transition Education,,N/A,17713,AUD,Years,1.0,Year,Yes,Yes,ATAR,IELTS,,N/A,https://www.chisholm.edu.au/courses/certificate-i/transition-education,English,D,"Transition into an adult learning environment and develop valuable skills in a supportive mainstream setting. This course is designed for people with special learning needs. This certificate will help you develop skills to plan your learning, access community services, and gain a wide range of communication skills. When you complete the Certificate I in Transition Education, you’ll have improved social and life skills and the confidence to take the next step on your personal development journey.Please note that, due to the COVID-19 pandemic and social distancing requirements, to continue your learning journey, this program will be delivered remotely where possible.  Participants will be required to engage with learning material online and via video conferencing software rather than attend classes.  Refer to our COVID-19 Online Service Standards for details of minimum technical requirements and support available. While it is expected that the course duration will remain unchanged, it may be necessary to extend the completion date if circumstances change. Chisholm will be monitoring the situation closely and inform of any changes if the duration of a course is extended.If you have any queries on a course delivery please contact our student information centre on 1300 244 746 or enquiries@chisholm.edu.au.","retail assistant, pre-apprenticeship, retail assistant",Australia,No,Yes,No,Yes,No,,Normal,No,VU21778,Participate in travel activities,,VU21780,Participate in the community,,VU21782,Explore personal health issues,,VU21777,Enhance self development,,VU21776,Develop and document a learning plan with support,,VU21779,"Investigate future options for further training, work or community activities",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTI,Chisholm Institute,Melbourne,Certificate I In Work Education,,N/A,17555,AUD,Years,1.0,Year,Yes,Yes,ATAR,IELTS,,N/A,https://www.chisholm.edu.au/courses/certificate-i/work-education,English,D,"Prepare yourself for further education or entry-level employment with this hands-on course, designed for people with special learning needs.  The Certificate I in Work Education will provide you with a broad range of practical experience and an understanding of basic workplace expectations.During the course you’ll learn how to work and communicate effectively in the workplace, participate in OHS processes, operate a personal computer, develop a vocational learning plan, apply basic mathematical concepts, develop personal management skills, and participate in job-seeking activities and practical placement with support.Please note that, due to the COVID-19 pandemic and social distancing requirements, to continue your learning journey, this program will be delivered remotely where possible. Participants will be required to engage with theoretical components of the course online and via video conferencing software rather than attend classes.  Refer to our COVID-19 Online Service Standards for details of minimum technical requirements and support available. Practical skills training and assessment will be carried out in scheduled small classes to meet social distancing requirements.  Practical Placement is a required component of this course and will be scheduled as soon as possible with an appropriate placement host.  Given the current environment, however, this may take longer than normal and therefore, expected completion dates for the course may need to be extended to take account of deferred placement.If you have any queries on the practical placement of a course, please contact our student information centre on 1300 244 746 or enquiries@chisholm.edu.au.","pre-apprenticeship, retail assistant",Australia,No,Yes,No,Yes,No,,Normal,No,VU21774,Participate in practical placement with support,,VU21775,Develop interpersonal communication skills for the workplace,,VU21664,Prepare for employment,,BSBWHS201,Contribute to health and safety of self and others,,VU21772,Develop personal management skills for work,,VU21666,Participate in job seeking activities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERT,Chisholm Institute,Melbourne,VCAL - Victorian Certificate Of Applied Learning (Foundation),,N/A,8775,AUD,Years,35.0,Weeks,Yes,No,ATAR,IELTS,,N/A,https://www.chisholm.edu.au/courses/certificate-i/vcal--victorian-certificate-of-applied-learning-foundation,English,D,"The VCAL - Victorian Certificate of Applied Learning (Foundation) VCALFND001 course offers you a fresh start in an alternative setting to secondary education. Part of the Foundation programs, VCAL Foundation will build your literacy and numeracy skills, improve your personal development and prepare you for further study.  During the course you will develop employability skills such as team work, problem solving and communication skills through vocational experience and community involvement.Please note that, due to the COVID-19 pandemic and social distancing requirements, to continue your learning journey, this program will be delivered remotely where possible.  Participants will be required to engage with learning material online and via video conferencing software rather than attend classes.  Refer to our COVID-19 Online Service Standards for details of minimum technical requirements and support available. While it is expected that the course duration will remain unchanged, it may be necessary to extend the completion date if circumstances change. Chisholm will be monitoring the situation closely and inform of any changes if the duration of a course is extended.If you have any queries on a course delivery please contact our student information centre on 1300 244 746 or enquiries@chisholm.edu.au.","factory hand, retail assistant, apprenticeship, office junior",Australia,No,Yes,No,Yes,No,,Normal,No,VU21315,Access the internet for language learning,,PDS011,Personal development skills unit 1 (foundation),,SITHFAB009A,Provide responsible service of alcohol,,NUM011,Numeracy Skills Foundation,,VU21330,Create texts of limited complexity for learning purposes,,VU21324,Plan and undertake a project,,SITHFAB012B,Prepare and serve espresso coffee,,LIT011,Literacy Skills Foundation Reading and Writing,,VU21323,Develop and document a learning plan and portfolio,,VU21343,Undertake a simple investigation of health and well being,,VU21333,Work with a range of numbers and money in familiar and routine situations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERT,Chisholm Institute,Melbourne,VCAL - Victorian Certificate Of Applied Learning (Foundation),,N/A,8775,AUD,Years,35.0,Weeks,Yes,No,ATAR,IELTS,,N/A,https://www.chisholm.edu.au/courses/certificate-i/vcal--victorian-certificate-of-applied-learning-foundation,English,D,"The VCAL - Victorian Certificate of Applied Learning (Foundation) VCALFND001 course offers you a fresh start in an alternative setting to secondary education. Part of the Foundation programs, VCAL Foundation will build your literacy and numeracy skills, improve your personal development and prepare you for further study.  During the course you will develop employability skills such as team work, problem solving and communication skills through vocational experience and community involvement.Please note that, due to the COVID-19 pandemic and social distancing requirements, to continue your learning journey, this program will be delivered remotely where possible.  Participants will be required to engage with learning material online and via video conferencing software rather than attend classes.  Refer to our COVID-19 Online Service Standards for details of minimum technical requirements and support available. While it is expected that the course duration will remain unchanged, it may be necessary to extend the completion date if circumstances change. Chisholm will be monitoring the situation closely and inform of any changes if the duration of a course is extended.If you have any queries on a course delivery please contact our student information centre on 1300 244 746 or enquiries@chisholm.edu.au.","factory hand, retail assistant, apprenticeship, office junior",Australia,No,Yes,No,Yes,No,,Normal,No,VU21315,Access the internet for language learning,,PDS011,Personal development skills unit 1 (foundation),,SITHFAB009A,Provide responsible service of alcohol,,NUM011,Numeracy Skills Foundation,,VU21330,Create texts of limited complexity for learning purposes,,VU21324,Plan and undertake a project,,SITHFAB012B,Prepare and serve espresso coffee,,LIT011,Literacy Skills Foundation Reading and Writing,,VU21323,Develop and document a learning plan and portfolio,,VU21343,Undertake a simple investigation of health and well being,,VU21333,Work with a range of numbers and money in familiar and routine situations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTII,Chisholm Institute,Melbourne,Certificate II in General Education for Adults,,N/A,4235,AUD,Years,20.0,Weeks,Yes,No,ATAR,IELTS,,N/A,https://www.chisholm.edu.au/courses/certificate-ii/general-education-for-adults,English,D,"Take your literacy, numeracy, communication and employability skills to the next level with the Certificate II in General Education for Adults (CGEA).Part of the Foundation programs, the Certificate II in General Education for Adults gives you a fresh start in an alternative setting to secondary education. The emphasis is on building strong skills for future careers and learning. When you complete this course, you’ll be ready for further study at Certificate III level or higher, or ready to look for employment.Please note that, due to the COVID-19 pandemic and social distancing requirements, to continue your learning journey, this program will be delivered remotely where possible.  Participants will be required to engage with learning material online and via video conferencing software rather than attend classes.  Refer to our COVID-19 Online Service Standards for details of minimum technical requirements and support available. While it is expected that the course duration will remain unchanged, it may be necessary to extend the completion date if circumstances change. Chisholm will be monitoring the situation closely and inform of any changes if the duration of a course is extended.If you have any queries on a course delivery please contact our student information centre on 1300 244 746 or enquiries@chisholm.edu.au.","administration assistant, sales assistant, customer service officer, administration officer, apprenticeship",Australia,No,Yes,No,Yes,No,,Normal,No,VU22419,Create a range of complex texts for learning,,VU22418,Create a range of complex texts for personal purposes,,VU22412,Implement and review a project,,BSBITU306,Design and produce business documents,,VU22414,Engage with a range of complex texts for learning purposes,,VU22415,Engage with a range of complex texts for employment purposes,,VU22413,Engage with a range of complex texts for personal purposes,,VU22422,Investigate and interpret shapes and measurements and related formulae,,VU22423,Investigate numerical and statistical information,,VU21490,Organise and participate in a practical placement,,BSBITU201,Produce simple word processed documents,,VU22411,Research pathways and produce a learning plan and portfolio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
