Prerequisite_2,Part_Time,Currency,Face_to_Face,Duration,Prerequisite_1,City,Currency_Time,Blended,Course_Lang,Offline,Int_Fees,Prerequisite_2_grade_2,Full_Time,Distance,Career_Outcomes/path,University,Availability,Local_Fees,Prerequisite_3_grade_3,Website,Prerequisite_3,Description,Prerequisite_1_grade_1,Duration_Time,Country,Faculty,Level_Code,Online,Course,Remarks
IELTS,Yes,AUD,Yes,2.0,ATAR,Online,Years,Yes,English,Yes,"33,480.00",6.0,Yes,Yes,"Graduating from the civil and structural specialisation of this course may lead to paraprofessional engineering opportunities in areas such as design, construction, water supply and treatment, infrastructure development, roads and traffic and project management. Graduating from the electrical and electronics specialisation of this course may lead to paraprofessional engineering career opportunities in areas such as electronics, renewable energy, power generation, storage and distribution, process control, mining, oil and gas, consultation, and project management. Graduating from the mechanical specialisation may lead to paraprofessional engineering career opportunities in areas such as design, manufacturing and fabrication, mining, oil and gas, consultation, and project management.",Charles Darwin University,A,CSP supported,Year 12,https://www.cdu.edu.au/study/associate-degree-engineering-xeng01-2021,Equivalent ,"The Associate Degree of Engineering will provide a sound basis of fundamental engineering concepts, followed by the application of civil and structural, electrical and electronics or mechanical engineering theory and practice.",,Years,Australia,"College of Engineering, IT and Environment",ADEG,Yes,Associate Degree of Engineering,
IELTS,Yes,AUD,Yes,2.0,ATAR,Darwin,Years,Yes,English,Yes,"29,616.00",6.0,Yes,Yes,"Graduating from this course may lead to various career opportunities including roles as a technician, helpdesk support and network and systems administrator.",Charles Darwin University,A,CSP supported,Year 12,https://www.cdu.edu.au/study/associate-degree-network-engineering-xneng1-2021,Equivalent ,"The Associate Degree of Network Engineering will provide you with the skills, knowledge and confidence required to design, operate and maintain networks that play a crucial role in the infrastructure of industry and government organisations.",,Years,Australia,"College of Engineering, IT and Environment",ADEG,Yes,Associate Degree of Network Engineering,
IELTS,Yes,AUD,Yes,2.0,ATAR,Online,Years,Yes,English,Yes,"29,616.00",6.0,Yes,Yes,"Graduating from this course may lead to various career opportunities including roles as a technician, helpdesk support and network and systems administrator.",Charles Darwin University,A,CSP supported,Year 12,https://www.cdu.edu.au/study/associate-degree-network-engineering-xneng1-2021,Equivalent ,"The Associate Degree of Network Engineering will provide you with the skills, knowledge and confidence required to design, operate and maintain networks that play a crucial role in the infrastructure of industry and government organisations.",,Years,Australia,"College of Engineering, IT and Environment",ADEG,Yes,Associate Degree of Network Engineering,
IELTS,Yes,AUD,Yes,4.0,ATAR,Darwin,Years,Yes,English,Yes,"33,480.00",6.0,Yes,Yes,"Graduating from the civil and structural engineering major of this course may lead to professional opportunities in areas such as design, construction, water supply and treatment, infrastructure development, roads and traffic and project management. Graduating from the electrical and electronics engineering major of this course may lead to professional opportunities in areas such as electronics, renewable energy, power generation and distribution, manufacturing, process control, mining, oil and gas, consultation, and project management. Graduating from the mechanical engineering major of this course may lead to career opportunities in areas such as design, machinery, manufacturing and fabrication, process control, mining, oil and gas, consultation, and project management.",Charles Darwin University,A,CSP supported,Year 12,https://www.cdu.edu.au/study/bachelor-engineering-honours-veng01-2021,Equivalent ,"The Bachelor of Engineering Honours will provide you with an advanced conceptual understanding of the science and its application to engineering, followed by an advanced specialist knowledge of the theory and practice of civil and structural, electrical and electronics or mechanical engineering.",,Years,Australia,"College of Engineering, IT and Environment",HONS,Yes,Bachelor of Engineering Honours,
IELTS,Yes,AUD,Yes,4.0,ATAR,Online,Years,Yes,English,Yes,"33,480.00",6.0,Yes,Yes,"Graduating from the civil and structural engineering major of this course may lead to professional opportunities in areas such as design, construction, water supply and treatment, infrastructure development, roads and traffic and project management. Graduating from the electrical and electronics engineering major of this course may lead to professional opportunities in areas such as electronics, renewable energy, power generation and distribution, manufacturing, process control, mining, oil and gas, consultation, and project management. Graduating from the mechanical engineering major of this course may lead to career opportunities in areas such as design, machinery, manufacturing and fabrication, process control, mining, oil and gas, consultation, and project management.",Charles Darwin University,A,CSP supported,Year 12,https://www.cdu.edu.au/study/bachelor-engineering-honours-veng01-2021,Equivalent ,"The Bachelor of Engineering Honours will provide you with an advanced conceptual understanding of the science and its application to engineering, followed by an advanced specialist knowledge of the theory and practice of civil and structural, electrical and electronics or mechanical engineering.",,Years,Australia,"College of Engineering, IT and Environment",HONS,Yes,Bachelor of Engineering Honours,
IELTS,Yes,AUD,Yes,3.0,ATAR,Darwin,Years,Yes,English,Yes,"33,480.00",6.0,Yes,Yes,"Graduating from the civil and structural major of this course may lead to career opportunities in areas such as design, construction, water supply and treatment, infrastructure development, roads and traffic and project management. Graduating from the electrical and electronics engineering major of this course may lead to career opportunities in areas such as electronics, renewable energy, power generation and distribution, manufacturing, process control, mining, oil and gas, consultation, and project management. Graduating from the mechanical engineering major of this course may lead to career opportunities in areas such as design, machinery, manufacturing and fabrication, process control, mining, oil and gas, consultation, and project management.",Charles Darwin University,A,CSP supported,Year 12,https://www.cdu.edu.au/study/bachelor-engineering-science-wengs1-2021,Equivalent ,"The Bachelor of Engineering Science will provide you with the necessary scientific knowledge that underpins your engineering discipline, followed by a specialist knowledge of the theory and practice of civil and structural, electrical and electronics, and mechanical engineering.",,Years,Australia,"College of Engineering, IT and Environment",BA,Yes,Bachelor of Engineering Science,
IELTS,Yes,AUD,Yes,3.0,ATAR,Online,Years,Yes,English,Yes,"33,480.00",6.0,Yes,Yes,"Graduating from the civil and structural major of this course may lead to career opportunities in areas such as design, construction, water supply and treatment, infrastructure development, roads and traffic and project management. Graduating from the electrical and electronics engineering major of this course may lead to career opportunities in areas such as electronics, renewable energy, power generation and distribution, manufacturing, process control, mining, oil and gas, consultation, and project management. Graduating from the mechanical engineering major of this course may lead to career opportunities in areas such as design, machinery, manufacturing and fabrication, process control, mining, oil and gas, consultation, and project management.",Charles Darwin University,A,CSP supported,Year 12,https://www.cdu.edu.au/study/bachelor-engineering-science-wengs1-2021,Equivalent ,"The Bachelor of Engineering Science will provide you with the necessary scientific knowledge that underpins your engineering discipline, followed by a specialist knowledge of the theory and practice of civil and structural, electrical and electronics, and mechanical engineering.",,Years,Australia,"College of Engineering, IT and Environment",BA,Yes,Bachelor of Engineering Science,
IELTS,Yes,AUD,Yes,5.0,ATAR,Darwin,Years,Yes,English,Yes,"34,680.00",6.0,Yes,Yes,"Graduating from the civil and structural engineering major of this course may lead to professional opportunities in areas such as design, construction, water supply and treatment, infrastructure development, roads and traffic and project management. Graduating from the electrical and electronics engineering major of this course may lead to professional opportunities in areas such as electronics, renewable energy, power generation and distribution, manufacturing, process control, mining, oil and gas, consultation, and project management. Graduating from the mechanical engineering major of this course may lead to career opportunities in areas such as design, machinery, manufacturing and fabrication, process control, mining, oil and gas, consultation, and project management.",Charles Darwin University,A,CSP supported,Year 12,https://www.cdu.edu.au/study/bachelor-engineering-sciencemaster-engineering-heng01-2021,Equivalent ,"The Bachelor of Engineering Science/Master of Engineering is an internationally accredited combined course that develops the necessary skills and knowledge in your chosen area of engineering at bachelor level before moving into more advanced master level study and finishing with a research thesis and design project. Areas of engineering include civil and structural, electrical and electronics and mechanical.",,Years,Australia,"College of Engineering, IT and Environment",MST,Yes,Bachelor of Engineering Science/Master of Engineering,
IELTS,Yes,AUD,Yes,5.0,ATAR,Online,Years,Yes,English,Yes,"34,680.00",6.0,Yes,Yes,"Graduating from the civil and structural engineering major of this course may lead to professional opportunities in areas such as design, construction, water supply and treatment, infrastructure development, roads and traffic and project management. Graduating from the electrical and electronics engineering major of this course may lead to professional opportunities in areas such as electronics, renewable energy, power generation and distribution, manufacturing, process control, mining, oil and gas, consultation, and project management. Graduating from the mechanical engineering major of this course may lead to career opportunities in areas such as design, machinery, manufacturing and fabrication, process control, mining, oil and gas, consultation, and project management.",Charles Darwin University,A,CSP supported,Year 12,https://www.cdu.edu.au/study/bachelor-engineering-sciencemaster-engineering-heng01-2021,Equivalent ,"The Bachelor of Engineering Science/Master of Engineering is an internationally accredited combined course that develops the necessary skills and knowledge in your chosen area of engineering at bachelor level before moving into more advanced master level study and finishing with a research thesis and design project. Areas of engineering include civil and structural, electrical and electronics and mechanical.",,Years,Australia,"College of Engineering, IT and Environment",MST,Yes,Bachelor of Engineering Science/Master of Engineering,
IELTS,Yes,AUD,Yes,4.0,ATAR,Darwin,Years,Yes,English,Yes,"29,616.00",6.0,Yes,Yes,"Your broad skill set prepares you to move into both small and large organisations, consultancy, startups, government and private companies.",Charles Darwin University,A,CSP supported,Year 12,https://www.cdu.edu.au/study/bachelor-software-engineering-honours-vsenh1-2021,Equivalent ,"The Bachelor of Software Engineering Honours will allow you to develop your understanding of the underlying principles and applications of software engineering. Additionally, you will gain professional knowledge and skills that will allow you to stand out from the crowd in the digital world.",,Years,Australia,"College of Engineering, IT and Environment",HONS,Yes,Bachelor of Software Engineering Honours,
IELTS,Yes,AUD,Yes,4.0,ATAR,Online,Years,Yes,English,Yes,"29,616.00",6.0,Yes,Yes,"Your broad skill set prepares you to move into both small and large organisations, consultancy, startups, government and private companies.",Charles Darwin University,A,CSP supported,Year 12,https://www.cdu.edu.au/study/bachelor-software-engineering-honours-vsenh1-2021,Equivalent ,"The Bachelor of Software Engineering Honours will allow you to develop your understanding of the underlying principles and applications of software engineering. Additionally, you will gain professional knowledge and skills that will allow you to stand out from the crowd in the digital world.",,Years,Australia,"College of Engineering, IT and Environment",HONS,Yes,Bachelor of Software Engineering Honours,
IELTS,Yes,AUD,Yes,1.0,ATAR,Darwin,Years,Yes,English,Yes,"33,480.00",6.0,Yes,Yes,Graduating from the Diploma of Engineering may lead to entry-level engineering roles.,Charles Darwin University,A,CSP supported,Year 12,https://www.cdu.edu.au/study/diploma-engineering-yeng01-2021,Equivalent ,"The Diploma of Engineering is ideal if you are curious about studying engineering and would like to learn more, though are unsure about committing to a full undergraduate degree.",,Year,Australia,"College of Engineering, IT and Environment",DIP,Yes,Diploma of Engineering,
IELTS,Yes,AUD,Yes,1.0,ATAR,Online,Years,Yes,English,Yes,"33,480.00",6.0,Yes,Yes,Graduating from the Diploma of Engineering may lead to entry-level engineering roles.,Charles Darwin University,A,CSP supported,Year 12,https://www.cdu.edu.au/study/diploma-engineering-yeng01-2021,Equivalent ,"The Diploma of Engineering is ideal if you are curious about studying engineering and would like to learn more, though are unsure about committing to a full undergraduate degree.",,Year,Australia,"College of Engineering, IT and Environment",DIP,Yes,Diploma of Engineering,
IELTS,Yes,AUD,Yes,1.0,ATAR,Darwin,Years,Yes,English,Yes,"29,616.00",6.0,Yes,Yes,"Graduating from this course may lead to entry-level roles in network systems, helpdesk support, information technology and telecommunications.",Charles Darwin University,A,CSP supported,Year 12,https://www.cdu.edu.au/study/diploma-network-engineering-yneng1-2021,Equivalent ,"The Diploma of Network Engineering will prepare you for entry-level network engineering roles by providing the skills and knowledge required to design, operate and maintain networks that play a crucial role in the infrastructure of industry and government organisations.",,Year,Australia,"College of Engineering, IT and Environment",DIP,Yes,Diploma of Network Engineering,
IELTS,Yes,AUD,Yes,1.0,ATAR,Online,Years,Yes,English,Yes,"29,616.00",6.0,Yes,Yes,"Graduating from this course may lead to entry-level roles in network systems, helpdesk support, information technology and telecommunications.",Charles Darwin University,A,CSP supported,Year 12,https://www.cdu.edu.au/study/diploma-network-engineering-yneng1-2021,Equivalent ,"The Diploma of Network Engineering will prepare you for entry-level network engineering roles by providing the skills and knowledge required to design, operate and maintain networks that play a crucial role in the infrastructure of industry and government organisations.",,Year,Australia,"College of Engineering, IT and Environment",DIP,Yes,Diploma of Network Engineering,
IELTS,Yes,AUD,Yes,2.0,ATAR,Darwin,Years,Yes,English,Yes,N/A,6.0,Yes,Yes,"Graduating from this course may lead to career opportunities in the Australian health, fitness and sports industry.",Charles Darwin University,D,CSP supported,Year 12,https://www.cdu.edu.au/study/associate-degree-exercise-and-sport-science-xess01-2021,Equivalent ,The Associate Degree of Exercise and Sport Science will give you the specialist skills and qualifications to work in the sporting industry.,,Years,Australia,College of Health and Human Sciences,ADEG,Yes,Associate Degree of Exercise and Sport Science,
IELTS,Yes,AUD,Yes,2.0,ATAR,Online,Years,Yes,English,Yes,N/A,6.0,Yes,Yes,"Graduating from this course may lead to career opportunities in the Australian health, fitness and sports industry.",Charles Darwin University,D,CSP supported,Year 12,https://www.cdu.edu.au/study/associate-degree-exercise-and-sport-science-xess01-2021,Equivalent ,The Associate Degree of Exercise and Sport Science will give you the specialist skills and qualifications to work in the sporting industry.,,Years,Australia,College of Health and Human Sciences,ADEG,Yes,Associate Degree of Exercise and Sport Science,
IELTS,Yes,AUD,Yes,3.0,ATAR,Darwin,Years,Yes,English,Yes,N/A,6.0,Yes,Yes,"Graduating from this course may lead to career opportunities in the Australian health and fitness, sports industry, or you may continue to further studies into our Bachelor and Exercise and Sports Science course. Those already working in sports coaching, including those with a desire to work within sport, will enhance their career opportunities in the sector by completing this course.",Charles Darwin University,D,CSP supported,Year 12,https://www.cdu.edu.au/study/bachelor-exercise-and-sport-science-wess01-2021,Equivalent ,The Bachelor of Exercise and Sport Science will equip you with the knowledge and skills to work as a health professional.,,Years,Australia,College of Health and Human Sciences,BA,Yes,Bachelor of Exercise and Sport Science,
IELTS,Yes,AUD,Yes,3.0,ATAR,Online,Years,Yes,English,Yes,N/A,6.0,Yes,Yes,"Graduating from this course may lead to career opportunities in the Australian health and fitness, sports industry, or you may continue to further studies into our Bachelor and Exercise and Sports Science course. Those already working in sports coaching, including those with a desire to work within sport, will enhance their career opportunities in the sector by completing this course.",Charles Darwin University,D,CSP supported,Year 12,https://www.cdu.edu.au/study/bachelor-exercise-and-sport-science-wess01-2021,Equivalent ,The Bachelor of Exercise and Sport Science will equip you with the knowledge and skills to work as a health professional.,,Years,Australia,College of Health and Human Sciences,BA,Yes,Bachelor of Exercise and Sport Science,
IELTS,Yes,AUD,Yes,1.0,ATAR,Darwin,Years,Yes,English,Yes,N/A,6.0,Yes,Yes,"Graduating from this course may lead to career opportunities in the Australian health and fitness, sports industry, or you may continue to further studies into our Bachelor and Exercise and Sports Science course. Those already working in sports coaching, including those with a desire to work within sport, will enhance their career opportunities in the sector by completing this course.",Charles Darwin University,D,CSP supported,Year 12,https://www.cdu.edu.au/study/diploma-exercise-and-sport-science-yess01-2021,Equivalent ,"The Diploma of Exercise and Sport Science will give you the experience and qualification to fast-track your career in the fitness and sports industry. This course will enhance your experience, knowledge and skills to secure a position in the sporting industry.",,Year,Australia,College of Health and Human Sciences,DIP,Yes,Diploma of Exercise and Sport Science,
IELTS,Yes,AUD,Yes,1.0,ATAR,Online,Years,Yes,English,Yes,N/A,6.0,Yes,Yes,"Graduating from this course may lead to career opportunities in the Australian health and fitness, sports industry, or you may continue to further studies into our Bachelor and Exercise and Sports Science course. Those already working in sports coaching, including those with a desire to work within sport, will enhance their career opportunities in the sector by completing this course.",Charles Darwin University,D,CSP supported,Year 12,https://www.cdu.edu.au/study/diploma-exercise-and-sport-science-yess01-2021,Equivalent ,"The Diploma of Exercise and Sport Science will give you the experience and qualification to fast-track your career in the fitness and sports industry. This course will enhance your experience, knowledge and skills to secure a position in the sporting industry.",,Year,Australia,College of Health and Human Sciences,DIP,Yes,Diploma of Exercise and Sport Science,
IELTS,Yes,AUD,Yes,2.0,ATAR,Darwin,Years,Yes,English,Yes,N/A,6.0,Yes,Yes,"Graduating from this course may lead to career opportunities in the Australian health, fitness and sports industry.",Charles Darwin University,D,CSP supported,Year 12,https://www.cdu.edu.au/study/associate-degree-exercise-and-sport-science-xess01-2021,Equivalent ,The Associate Degree of Exercise and Sport Science will give you the specialist skills and qualifications to work in the sporting industry.,,Years,Australia,College of Health and Human Sciences,ADEG,Yes,Associate Degree of Exercise and Sport Science,
IELTS,Yes,AUD,Yes,2.0,ATAR,Online,Years,Yes,English,Yes,N/A,6.0,Yes,Yes,"Graduating from this course may lead to career opportunities in the Australian health, fitness and sports industry.",Charles Darwin University,D,CSP supported,Year 12,https://www.cdu.edu.au/study/associate-degree-exercise-and-sport-science-xess01-2021,Equivalent ,The Associate Degree of Exercise and Sport Science will give you the specialist skills and qualifications to work in the sporting industry.,,Years,Australia,College of Health and Human Sciences,ADEG,Yes,Associate Degree of Exercise and Sport Science,
IELTS,Yes,AUD,Yes,1.0,ATAR,Darwin,Years,Yes,English,Yes,"25,328.00",6.0,Yes,Yes,"This course complements your current qualifications and may prepare you for advanced career opportunities within education, nursing, social work, indigenous studies, health sciences and related areas.",Charles Darwin University,A,CSP supported,Year 12,https://www.cdu.edu.au/study/diploma-alcohol-and-other-drugs-yaod01-2021,Equivalent ,"Whether you are looking to broaden your awareness or build on your professional skill set, the Diploma of Alcohol and Other Drugs will expand your knowledge in these areas.",,Year,Australia,College of Health and Human Sciences,DIP,Yes,Diploma of Alcohol and Other Drugs,
IELTS,Yes,AUD,Yes,1.0,ATAR,Online,Years,Yes,English,Yes,"25,328.00",6.0,Yes,Yes,"This course complements your current qualifications and may prepare you for advanced career opportunities within education, nursing, social work, indigenous studies, health sciences and related areas.",Charles Darwin University,A,CSP supported,Year 12,https://www.cdu.edu.au/study/diploma-alcohol-and-other-drugs-yaod01-2021,Equivalent ,"Whether you are looking to broaden your awareness or build on your professional skill set, the Diploma of Alcohol and Other Drugs will expand your knowledge in these areas.",,Year,Australia,College of Health and Human Sciences,DIP,Yes,Diploma of Alcohol and Other Drugs,
IELTS,Yes,AUD,Yes,1.0,ATAR,Darwin,Years,Yes,English,Yes,N/A,6.0,Yes,Yes,"Graduating from this course may lead to career opportunities in the Australian health and fitness, sports industry, or you may continue to further studies into our Bachelor and Exercise and Sports Science course. Those already working in sports coaching, including those with a desire to work within sport, will enhance their career opportunities in the sector by completing this course.",Charles Darwin University,D,CSP supported,Year 12,https://www.cdu.edu.au/study/diploma-exercise-and-sport-science-yess01-2021,Equivalent ,"The Diploma of Exercise and Sport Science will give you the experience and qualification to fast-track your career in the fitness and sports industry. This course will enhance your experience, knowledge and skills to secure a position in the sporting industry.",,Year,Australia,College of Health and Human Sciences,DIP,Yes,Diploma of Exercise and Sport Science,
IELTS,Yes,AUD,Yes,1.0,ATAR,Online,Years,Yes,English,Yes,N/A,6.0,Yes,Yes,"Graduating from this course may lead to career opportunities in the Australian health and fitness, sports industry, or you may continue to further studies into our Bachelor and Exercise and Sports Science course. Those already working in sports coaching, including those with a desire to work within sport, will enhance their career opportunities in the sector by completing this course.",Charles Darwin University,D,CSP supported,Year 12,https://www.cdu.edu.au/study/diploma-exercise-and-sport-science-yess01-2021,Equivalent ,"The Diploma of Exercise and Sport Science will give you the experience and qualification to fast-track your career in the fitness and sports industry. This course will enhance your experience, knowledge and skills to secure a position in the sporting industry.",,Year,Australia,College of Health and Human Sciences,DIP,Yes,Diploma of Exercise and Sport Science,
IELTS,Yes,AUD,Yes,1.0,ATAR,Darwin,Years,Yes,English,Yes,"30,240.00",6.0,Yes,Yes,"Graduating from this course may lead to career opportunities in areas such as health promotion, primary and community health centres, non-government organisations, social services, health clerk, therapy services officer.",Charles Darwin University,A,CSP supported,Year 12,https://www.cdu.edu.au/study/diploma-health-science-yhsc01-2021,Equivalent ,"The Diploma of Health Science will provide you with a range of skills and knowledge applicable to the Australian health care system, including health promotion, communication skills and cultural safety in healthcare. Graduates have the opportunity to access entry level health related roles across health services and organisations. Employment options include roles as health administrators, health promotion or public health workers.",,Year,Australia,College of Health and Human Sciences,DIP,Yes,Diploma of Health Science,
IELTS,Yes,AUD,Yes,1.0,ATAR,Online,Years,Yes,English,Yes,"30,240.00",6.0,Yes,Yes,"Graduating from this course may lead to career opportunities in areas such as health promotion, primary and community health centres, non-government organisations, social services, health clerk, therapy services officer.",Charles Darwin University,A,CSP supported,Year 12,https://www.cdu.edu.au/study/diploma-health-science-yhsc01-2021,Equivalent ,"The Diploma of Health Science will provide you with a range of skills and knowledge applicable to the Australian health care system, including health promotion, communication skills and cultural safety in healthcare. Graduates have the opportunity to access entry level health related roles across health services and organisations. Employment options include roles as health administrators, health promotion or public health workers.",,Year,Australia,College of Health and Human Sciences,DIP,Yes,Diploma of Health Science,
IELTS,Yes,AUD,Yes,1.0,ATAR,Darwin,Years,Yes,English,Yes,"28,224.00",6.0,Yes,Yes,"This qualification will complement your existing professional career, or it may prepare you for career opportunities in counselling-related fields in government, private companies, non-government organisations (NGO) and community groups.",Charles Darwin University,A,CSP supported,Year 12,https://www.cdu.edu.au/study/diploma-counselling-ycoun1-2021,Equivalent ,Do you seek a career that will make a positive impact on the health and well-being of those in your community? Or perhaps you are wanting to build on your knowledge in human services? The Diploma of Counselling may be the course you are looking for.,,Year,Australia,College of Health and Human Sciences,DIP,Yes,Diploma of Counselling,
IELTS,Yes,AUD,Yes,1.0,ATAR,Online,Years,Yes,English,Yes,"28,224.00",6.0,Yes,Yes,"This qualification will complement your existing professional career, or it may prepare you for career opportunities in counselling-related fields in government, private companies, non-government organisations (NGO) and community groups.",Charles Darwin University,A,CSP supported,Year 12,https://www.cdu.edu.au/study/diploma-counselling-ycoun1-2021,Equivalent ,Do you seek a career that will make a positive impact on the health and well-being of those in your community? Or perhaps you are wanting to build on your knowledge in human services? The Diploma of Counselling may be the course you are looking for.,,Year,Australia,College of Health and Human Sciences,DIP,Yes,Diploma of Counselling,
IELTS,Yes,AUD,Yes,1.0,ATAR,Darwin,Years,Yes,English,Yes,"28,224.00",6.0,Yes,Yes,"This qualification will complement your existing professional career, or it may prepare you for career opportunities in various psychology-related fields in government, private companies, non-government organisations (NGO) and community groups.",Charles Darwin University,A,CSP supported,Year 12,https://www.cdu.edu.au/study/diploma-psychology-ypsy01-2021,Equivalent ,Want to study psychology without committing a full undergraduate degree? The Diploma of Psychology is what you are looking for.,,Year,Australia,College of Health and Human Sciences,DIP,Yes,Diploma of Psychology,
IELTS,Yes,AUD,Yes,1.0,ATAR,Online,Years,Yes,English,Yes,"28,224.00",6.0,Yes,Yes,"This qualification will complement your existing professional career, or it may prepare you for career opportunities in various psychology-related fields in government, private companies, non-government organisations (NGO) and community groups.",Charles Darwin University,A,CSP supported,Year 12,https://www.cdu.edu.au/study/diploma-psychology-ypsy01-2021,Equivalent ,Want to study psychology without committing a full undergraduate degree? The Diploma of Psychology is what you are looking for.,,Year,Australia,College of Health and Human Sciences,DIP,Yes,Diploma of Psychology,
IELTS,Yes,AUD,Yes,3.0,ATAR,Darwin,Years,Yes,English,Yes,N/A,6.0,Yes,No,Graduating from this course completes the first part of the Bachelor of Clinical Sciences/Doctor of Medicine (CDU/Flinders University) double degree and may lead to career opportunities in medicine or medical research.,Charles Darwin University,D,CSP supported,Year 12,https://www.cdu.edu.au/study/bachelor-clinical-sciences-wcsci1-2021,Equivalent ,"The Bachelor of Clinical Sciences course is a direct pathway for CDU students to study medicine, on campus in Darwin. This course is part of a double degree with the Northern Territory Medical Program (NTMP) offered by Flinders University. Australian citizen or permanent resident school leavers with year 12 qualifications, or higher education students who have studied for no more than one year are eligible for consideration for entry.",,Years,Australia,College of Health and Human Sciences,BA,No,Bachelor of Clinical Sciences,
IELTS,Yes,AUD,Yes,3.0,ATAR,Darwin,Years,Yes,English,Yes,N/A,6.0,Yes,Yes,"Graduating from this course may lead to career opportunities in the Australian health and fitness, sports industry, or you may continue to further studies into our Bachelor and Exercise and Sports Science course. Those already working in sports coaching, including those with a desire to work within sport, will enhance their career opportunities in the sector by completing this course.",Charles Darwin University,D,CSP supported,Year 12,https://www.cdu.edu.au/study/bachelor-exercise-and-sport-science-wess01-2021,Equivalent ,The Bachelor of Exercise and Sport Science will equip you with the knowledge and skills to work as a health professional.,,Years,Australia,College of Health and Human Sciences,BA,Yes,Bachelor of Exercise and Sport Science,
IELTS,Yes,AUD,Yes,3.0,ATAR,Online,Years,Yes,English,Yes,N/A,6.0,Yes,Yes,"Graduating from this course may lead to career opportunities in the Australian health and fitness, sports industry, or you may continue to further studies into our Bachelor and Exercise and Sports Science course. Those already working in sports coaching, including those with a desire to work within sport, will enhance their career opportunities in the sector by completing this course.",Charles Darwin University,D,CSP supported,Year 12,https://www.cdu.edu.au/study/bachelor-exercise-and-sport-science-wess01-2021,Equivalent ,The Bachelor of Exercise and Sport Science will equip you with the knowledge and skills to work as a health professional.,,Years,Australia,College of Health and Human Sciences,BA,Yes,Bachelor of Exercise and Sport Science,
IELTS,Yes,AUD,Yes,3.0,ATAR,Darwin,Years,Yes,English,Yes,"30,240.00",6.0,Yes,Yes,"Graduating from this course may lead to career opportunities in areas such as health promotion, health services management, and public health.",Charles Darwin University,A,CSP supported,Year 12,https://www.cdu.edu.au/study/bachelor-health-science-whsc02-2021,Equivalent ,"With a goal to keep our populations healthy, the demand for more health professionals with a broad skill set is increasing. The Bachelor of Health Science from Charles Darwin University provides the skills to fill the gap in the Australian health care system and prepares you for working in a multidisciplinary health industry.  The Bachelor of Health Science has strong health industry connections and course content which leads to work in areas including environmental officers , health policy and research, health and wellbeing or health promotion.  This course offers a pathway into master level studies so you can pursue a career in occupational therapy, health research or public health.",,Years,Australia,College of Health and Human Sciences,BA,Yes,Bachelor of Health Science,
IELTS,Yes,AUD,Yes,3.0,ATAR,Online,Years,Yes,English,Yes,"30,240.00",6.0,Yes,Yes,"Graduating from this course may lead to career opportunities in areas such as health promotion, health services management, and public health.",Charles Darwin University,A,CSP supported,Year 12,https://www.cdu.edu.au/study/bachelor-health-science-whsc02-2021,Equivalent ,"With a goal to keep our populations healthy, the demand for more health professionals with a broad skill set is increasing. The Bachelor of Health Science from Charles Darwin University provides the skills to fill the gap in the Australian health care system and prepares you for working in a multidisciplinary health industry.  The Bachelor of Health Science has strong health industry connections and course content which leads to work in areas including environmental officers , health policy and research, health and wellbeing or health promotion.  This course offers a pathway into master level studies so you can pursue a career in occupational therapy, health research or public health.",,Years,Australia,College of Health and Human Sciences,BA,Yes,Bachelor of Health Science,
IELTS,Yes,AUD,Yes,1.0,ATAR,Darwin,Years,Yes,English,Yes,N/A,6.0,Yes,No,Not provided in the website,Charles Darwin University,D,CSP supported,Year 12,https://www.cdu.edu.au/study/bachelor-health-science-honours-vhsch1-2021,Equivalent ,"The Bachelor of Health Science Honours is an additional year of undergraduate study which will provide you with the opportunity to build on your knowledge and gain specialised skills in your area of interest. You will develop skills in research design, sample collection, critical analysis and interpreting data, while understanding the importance of ethical and professional issues pertaining to the field of research.",,Year,Australia,College of Health and Human Sciences,HONS,No,Bachelor of Health Science Honours,
IELTS,Yes,AUD,Yes,4.0,ATAR,Darwin,Years,Yes,English,Yes,"30,240.00",6.0,Yes,Yes,"Graduating from this course may lead to career opportunities in areas such as patient educators, nutrition assistant, nutrition consultants, health promotion officers, community health officers, public health nutrition, research and advisors, education facilities, universities and research facilities, quality and nutrition coordinators, food technologists.",Charles Darwin University,A,CSP supported,Year 12,https://www.cdu.edu.au/study/bachelor-health-sciencemaster-nutrition-hhsnt1-2021,Equivalent ,"The Bachelor of Health Science/Master of Nutrition offers you the opportunity to commence a diverse career in health focusing on how food and nutrition impacts health across individuals, families, communities and industry. At CDU our Bachelor of Health Science/Master of Nutrition will enable you to work in diverse areas of nutrition including food research, dietetic studies, food and health policy, or individual or community nutrition strategies and public health. We offer supported relevant practical experiences and opportunity to study abroad.",,Years,Australia,College of Health and Human Sciences,MST,Yes,Bachelor of Health Science/Master of Nutrition,
