Level_Code,University,City,Course,Faculty,Int_Fees,Local_Fees,Currency,Currency_Time,Duration,Duration_Time,Full_Time,Part_Time,Prerequisite_1,Prerequisite_2,Prerequisite_3,Prerequisite_1_grade_1,Prerequisite_2_grade_2,Prerequisite_3_grade_3,Website,Course_Lang,Availability,Description,Career_Outcomes/path,Country,Online,Offline,Distance,Face_to_Face,Blended,Remarks,Course Delivery Mode,FREE TAFE,Subject_or_Unit_1,Subject_Objective_1,Subject_Description_1,Subject_or_Unit_2,Subject_Objective_2,Subject_Description_2,Subject_or_Unit_3,Subject_Objective_3,Subject_Description_3,Subject_or_Unit_4,Subject_Objective_4,Subject_Description_4,Subject_or_Unit_5,Subject_Objective_5,Subject_Description_5,Subject_or_Unit_6,Subject_Objective_6,Subject_Description_6,Subject_or_Unit_7,Subject_Objective_7,Subject_Description_7,Subject_or_Unit_8,Subject_Objective_8,Subject_Description_8,Subject_or_Unit_9,Subject_Objective_9,Subject_Description_9,Subject_or_Unit_10,Subject_Objective_10,Subject_Description_10,Subject_or_Unit_11,Subject_Objective_11,Subject_Description_11,Subject_or_Unit_12,Subject_Objective_12,Subject_Description_12,Subject_or_Unit_13,Subject_Objective_13,Subject_Description_13,Subject_or_Unit_14,Subject_Objective_14,Subject_Description_14,Subject_or_Unit_15,Subject_Objective_15,Subject_Description_15,Subject_or_Unit_16,Subject_Objective_16,Subject_Description_16,Subject_or_Unit_17,Subject_Objective_17,Subject_Description_17,Subject_or_Unit_18,Subject_Objective_18,Subject_Description_18,Subject_or_Unit_19,Subject_Objective_19,Subject_Description_19,Subject_or_Unit_20,Subject_Objective_20,Subject_Description_20,Subject_or_Unit_21,Subject_Objective_21,Subject_Description_21,Subject_or_Unit_22,Subject_Objective_22,Subject_Description_22,Subject_or_Unit_23,Subject_Objective_23,Subject_Description_23,Subject_or_Unit_24,Subject_Objective_24,Subject_Description_24,Subject_or_Unit_25,Subject_Objective_25,Subject_Description_25,Subject_or_Unit_26,Subject_Objective_26,Subject_Description_26,Subject_or_Unit_27,Subject_Objective_27,Subject_Description_27,Subject_or_Unit_28,Subject_Objective_28,Subject_Description_28,Subject_or_Unit_29,Subject_Objective_29,Subject_Description_29,Subject_or_Unit_30,Subject_Objective_30,Subject_Description_30,Subject_or_Unit_31,Subject_Objective_31,Subject_Description_31,Subject_or_Unit_32,Subject_Objective_32,Subject_Description_32,Subject_or_Unit_33,Subject_Objective_33,Subject_Description_33,Subject_or_Unit_34,Subject_Objective_34,Subject_Description_34,Subject_or_Unit_35,Subject_Objective_35,Subject_Description_35,Subject_or_Unit_36,Subject_Objective_36,Subject_Description_36,Subject_or_Unit_37,Subject_Objective_37,Subject_Description_37,Subject_or_Unit_38,Subject_Objective_38,Subject_Description_38,Subject_or_Unit_39,Subject_Objective_39,Subject_Description_39,Subject_or_Unit_40,Subject_Objective_40,Subject_Description_40
CERTIV,Box Hill Institute,Melbourne,Certificate IV in Outdoor Leadership, Sport & Recreation ,"2,288","2,288",AUD,Years,1.0,Years,Yes,Yes,ATAR,IELTS,,,,,https://www.boxhill.edu.au/courses/certificate-iv-in-outdoor-leadership-si409-trn/,English,A,"Our outdoor leadership course is delivered as both a dual qualification in conjunction with the Certificate IV in Guiding as well as a stand-alone traineeship. If you’d like to choose your own outdoor adventure, this course is an ideal choice for you. You will open up career pathways to outdoor recreation, outdoor education, teaching, sports management, exercise science, tourism and international guiding through this course. Your potential employment settings include the corporate world, education and private enterprise.  To prepare you for the demands of the industry, our course focuses on outdoor activity training to both guide and instructor levels. You will learn specific skills in areas including bushwalking, canoeing, snow sports, mountain biking, risk management, navigation and trip planning. Develop the capabilities required to plan and deliver an outdoor recreation program for a wide range of clients. At Box Hill Institute our Certificate IV in Guiding is unique as it includes environmental and indigenous units – something not all programs offer.  You'll learn in the beautiful Yarra Valley, surrounded by bushland and the lake, at our Lilydale Lakeside campus.  Our industry partners are located within a 20km radius of the campus. You’ll also gain hands-on, practical experience in bushwalking, canoeing, mountain biking and skiing, and be trained at Instructor level. Work with industry partners to gain valuable experience in programs like the Yarra Ranges mountain bike “We Can Ride”. You’ll have the opportunity to instruct as well as directly engage with participants.Make the most of our vast network of supportive employers, industry bodies and employment opportunities to gain practical industry experience and become ‘job ready’ before you finish your course. Gather on-the-job experience and further develop your guiding techniques within placements in different workplace settings. This way you’ll position yourself for the best possible employment opportunities.      Follow Box Hill Institute - Sport & Recreation on Instagram","After successful completion, you may wish to apply for roles such as:  outdoor guide (uncontrolled environment) outdoor instructor site manager camp facilitator specialist activity instructor tour guide",Australia,No,Yes,No,Yes,No,,Normal,No,HLTWHS003 Maintain Work Health And Safety,,,SISXFAC001 Maintain Equipment For Activities,,,SISXCAI006 Facilitate Groups,,,PUAOPE013 Operate Communications Systems And Equipment,,,SISOFLD002 Minimise Environmental Impact,,,SISOPLN001 Finalise Operation Of Outdoor Recreation Activities,,,SISOPLN002 Plan Outdoor Activity Sessions,,,"SISOPLN004 Identify Hazards, Assess And Control Risks For Outdoor Recreation Activities",,,SISOPLN005 Interpret Weather And Environmental Conditions For Outdoor Recreation Activities,,,SISORSC001 Conduct Search And Rescue,,,SISXCCS003 Address Client Needs,,,SISXEMR002 Coordinate Emergency Responses,,,SISOCYT004 Ride Off Road Bicycles On Easy Trails,,,SISOCYT008 Lead Off Road Cycling Activities On Easy Trails,,,SISOSKT001 Ski On Easy X-Country Terrain,,,SISOBWG002 Bushwalk In Difficult Tracked Environments,,,SISOBWG004 Cross Rivers During Bushwalks,,,SISOBWG006 Lead Bushwalks In Difficult Tracked Environments,,,SISOFLD007 Navigate In Difficult Tracked Environments,,,SITTGDE006 Develop And Maintain The General And Regional Knowledge Required By Guides,,,"SISOFLD003 Select, Set Up And Operate A Temporary Or Overnight Site",,,SISOFLD006 Navigate In Tracked Environments,,,SISOCNE002 Paddle A Canoe On Inland Flatwater,,,SISOCNE003 Paddle A Canoe On Moving Water Up To Grade 1 Rivers,,,SISOCNE005 Lead Canoeing Activities On Inland Flatwater,,,SISOCNE006 Lead Canoeing Activities On Moving Water Up To Grade 1 Rivers,,,"SISOCYT001 Set Up, Maintain And Repair Bicycles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIP,Box Hill Institute,Melbourne,Diploma of Sport and Recreation Management, Sport & Recreation ,,"13,976",AUD,Years,1.0,Years,Yes,No,ATAR,IELTS,,,,,https://www.boxhill.edu.au/courses/diploma-of-sport-and-recreation-management-si208-d/,English,D,"If you have a passion for sport, you may find your dream career in sports management. Our sport and recreation management course is your first step towards working in this rapidly growing industry. Or alternatively, you could use this course as your stepping stone to a sports degree. Melbourne is known as the sporting events capital of the world. It is home to the Boxing Day Test, Grand Prix, Spring Racing Carnival, Melbourne Cup, AFL Grand Final, Ironman Triathlons, Australian Open Tennis and many other exciting events. In this practical hands-on course, you will study across a range of areas in sport including client services, marketing, communication, risk management, event management and facility management.  Leading industry professionals will introduce you to some of Melbourne’s major events and you will have the opportunity to work at many of these events. We have some strong partnerships with sports industry organisations including Melbourne Marathon, Melbourne Grand Prix, Great Ocean Road Running Festival, Belgravia Leisure, Tough Mudder, Tertiary Recreation Entertainment Victoria, Basketball Victoria, Proactivity, Performance Psychology, and more. Take the opportunity to learn from, and speak with, industry professionals working with our industry partners. As part of the course you will complete 100 hours work placement, 50 hours in Semester 1 and 50 hours in Semester 2. The placement can be in any relevant workplace. In most cases we will place you in workplaces where we have relationships and will be able to readily receive feedback.    Follow Box Hill Institute - Sport & Recreation on Instagram",This qualification will prepare you for work in a wide range of roles in the sports industry. You may wish to pursue employment opportunities in:  sports management sports administration sports coaching officiating event management sport facility management  You may also opt to complete the Diploma of Leadership and Management concurrently or following this course to broaden employment opportunities.,Australia,No,Yes,No,Yes,No,,Normal,No,SITXEVT602 Develop Event Concepts,,,"SITXEBS002 Develop, Implement And Monitor The Use Of Social Media In A Business",,,BSBLDR502 Lead And Manage Effective Workplace Relationships,,,"BSBHRM405 Support The Recruitment, Selection And Induction Of Staff",,,SITXEVT505 Manage On-Site Event Operations,,,SISXIND007 Develop And Implement Participation Strategies,,,"SISXIND006 Conduct Sport, Fitness Or Recreation Events",,,BSBMKG521 Plan And Implement Sponsorship And Event Marketing,,,HLTWHS004 Manage Work Health And Safety,,,BSBFIM601 Manage Finances,,,BSBRSK501 Manage Risk,,,BSBMKG523 Design And Develop An Integrated Marketing Communication Plan,,,AHCBUS506A Develop And Review A Business Plan,,,SISXCCS002 Coordinate Client Service Activities,,,SISXIND003 Maintain Legal Knowledge For Organisation Governance,,,SISXMGT001 Develop And Maintain Stakeholder Relationships,,,BSBPMG522 Undertake Project Work,,,BSBMGT517 Manage Operational Plan,,,BSBWOR501 Manage Personal Work Priorities And Professional Development,,,HLTAID003 Provide First Aid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIP,Box Hill Institute,Melbourne,Diploma of Sport and Recreation Management, Sport & Recreation ,,"13,976",AUD,Years,1.0,Years,Yes,No,ATAR,IELTS,,,,,https://www.boxhill.edu.au/courses/diploma-of-sport-and-recreation-management-si208-d/,English,D,"If you have a passion for sport, you may find your dream career in sports management. Our sport and recreation management course is your first step towards working in this rapidly growing industry. Or alternatively, you could use this course as your stepping stone to a sports degree. Melbourne is known as the sporting events capital of the world. It is home to the Boxing Day Test, Grand Prix, Spring Racing Carnival, Melbourne Cup, AFL Grand Final, Ironman Triathlons, Australian Open Tennis and many other exciting events. In this practical hands-on course, you will study across a range of areas in sport including client services, marketing, communication, risk management, event management and facility management.  Leading industry professionals will introduce you to some of Melbourne’s major events and you will have the opportunity to work at many of these events. We have some strong partnerships with sports industry organisations including Melbourne Marathon, Melbourne Grand Prix, Great Ocean Road Running Festival, Belgravia Leisure, Tough Mudder, Tertiary Recreation Entertainment Victoria, Basketball Victoria, Proactivity, Performance Psychology, and more. Take the opportunity to learn from, and speak with, industry professionals working with our industry partners. As part of the course you will complete 100 hours work placement, 50 hours in Semester 1 and 50 hours in Semester 2. The placement can be in any relevant workplace. In most cases we will place you in workplaces where we have relationships and will be able to readily receive feedback.    Follow Box Hill Institute - Sport & Recreation on Instagram",This qualification will prepare you for work in a wide range of roles in the sports industry. You may wish to pursue employment opportunities in:  sports management sports administration sports coaching officiating event management sport facility management  You may also opt to complete the Diploma of Leadership and Management concurrently or following this course to broaden employment opportunities.,Australia,No,Yes,No,Yes,No,,Normal,No,SITXEVT602 Develop Event Concepts,,,"SITXEBS002 Develop, Implement And Monitor The Use Of Social Media In A Business",,,BSBLDR502 Lead And Manage Effective Workplace Relationships,,,"BSBHRM405 Support The Recruitment, Selection And Induction Of Staff",,,SITXEVT505 Manage On-Site Event Operations,,,SISXIND007 Develop And Implement Participation Strategies,,,"SISXIND006 Conduct Sport, Fitness Or Recreation Events",,,BSBMKG521 Plan And Implement Sponsorship And Event Marketing,,,HLTWHS004 Manage Work Health And Safety,,,BSBFIM601 Manage Finances,,,BSBRSK501 Manage Risk,,,BSBMKG523 Design And Develop An Integrated Marketing Communication Plan,,,AHCBUS506A Develop And Review A Business Plan,,,SISXCCS002 Coordinate Client Service Activities,,,SISXIND003 Maintain Legal Knowledge For Organisation Governance,,,SISXMGT001 Develop And Maintain Stakeholder Relationships,,,BSBPMG522 Undertake Project Work,,,BSBMGT517 Manage Operational Plan,,,BSBWOR501 Manage Personal Work Priorities And Professional Development,,,HLTAID003 Provide First Aid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIP,Box Hill Institute,Melbourne,Diploma of Sport Development, Sport & Recreation ,,"8,011",AUD,Years,1.0,Years,Yes,No,ATAR,IELTS,,,,,https://www.boxhill.edu.au/courses/diploma-of-sport-development-si103-d/,English,D,"Kickstart your career in the sport and fitness industry with our sport development course. Growing at a rapid pace, the sport and fitness industry needs more qualified people. If you’re keen to be part of the industry, this is a practical, hands on course that will help you achieve your goal. Work with and learn from industry professionals about different aspects of sport including client services, marketing, communications, coaching, compliance, event management, facility management, health and fitness.  You will work with industry professionals at real sporting events throughout this course learning hands-on practical skills that will be used in your future career. We have some strong partnerships with sports industry organisations including Melbourne Marathon, Melbourne Grand Prix, Box Hill United Soccer Club, Great Ocean Road Running Festival, Belgravia Leisure, Tough Mudder, Tertiary Recreation Entertainment Victoria, Basketball Victoria, Proactivity, Performance Psychology and more.      Follow Box Hill Institute - Sport & Recreation on Instagram","Upon successful completion, you will be awarded the Diploma of Sport Development. This qualification will prepare you to work in a wide range of roles in the sport and fitness industry. You may find work in sports management, sports administration, fitness, sports coaching, officiating or event management. Following further study, you may enter a career in sport/exercise science, health and nutrition or teaching physical education.",Australia,No,Yes,No,Yes,No,,Normal,No,BSBWOR501 Manage Personal Work Priorities And Professional Development,,,SISSSCO101 Develop And Update Knowledge Of Coaching Practices,,,SITXEVT602 Develop Event Concepts,,,SISXCAI306A Facilitate Groups,,,SITXHRM402 Lead And Manage People,,,BSBADM502B Manage Meetings,,,SISXRSK502A Manage Organisational Risks,,,SISSSCO303 Plan And Deliver Coaching Programs,,,SISXIND404A Promote Compliance With Laws And Legal Principles,,,SISSSCO306 Provide Drugs In Sport Information,,,SISSSCO307 Provide Nutrition Information To Athletes,,,SISSSCO308 Support Athletes To Adopt Principles Of Sports Psychology,,,"SISXIND006 Conduct Sport, Fitness Or Recreation Events",,,SISXIND007 Develop And Implement Participation Strategies,,,"SITXEBS002 Develop, Implement And Monitor The Use Of Social Media In A Business",,,SISXIND406A Manage Projects,,,BSBMKG521 Plan And Implement Sponsorship And Event Marketing,,,ICAICT308A Use Advanced Features Of Computer Applications,,,SISXWHS402 Implement And Monitor Work Health And Safety Policies,,,SISXCCS403A Determine Needs Of Client Populations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIP,Box Hill Institute,Melbourne,Diploma of Sport Development, Sport & Recreation ,,"8,011",AUD,Years,1.0,Years,Yes,No,ATAR,IELTS,,,,,https://www.boxhill.edu.au/courses/diploma-of-sport-development-si103-d/,English,D,"Kickstart your career in the sport and fitness industry with our sport development course. Growing at a rapid pace, the sport and fitness industry needs more qualified people. If you’re keen to be part of the industry, this is a practical, hands on course that will help you achieve your goal. Work with and learn from industry professionals about different aspects of sport including client services, marketing, communications, coaching, compliance, event management, facility management, health and fitness.  You will work with industry professionals at real sporting events throughout this course learning hands-on practical skills that will be used in your future career. We have some strong partnerships with sports industry organisations including Melbourne Marathon, Melbourne Grand Prix, Box Hill United Soccer Club, Great Ocean Road Running Festival, Belgravia Leisure, Tough Mudder, Tertiary Recreation Entertainment Victoria, Basketball Victoria, Proactivity, Performance Psychology and more.      Follow Box Hill Institute - Sport & Recreation on Instagram","Upon successful completion, you will be awarded the Diploma of Sport Development. This qualification will prepare you to work in a wide range of roles in the sport and fitness industry. You may find work in sports management, sports administration, fitness, sports coaching, officiating or event management. Following further study, you may enter a career in sport/exercise science, health and nutrition or teaching physical education.",Australia,No,Yes,No,Yes,No,,Normal,No,BSBWOR501 Manage Personal Work Priorities And Professional Development,,,SISSSCO101 Develop And Update Knowledge Of Coaching Practices,,,SITXEVT602 Develop Event Concepts,,,SISXCAI306A Facilitate Groups,,,SITXHRM402 Lead And Manage People,,,BSBADM502B Manage Meetings,,,SISXRSK502A Manage Organisational Risks,,,SISSSCO303 Plan And Deliver Coaching Programs,,,SISXIND404A Promote Compliance With Laws And Legal Principles,,,SISSSCO306 Provide Drugs In Sport Information,,,SISSSCO307 Provide Nutrition Information To Athletes,,,SISSSCO308 Support Athletes To Adopt Principles Of Sports Psychology,,,"SISXIND006 Conduct Sport, Fitness Or Recreation Events",,,SISXIND007 Develop And Implement Participation Strategies,,,"SITXEBS002 Develop, Implement And Monitor The Use Of Social Media In A Business",,,SISXIND406A Manage Projects,,,BSBMKG521 Plan And Implement Sponsorship And Event Marketing,,,ICAICT308A Use Advanced Features Of Computer Applications,,,SISXWHS402 Implement And Monitor Work Health And Safety Policies,,,SISXCCS403A Determine Needs Of Client Populations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIP,Box Hill Institute,Melbourne,Diploma of Sport Development, Sport & Recreation ,,"8,011",AUD,Years,1.0,Years,Yes,No,ATAR,IELTS,,,,,https://www.boxhill.edu.au/courses/diploma-of-sport-development-si103-d/,English,D,"Kickstart your career in the sport and fitness industry with our sport development course. Growing at a rapid pace, the sport and fitness industry needs more qualified people. If you’re keen to be part of the industry, this is a practical, hands on course that will help you achieve your goal. Work with and learn from industry professionals about different aspects of sport including client services, marketing, communications, coaching, compliance, event management, facility management, health and fitness.  You will work with industry professionals at real sporting events throughout this course learning hands-on practical skills that will be used in your future career. We have some strong partnerships with sports industry organisations including Melbourne Marathon, Melbourne Grand Prix, Box Hill United Soccer Club, Great Ocean Road Running Festival, Belgravia Leisure, Tough Mudder, Tertiary Recreation Entertainment Victoria, Basketball Victoria, Proactivity, Performance Psychology and more.      Follow Box Hill Institute - Sport & Recreation on Instagram","Upon successful completion, you will be awarded the Diploma of Sport Development. This qualification will prepare you to work in a wide range of roles in the sport and fitness industry. You may find work in sports management, sports administration, fitness, sports coaching, officiating or event management. Following further study, you may enter a career in sport/exercise science, health and nutrition or teaching physical education.",Australia,No,Yes,No,Yes,No,,Normal,No,BSBWOR501 Manage Personal Work Priorities And Professional Development,,,SISSSCO101 Develop And Update Knowledge Of Coaching Practices,,,SITXEVT602 Develop Event Concepts,,,SISXCAI306A Facilitate Groups,,,SITXHRM402 Lead And Manage People,,,BSBADM502B Manage Meetings,,,SISXRSK502A Manage Organisational Risks,,,SISSSCO303 Plan And Deliver Coaching Programs,,,SISXIND404A Promote Compliance With Laws And Legal Principles,,,SISSSCO306 Provide Drugs In Sport Information,,,SISSSCO307 Provide Nutrition Information To Athletes,,,SISSSCO308 Support Athletes To Adopt Principles Of Sports Psychology,,,"SISXIND006 Conduct Sport, Fitness Or Recreation Events",,,SISXIND007 Develop And Implement Participation Strategies,,,"SITXEBS002 Develop, Implement And Monitor The Use Of Social Media In A Business",,,SISXIND406A Manage Projects,,,BSBMKG521 Plan And Implement Sponsorship And Event Marketing,,,ICAICT308A Use Advanced Features Of Computer Applications,,,SISXWHS402 Implement And Monitor Work Health And Safety Policies,,,SISXCCS403A Determine Needs Of Client Populations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIP,Box Hill Institute,Melbourne,Diploma of Sport Development, Sport & Recreation ,"15,739",,AUD,Years,1.0,Years,Yes,No,ATAR,IELTS,,,5.5,,https://www.boxhill.edu.au/courses/diploma-of-sport-development-si103-i/,English,I,"Kickstart your career in the sport and fitness industry with our sport development course. Growing at a rapid pace, the sport and fitness industry needs more qualified people. If you’re keen to be part of the industry, this is a practical, hands on course that will help you achieve your goal. Work with and learn from industry professionals about different aspects of sport including client services, marketing, communications, coaching, compliance, event management, facility management, health and fitness.  You will work with industry professionals at real sporting events throughout this course learning hands-on practical skills that will be used in your future career. We have some strong partnerships with sports industry organisations including Melbourne Marathon, Melbourne Grand Prix, Box Hill United Soccer Club, Great Ocean Road Running Festival, Belgravia Leisure, Tough Mudder, Tertiary Recreation Entertainment Victoria, Basketball Victoria, Proactivity, Performance Psychology and more.      Follow Box Hill Institute - Sport & Recreation on Instagram","Upon successful completion, you will be awarded the Diploma of Sport Development. This qualification will prepare you to work in a wide range of roles in the sport and fitness industry. You may find work in sports management, sports administration, fitness, sports coaching, officiating or event management. Following further study, you may enter a career in sport/exercise science, health and nutrition or teaching physical education.",Australia,No,Yes,No,Yes,No,,Normal,No,BSBWOR501 Manage Personal Work Priorities And Professional Development,,,SISSSCO101 Develop And Update Knowledge Of Coaching Practices,,,SITXEVT602 Develop Event Concepts,,,SISXCAI306A Facilitate Groups,,,SITXHRM402 Lead And Manage People,,,BSBADM502B Manage Meetings,,,SISXRSK502A Manage Organisational Risks,,,SISSSCO303 Plan And Deliver Coaching Programs,,,SISXIND404A Promote Compliance With Laws And Legal Principles,,,SISSSCO306 Provide Drugs In Sport Information,,,SISSSCO307 Provide Nutrition Information To Athletes,,,SISSSCO308 Support Athletes To Adopt Principles Of Sports Psychology,,,"SISXIND006 Conduct Sport, Fitness Or Recreation Events",,,SISXIND007 Develop And Implement Participation Strategies,,,"SITXEBS002 Develop, Implement And Monitor The Use Of Social Media In A Business",,,SISXIND406A Manage Projects,,,BSBMKG521 Plan And Implement Sponsorship And Event Marketing,,,ICAICT308A Use Advanced Features Of Computer Applications,,,SISXWHS402 Implement And Monitor Work Health And Safety Policies,,,SISXCCS403A Determine Needs Of Client Populations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIP,Box Hill Institute,Melbourne,Diploma of Sport Development, Sport & Recreation ,"15,739",,AUD,Years,1.0,Years,Yes,No,ATAR,IELTS,,,5.5,,https://www.boxhill.edu.au/courses/diploma-of-sport-development-si103-i/,English,I,"Kickstart your career in the sport and fitness industry with our sport development course. Growing at a rapid pace, the sport and fitness industry needs more qualified people. If you’re keen to be part of the industry, this is a practical, hands on course that will help you achieve your goal. Work with and learn from industry professionals about different aspects of sport including client services, marketing, communications, coaching, compliance, event management, facility management, health and fitness.  You will work with industry professionals at real sporting events throughout this course learning hands-on practical skills that will be used in your future career. We have some strong partnerships with sports industry organisations including Melbourne Marathon, Melbourne Grand Prix, Box Hill United Soccer Club, Great Ocean Road Running Festival, Belgravia Leisure, Tough Mudder, Tertiary Recreation Entertainment Victoria, Basketball Victoria, Proactivity, Performance Psychology and more.      Follow Box Hill Institute - Sport & Recreation on Instagram","Upon successful completion, you will be awarded the Diploma of Sport Development. This qualification will prepare you to work in a wide range of roles in the sport and fitness industry. You may find work in sports management, sports administration, fitness, sports coaching, officiating or event management. Following further study, you may enter a career in sport/exercise science, health and nutrition or teaching physical education.",Australia,No,Yes,No,Yes,No,,Normal,No,BSBWOR501 Manage Personal Work Priorities And Professional Development,,,SISSSCO101 Develop And Update Knowledge Of Coaching Practices,,,SITXEVT602 Develop Event Concepts,,,SISXCAI306A Facilitate Groups,,,SITXHRM402 Lead And Manage People,,,BSBADM502B Manage Meetings,,,SISXRSK502A Manage Organisational Risks,,,SISSSCO303 Plan And Deliver Coaching Programs,,,SISXIND404A Promote Compliance With Laws And Legal Principles,,,SISSSCO306 Provide Drugs In Sport Information,,,SISSSCO307 Provide Nutrition Information To Athletes,,,SISSSCO308 Support Athletes To Adopt Principles Of Sports Psychology,,,"SISXIND006 Conduct Sport, Fitness Or Recreation Events",,,SISXIND007 Develop And Implement Participation Strategies,,,"SITXEBS002 Develop, Implement And Monitor The Use Of Social Media In A Business",,,SISXIND406A Manage Projects,,,BSBMKG521 Plan And Implement Sponsorship And Event Marketing,,,ICAICT308A Use Advanced Features Of Computer Applications,,,SISXWHS402 Implement And Monitor Work Health And Safety Policies,,,SISXCCS403A Determine Needs Of Client Populations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIP,Box Hill Institute,Melbourne,Diploma of Sport Development, Sport & Recreation ,"15,739",,AUD,Years,1.0,Years,Yes,No,ATAR,IELTS,,,5.5,,https://www.boxhill.edu.au/courses/diploma-of-sport-development-si103-i/,English,I,"Kickstart your career in the sport and fitness industry with our sport development course. Growing at a rapid pace, the sport and fitness industry needs more qualified people. If you’re keen to be part of the industry, this is a practical, hands on course that will help you achieve your goal. Work with and learn from industry professionals about different aspects of sport including client services, marketing, communications, coaching, compliance, event management, facility management, health and fitness.  You will work with industry professionals at real sporting events throughout this course learning hands-on practical skills that will be used in your future career. We have some strong partnerships with sports industry organisations including Melbourne Marathon, Melbourne Grand Prix, Box Hill United Soccer Club, Great Ocean Road Running Festival, Belgravia Leisure, Tough Mudder, Tertiary Recreation Entertainment Victoria, Basketball Victoria, Proactivity, Performance Psychology and more.      Follow Box Hill Institute - Sport & Recreation on Instagram","Upon successful completion, you will be awarded the Diploma of Sport Development. This qualification will prepare you to work in a wide range of roles in the sport and fitness industry. You may find work in sports management, sports administration, fitness, sports coaching, officiating or event management. Following further study, you may enter a career in sport/exercise science, health and nutrition or teaching physical education.",Australia,No,Yes,No,Yes,No,,Normal,No,BSBWOR501 Manage Personal Work Priorities And Professional Development,,,SISSSCO101 Develop And Update Knowledge Of Coaching Practices,,,SITXEVT602 Develop Event Concepts,,,SISXCAI306A Facilitate Groups,,,SITXHRM402 Lead And Manage People,,,BSBADM502B Manage Meetings,,,SISXRSK502A Manage Organisational Risks,,,SISSSCO303 Plan And Deliver Coaching Programs,,,SISXIND404A Promote Compliance With Laws And Legal Principles,,,SISSSCO306 Provide Drugs In Sport Information,,,SISSSCO307 Provide Nutrition Information To Athletes,,,SISSSCO308 Support Athletes To Adopt Principles Of Sports Psychology,,,"SISXIND006 Conduct Sport, Fitness Or Recreation Events",,,SISXIND007 Develop And Implement Participation Strategies,,,"SITXEBS002 Develop, Implement And Monitor The Use Of Social Media In A Business",,,SISXIND406A Manage Projects,,,BSBMKG521 Plan And Implement Sponsorship And Event Marketing,,,ICAICT308A Use Advanced Features Of Computer Applications,,,SISXWHS402 Implement And Monitor Work Health And Safety Policies,,,SISXCCS403A Determine Needs Of Client Populations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTII,Box Hill Institute,Melbourne,Certificate II in Floristry (Assistant), Floristry,"1,292","1,292",AUD,Years,6.0,Months,Yes,Yes,ATAR,IELTS,,,,,https://www.boxhill.edu.au/courses/certificate-ii-in-floristry-assistant-shf35-pra/,English,A,"Explore your creativity and love of flowers, and help your career flourish with our exciting and innovative floristry course where you'll learn to work within the floristry industry as an assistant to senior florists or as a retail assistant within a florist shop. Our highly skilled and supportive teachers will assist you in obtaining the underpinning knowledge and basic flower arranging skills to kickstart your career in floristry.   Enoy our hands on training environmnent within our retail shop, Flowers on Elgar where you'll experience applying your floristry skills in making techniques such as bunches, bouquets, boxed arrangements, table centrepieces, corsages as well as dealing with real customers.     Like Box Hill Institute - Floristry on Facebook    Follow Box Hill Institute - Floristry on Instagram","After successfully completing the Certificate II in Floristry (Assistant) you'll be able to work within the floristry industry in a range of capacities, such as an assistant to senior florists or as a retail assistant within a florist shop.",Australia,No,Yes,No,Yes,No,,Normal,No,SFLSOP007 Interact With Floristry Customers,,,SFLDEC001 Maintain Floristry Tools And Equipment,,,SFLDEC005 Assemble Floristry Products,,,SFLSOP001 Source Information On Floristry Products And Services,,,SFLSOP002 Work Effectively In The Floristry Industry,,,SFLSOP003 Recognise Flower And Plant Materials,,,SFLSOP004 Receive And Store Floristry Stock,,,SFLSOP005 Prepare And Care For Floristry Stock,,,SFLWHS001 Participate In Safe Work Practices,,,SIRXRSK201 Minimise Loss,,,BSBWOR202 Organise And Complete Daily Work Activities,,,SFLSOP006 Display And Merchandise Floristry Products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
