Level_Code,University,City,Course,Faculty,Fees,Currency,Currency_Time,Duration,Duration_Time,Full_Time,Part_Time,Prerequisite_1,Prerequisite_2,Prerequisite_1_grade_1,Prerequisite_2_grade_2,Website,Course_Lang,Availability,Description,Career_Outcomes/path,Country,Online,Offline,Distance,Face_to_Face,Blended,Remarks,Course Delivery Mode,FREE TAFE
DIP,Box Hill Institute,Melbourne,Diploma of Laboratory Technology, Science ,"16,576",AUD,Years,2.0,Years,Yes,No,ATAR,IELTS,,5.5,https://www.boxhill.edu.au/courses/diploma-of-laboratory-technology-lt500-i/,English,I,"Our laboratory technology course will help you gain the skills and knowledge to work in scientific laboratories conducting medical testing, biological, chemical or environmental testing. You will study in a supportive environment with small class sizes, and you can expect to learn practical scientific knowledge and technical skills that will expand your interest in science. The learning areas include:  aseptic techniques and microscopy microbiology histology environmental testing molecular biology and electrophoresis chemical testing  You’ll learn how to plan and conduct laboratory work, use app software, analyse data and report your results. Throughout your course, you’ll have the opportunity to use relevant instruments in modern laboratories to strengthen your practical experience. In the final year, you can showcase your laboratory skills to potential employers in our work placement program.","After successful completion, you may wish to apply for a range of employment opportunities as a technical officer, laboratory assistant, and scientific officer. Other industry options may include quality assurance in private and government laboratories such as biological, environmental or chemical testing laboratories, secondary schools, medical research and pathology laboratories and pharmaceutical research and development laboratories.",Australia,Yes,Yes,Yes,Yes,Yes,,Normal,No
BA,Box Hill Institute,Melbourne,Bachelor of Biosecurity Science, Science ,"17,433",AUD,Years,3.0,Years,Yes,Yes,ATAR,IELTS,,5.5,https://www.boxhill.edu.au/courses/bachelor-of-biosecurity-science-bbs01-he/,English,A,"With our biosecurity science courses, you can combine your interests in agriculture, animals and plants with science in a rewarding and practical career. This degree, and the related Undergraduate Certificate of Biosecurity Science, are the only dedicated undergraduate biosecurity courses offered in Australia. You will gain the knowledge to help:  protect our farms, livestock and crops from pests and disease help prevent the attack of weeds and feral animals protect people and the community from zoonotic diseases  We run the Bachelor of Biosecurity Science in association with our Biosecurity Centre of Excellence. Develop your skills and practical knowledge in the plant and animal sciences, and expand your understanding of the science and regulation of biosecurity. Begin your studies with a foundation in biology, microbiology, chemistry and research methods. Then your specialised subjects include: Plants and animals  anatomy and physiology plant and animal production animal health and diseases plant pests and diseases epidemiology  Biosecurity  surveillance and monitoring risk management legislation, regulation and policy compliance and enforcement.  In your final year, you will complete a biosecurity industry project. During this two month industry placement, you will evaluate and report on biosecurity practice.","Lifelong learning Global citizenship Information literacy Application and enquiry Ethical, social and professional understanding Communication Personal and intellectual autonomy",Australia,,Yes,No,Yes,No,,Normal,No
BA,Box Hill Institute,Melbourne,Bachelor of Biosecurity Science, Science ,"20,496",AUD,Years,3.0,Years,Yes,No,ATAR,IELTS,,6.0,https://www.boxhill.edu.au/courses/bachelor-of-biosecurity-science-bbs01-ihe/,English,A,"With our biosecurity science courses, you can combine your interests in agriculture, animals and plants with science in a rewarding and practical career. This degree, and the related Undergraduate Certificate of Biosecurity Science, are the only dedicated undergraduate biosecurity courses offered in Australia. You will gain the knowledge to help:  protect our farms, livestock and crops from pests and disease help prevent the attack of weeds and feral animals protect people and the community from zoonotic diseases  We run the Bachelor of Biosecurity Science in association with our Biosecurity Centre of Excellence. Develop your skills and practical knowledge in the plant and animal sciences, and expand your understanding of the science and regulation of biosecurity. Begin your studies with a foundation in biology, microbiology, chemistry and research methods. Then your specialised subjects include: Plants and animals  anatomy and physiology plant and animal production animal health and diseases plant pests and diseases epidemiology  Biosecurity  surveillance and monitoring risk management legislation, regulation and policy compliance and enforcement.  In your final year, you will complete a biosecurity industry project. During this two month industry placement, you will evaluate and report on biosecurity practice.","Lifelong learning Global citizenship Information literacy Application and enquiry Ethical, social and professional understanding Communication Personal and intellectual autonomy",Australia,,Yes,No,Yes,No,,Normal,No
CERTII,Box Hill Institute,Melbourne,Certificate II in Building and Construction Pre-apprenticeship (Specialising in Carpentry), Building & Carpentry,0,AUD,Years,14.0,Weeks,Yes,Yes,ATAR,IELTS,,6.0,https://www.boxhill.edu.au/courses/certificate-ii-in-building-and-construction-pre-apprenticeship-specialising-in-carpentry-bpa41-pra/,English,A,This carpentry course will prepare you for a carpentry apprenticeship. Our building and construction (carpentry) pre-apprenticeship course will provide you with the basic knowledge and skills to prepare you for work or further study within the building and construction industry. Your carpentry course will include an introduction to the industry and workplace safety. You will learn from industry professionals how to:  perform industry calculations use hand and power carpentry tools develop your communication skills.  You will cover topics such as:  sub-floor construction wall and roof framing installing window frames and doorframes formwork for concreting workplace documents and plans,"The certificate provides an understanding of the building and construction industry, and provides the necessary skills and knowledge to seek employment as an apprentice carpenter, or work within similar roles in the building and construction industry.",Australia,Yes,Yes,Yes,Yes,Yes,,Pre-apprenticeship,Yes
CERTII,Box Hill Institute,Melbourne,Certificate II in Building and Construction Pre-apprenticeship (Specialising in Carpentry), Building & Carpentry,0,AUD,Years,14.0,Weeks,Yes,Yes,ATAR,IELTS,,6.0,https://www.boxhill.edu.au/courses/certificate-ii-in-building-and-construction-pre-apprenticeship-specialising-in-carpentry-bpa41-pra/,English,A,This carpentry course will prepare you for a carpentry apprenticeship. Our building and construction (carpentry) pre-apprenticeship course will provide you with the basic knowledge and skills to prepare you for work or further study within the building and construction industry. Your carpentry course will include an introduction to the industry and workplace safety. You will learn from industry professionals how to:  perform industry calculations use hand and power carpentry tools develop your communication skills.  You will cover topics such as:  sub-floor construction wall and roof framing installing window frames and doorframes formwork for concreting workplace documents and plans,"The certificate provides an understanding of the building and construction industry, and provides the necessary skills and knowledge to seek employment as an apprentice carpenter, or work within similar roles in the building and construction industry.",Australia,Yes,Yes,Yes,Yes,Yes,,Pre-apprenticeship,Yes
CERTII,Box Hill Institute,Melbourne,Certificate II in Furniture Making, Building & Carpentry,0,AUD,Years,6.0,Months,No,Yes,ATAR,IELTS,,6.0,https://www.boxhill.edu.au/courses/certificate-ii-in-furniture-making-mf203b-pra/,English,A,"If you enjoy working with wood, creating furniture and constructing kitchens and cabinets, this furniture making course could help turn your interest into a career path. This furniture course is suitable for starting a career in the cabinet and furniture making industry or for people to develop their own furniture and cabinet making skills. Learn as you build a range of high quality furniture pieces that you can take home with you. You will learn about basic occupational health and safety, how to read documents and how to make accurate measurements. You will participate in environmentally sustainable work practices and discover what it means to communicate and work within a team environment. Learn to plan, cost and calculate before you begin a job. Create furniture using hand tools, power tools and wood working machinery. Learn to make joints by hand, leg and rail construction methods, furniture and cabinet assembly, timber preparation and spray finishing.","After successful completion, you may wish to pursue employment in the furnishing industry as an apprentice furniture or cabinet maker.  This course may also lead to employment opportunities in retail furniture or furniture design.",Australia,Yes,Yes,Yes,Yes,Yes,,Pre-apprenticeship,Yes
CERTII,Box Hill Institute,Melbourne,Certificate II in Building and Construction Pre-apprenticeship (Specialising in Carpentry), Trades,Secondary School,AUD,Years,4.0,Years,No,No,ATAR,IELTS,,6.0,https://www.boxhill.edu.au/courses/certificate-ii-in-building-and-construction-pre-apprenticeship-specialising-in-carpentry-bvs41-vetis/,English,A,"This VCE VET program will prepare you for a career in the building and construction industry. Topics include industry and workplace safety, the use of hand and power carpentry tools, sub floor construction, wall and roof framing, installation of window frames and doorframes, formwork for concreting, workplace documents and plans.","The Certificate provides an understanding of the building and construction industry, and provides the necessary skills and knowledge to seek employment as an apprentice carpenter, or work within similar roles in the building and construction industry.",Australia,,Yes,No,Yes,No,,Normal,No
CERTII,Box Hill Institute,Melbourne,Certificate II in Building and Construction Pre-apprenticeship (Specialising in Carpentry), Trades,Secondary School,AUD,Years,4.0,Years,No,No,ATAR,IELTS,,6.0,https://www.boxhill.edu.au/courses/certificate-ii-in-building-and-construction-pre-apprenticeship-specialising-in-carpentry-bvs41-vetis/,English,A,"This VCE VET program will prepare you for a career in the building and construction industry. Topics include industry and workplace safety, the use of hand and power carpentry tools, sub floor construction, wall and roof framing, installation of window frames and doorframes, formwork for concreting, workplace documents and plans.","The Certificate provides an understanding of the building and construction industry, and provides the necessary skills and knowledge to seek employment as an apprentice carpenter, or work within similar roles in the building and construction industry.",Australia,,Yes,No,Yes,No,,Normal,No
CERTII,Box Hill Institute,Melbourne,Certificate II in Furniture Making Pathways, Building & Carpentry,Secondary School,AUD,Years,4.0,Days,No,No,ATAR,IELTS,,6.0,https://www.boxhill.edu.au/courses/certificate-ii-in-furniture-making-pathways-mf205-vetis/,English,A,"Do you enjoy working with wood, creating furniture and constructing kitchens and cabinets? Start your journey to develop your furniture and cabinet making skills. You will participate in environmentally sustainable work practices and discover what it means to communicate and work within a team environment. Learn to plan, cost and calculate before you begin a job. You will create high quality furniture using hand tools, power tools and woodworking machinery that you can take home with you. Learn to make joints by hand, leg and rail construction methods, furniture and cabinet assembly, timber preparation and spray finishing.",,Australia,,Yes,No,Yes,No,,Normal,No
CERTIII,Box Hill Institute,Melbourne,Certificate III in Cabinet Making (Furniture), Building & Carpentry,"7,094",AUD,Years,3.0,Years,Yes,Yes,ATAR,IELTS,,6.0,https://www.boxhill.edu.au/courses/certificate-iii-in-cabinet-making-furniture-mf314-app/,English,A,"If you like working with wood and the practical approach to work then our cabinet making apprenticeship is the course for you. In our course, you will work with solid timber and manufactured board as you learn a broad range of furniture and cabinet making skills from current industry professionals. Our cabinet making apprenticeship has an emphasis on freestanding furniture. Learn as you create high-quality furniture that you can take with you. You will begin with the basics of drawing up plans and designs as well as calculating what a project will cost then move on to more advanced skills. Our cabinet making course will teach you essential trade skills including:  occupational health and safety requirements workplace communication skills the various construction methods, materials and techniques the different styles of furniture that can be created to be a valuable member of a team to read documents to use CNC (computer numerical control) and other woodworking machines including drilling, sawing and edging machines",After successful completion of this course you may apply for employment opportunities in the furnishing industry as a cabinetmaker.   This course may also lead to employment opportunities in retail furniture or furniture design.,Australia,Yes,Yes,Yes,Yes,Yes,,Apprenticeship,No
CERTIII,Box Hill Institute,Melbourne,Certificate III in Cabinet Making (Kitchens and Bathrooms), Building & Carpentry,"6,006",AUD,Years,3.0,Years,Yes,Yes,ATAR,IELTS,,6.0,https://www.boxhill.edu.au/courses/certificate-iii-in-cabinet-making-kitchens-and-bathrooms-mk314-app/,English,A,"Develop a broad range of furniture and cabinet making skills with emphasis on skills required in kitchen and bathroom manufacture and installation. Our cabinet making course specialises in kitchens and bathrooms and it’s offered as an apprenticeship or as a non-apprenticeship course. In our cabinet making course, you will gain experience working with solid timber and manufactured board. You’ll learn from current industry professionals and gain experience in all aspects of the industry including:  working with solid timber and manufactured board various construction methods, materials, techniques and furniture styles methods of kitchen and bathroom manufacture drawing, planning, design and fabrication calculating the cost of a project cabinet and furniture installation use of hardware and machinery specialised tools technology such as CNC (computer numerical control) occupational health and safety requirements workplace communication skills and how to be a valuable member of a team to source and purchase material/parts for service jobs to provide quotations and deliver a service to customers",This course may provide you with employment opportunities in the cabinet making industry as a cabinetmaker and installer.,Australia,Yes,Yes,Yes,Yes,Yes,,Apprenticeship,No
CERTIII,Box Hill Institute,Melbourne,Certificate III in Carpentry, Building & Carpentry,"6,387",AUD,Years,3.0,Years,No,Yes,ATAR,IELTS,,6.0,https://www.boxhill.edu.au/courses/certificate-iii-in-carpentry-bba29-app/,English,A,"Are you interested in working as a carpenter? This building apprenticeship course will provide you with the skills and knowledge to work in both the housing and industrial areas of the carpentry trade. You will learn how to safely use a wide range of tools and equipment such as power tools, automatic and laser levels, nail guns, compressors, generators and scaffolding. You will gain the skills needed to construct and manufacture components for stairs, windows, doors and furnishings. You will be able to construct, erect and repair buildings and other structures made of wood, wood substitutes, steel and other materials. Your work will vary according to the type of job you do and may include residential, commercial, industrial and other construction or maintenance. You will learn how to read plans and calculate measurements, construct floor, wall, ceiling and roof frames as well as the installation of roof trusses, eaves, claddings and linings. Your studies will cover building from the point of demolition through to setting out and levelling construction sites and even working with formwork and concrete. Box Hill Institute also offers Workplace Training & Assessment for carpentry in negotiation with the employer.","After successful completion of this course, you may wish to apply for positions such as carpenter or a commercial or domestic builder.",Australia,Yes,Yes,Yes,Yes,Yes,,Apprenticeship,No
CERTIII,Box Hill Institute,Melbourne,Certificate III in Carpentry, Building & Carpentry,"6,387",AUD,Years,3.0,Years,No,Yes,ATAR,IELTS,,6.0,https://www.boxhill.edu.au/courses/certificate-iii-in-carpentry-bba29-app/,English,A,"Are you interested in working as a carpenter? This building apprenticeship course will provide you with the skills and knowledge to work in both the housing and industrial areas of the carpentry trade. You will learn how to safely use a wide range of tools and equipment such as power tools, automatic and laser levels, nail guns, compressors, generators and scaffolding. You will gain the skills needed to construct and manufacture components for stairs, windows, doors and furnishings. You will be able to construct, erect and repair buildings and other structures made of wood, wood substitutes, steel and other materials. Your work will vary according to the type of job you do and may include residential, commercial, industrial and other construction or maintenance. You will learn how to read plans and calculate measurements, construct floor, wall, ceiling and roof frames as well as the installation of roof trusses, eaves, claddings and linings. Your studies will cover building from the point of demolition through to setting out and levelling construction sites and even working with formwork and concrete. Box Hill Institute also offers Workplace Training & Assessment for carpentry in negotiation with the employer.","After successful completion of this course, you may wish to apply for positions such as carpenter or a commercial or domestic builder.",Australia,Yes,Yes,Yes,Yes,Yes,,Apprenticeship,No
CERTIII,Box Hill Institute,Melbourne,Certificate III in Furniture Making, Building & Carpentry,"6,659",AUD,Years,3.0,Years,Yes,Yes,ATAR,IELTS,,6.0,https://www.boxhill.edu.au/courses/certificate-iii-in-furniture-making-mf304-app/,English,A,"This course is offered as an apprenticeship as well as a non-apprenticeship course. Do you like the hands-on approach to work? Are you interested in working with wood? During this course you will work with solid timber and manufactured board as you learn a broad range of furniture making skills. This course will teach you essential trades skills including occupational health and safety requirements, workplace communication skills and how to be a valuable member of a team. You will learn how to read documents, use hand and power tools, the various construction methods, materials and techniques used as well as the different styles of furniture that can be created. You will begin with the basics of drawing up plans and designs as well as calculating what a project will cost. You will use a CNC and other woodworking machines including drilling, sawing and edging machines. Learn as you create high quality furniture items that you can take with you.",This course may provide you with employment opportunities in the furnishing industry as a furniture maker or lead to employment opportunities in retail furniture or furniture design.,Australia,Yes,Yes,Yes,Yes,Yes,,Apprenticeship,No
ADIP,Box Hill Institute,Melbourne,Advanced Diploma of Building Design (Architectural), Building Design,"7,189",AUD,Years,2.0,Days,Yes,Yes,ATAR,IELTS,,6.0,https://www.boxhill.edu.au/courses/advanced-diploma-of-building-design-architectural-abd19-d/,English,D,"Prepare for a creative career as an architectural building designer or draftsperson with our building design course. You’ll learn about architectural design and the construction of residential and commercial buildings witha focus on sustainable design. In our building design course, you’ll gain skills employers are looking for such as design and technical drawing, project management and the selection of materials. You’ll also get the chance to meet future employers and present your project drawings at our industry presentation functions. Working in a supportive, tutorial-style classroom, our teachers are industry leaders in their field who will share their experience and help you apply sustainability to your building designs. With our building design course, you'll get access to our million-dollar technology hub that houses computers offering all the latest architectural software and training, including:  AutoCAD Revit Sketch-up Pro Photoshop 3DS Max animation software Rhino MS Project FirstRate 5 Lumion  Combining theory with practical, our building design course equips you with the know-how to problem solve and apply expertise to real world projects. Take a look at some of our great awards:  Student, Soroush Maghsoudi was recognised with two awards at the 2018 Building Designers Association of Victoria (BDAV) annual awards night. Soroush was awarded Best Digital Presentation by a Student and Drafting Excellence by a Student. His award-winning animation can be viewed here Box Hill Institute is an award-winning industry leader in building design and sustainability training. Our Cross Laminated Timber educational project was a finalist in the Premier’s Sustainability Awards 2017 – Educational Category Graduate and now teacher Paul Morgan won the 2017 Student Dangerous Designs award Building Design graduate Dina Malathounis won various Designers Association of Victoria awards in 2017 with her Killara design, including best building design of the year, best residential restoration, best alteration and additions over $500k, best interior design, and excellence in use of steel. Dina was also successful in the 2018 Asia Pacific International Property Awards, winning in the categories of Architectural Single Residence for Australia and Interior Design Private Residence for Australia     Follow Box Hill Institute - Building Design on Instagram","Career opportunities for graduates include working as:  architectural technicians/draftspersons for architects building contractors building designers building management professionals in commercial enterprises or government departments  With two years of practical experience, graduates may apply for registration and work as a building designer in their own right.",Australia,Yes,Yes,Yes,Yes,Yes,,Normal,No
ADIP,Box Hill Institute,Melbourne,Advanced Diploma of Building Information Modelling (BIM), Building Design,249,AUD,Years,15.0,Months,No,Yes,ATAR,IELTS,,6.0,https://www.boxhill.edu.au/courses/advanced-diploma-of-building-information-modelling-bim-adbim-d/,English,D,"This course in Building Information Modelling (BIM) will provide you with the skills and knowledge required to manage the detailed activity of a building construction or engineering project using BIM compatible software to achieve the best possible project workflow from start to finish.   This course is appropriately aligned to address the Victorian Government’s priority sector requirements for Building Construction and Technology in working with and applying modern building construction methods through the use of innovative technologies such as BIM. After completion you will also be equiped with a high level of skills to ensure  effective project management skills in applying BIM effective BIM contract management and cost control BIM related projects are planned, executed and completed collaboratively","On completion you will have the skills and knowledge to:  manage BIM workflow processes, including coordination, integration, commissioning and handover manage project cost control processes, planning and analysis of data for the life cycle of the construction plan for effective coordination of complex projects, estimate number and selection of plant & equipment, including structural elements and materials across the whole construction supply chain develop and establish effective intergrated project delivery techniques to aid collaboration, communication and workflows using BIM manage environmental sustainable design in BIM projects manage the application of BIM digital fabrication",Australia,Yes,Yes,Yes,Yes,Yes,,Normal,No
ADIP,Box Hill Institute,Melbourne,Advanced Diploma of Building Design (Architectural), Building Design,"16,164",AUD,Years,2.0,Years,Yes,No,ATAR,IELTS,,5.5,https://www.boxhill.edu.au/courses/advanced-diploma-of-building-design-architectural-abd19-i/,English,I,"Prepare for a creative career as an architectural building designer or draftsperson with our building design course. You’ll learn about architectural design and the construction of residential and commercial buildings witha focus on sustainable design. In our building design course, you’ll gain skills employers are looking for such as design and technical drawing, project management and the selection of materials. You’ll also get the chance to meet future employers and present your project drawings at our industry presentation functions. Working in a supportive, tutorial-style classroom, our teachers are industry leaders in their field who will share their experience and help you apply sustainability to your building designs. With our building design course, you'll get access to our million-dollar technology hub that houses computers offering all the latest architectural software and training, including:  AutoCAD Revit Sketch-up Pro Photoshop 3DS Max animation software Rhino MS Project FirstRate 5 Lumion  Combining theory with practical, our building design course equips you with the know-how to problem solve and apply expertise to real world projects. Take a look at some of our great awards:  Student, Soroush Maghsoudi was recognised with two awards at the 2018 Building Designers Association of Victoria (BDAV) annual awards night. Soroush was awarded Best Digital Presentation by a Student and Drafting Excellence by a Student. His award-winning animation can be viewed here Box Hill Institute is an award-winning industry leader in building design and sustainability training. Our Cross Laminated Timber educational project was a finalist in the Premier’s Sustainability Awards 2017 – Educational Category Graduate and now teacher Paul Morgan won the 2017 Student Dangerous Designs award Building Design graduate Dina Malathounis won various Designers Association of Victoria awards in 2017 with her Killara design, including best building design of the year, best residential restoration, best alteration and additions over $500k, best interior design, and excellence in use of steel. Dina was also successful in the 2018 Asia Pacific International Property Awards, winning in the categories of Architectural Single Residence for Australia and Interior Design Private Residence for Australia     Follow Box Hill Institute - Building Design on Instagram","Career opportunities for graduates include working as:  architectural technicians/draftspersons for architects building contractors building designers building management professionals in commercial enterprises or government departments  With two years of practical experience, graduates may apply for registration and work as a building designer in their own right.",Australia,Yes,Yes,Yes,Yes,Yes,,Normal,No
SHORT COURSES,Box Hill Institute,Melbourne,Short Course Certified Passive House Designer, Building Design,3500,AUD,Years,2.0,Years,Yes,No,ATAR,IELTS,,5.5,https://www.boxhill.edu.au/courses/certified-passive-house-designer-cphd1-sc/,English,A,"Are you an architect, building designer, mechanical, civil, structural or electrical engineer, building contractor or any other building professional looking to learn the skills and knowledge required to understand how to design and build to the International Passive House standard? Our certified Passive House Designer course has been designed with you in mind. This certified Passive House Designer course involves a combination of lectures, group design and calculation exercises and workshops in preparation for the exam. On completion of the course there is the opportunity to sit the examination which is set by the Passivhaus Institut (Germany) and takes place all around the world on 4 predetermined dates per year. On successfully completing the exam you will receive the internationally recognised accreditation as Certified Passive House Designer. Certification as a Passive House Designer by the Passive House Institute (PHI), Darnstadt, Germany will only occur on successful completion of the PHI exam which will be held at Box Hill Institute (date to be confirmed). Additional fees will be charged to sit this exam. Pro Clima Australia Pty Ltd offer a Passive House Design Scholarship. All enrolled applicants have the opportunity to apply. The successful applicant will receive full subsidy for the Australia Passive House Association Certified Passive House course delivered by Box Hill Institute and the externally assessed exam. To apply, visit the Pro Clima website. Passive House Course and Exam Enquiries To enrol, complete, scan and return the enrolment form to passivehouseenquiries@boxhill.edu.au    Follow Box Hill Institute - Building Design on Instagram       Code Course 2020 Dates   CPHT1 Certified Passive House Tradesperson  9 - 13 Nov Lilydale Campus    CPHT2 Certified Passive House Tradesperson Examination  14 Nov Lilydale Campus    CPHD1 Certified Passive House Designer  16 - 26 Nov Online    CPHDE Passive House Designer exam prep course  27 Nov Online    CPHD2 Certified Passive House Designer Examination  4 Dec Online","Career opportunities for graduates include working as:  architectural technicians/draftspersons for architects building contractors building designers building management professionals in commercial enterprises or government departments  With two years of practical experience, graduates may apply for registration and work as a building designer in their own right.",Australia,,Yes,No,Yes,No,,Normal,No
SHORT COURSES,Box Hill Institute,Melbourne,Short Course Certified Passive House Designer Examination, Building Design,750,AUD,Years,2.0,Years,Yes,No,ATAR,IELTS,,5.5,https://www.boxhill.edu.au/courses/certified-passive-house-designer-examination-cphd2-sc/,English,A,"In order to qualify for a Passive House Designer certificate or a Passive House Consultant certificate, evidence of a qualification in an appropriate professional field is required, which allows the holder to carry out planning of buildings or technical building services at his or her own responsibility. A copy of a letter (e.g. diploma, master craftsman's diploma or similar document, translated into German or English if applicable) proving this qualification must be provided to the examining institution. On the basis of these documents the examining institution shall decide whether to issue a Passive House Designer or Passive House Consultant certificate to the applicant upon successful completion and shall also recommend the professional title under which he/she will be listed on the internet hereforth. The examining institution shall forward a copy of the qualification document to the PHI, together with the original signed application and the examination booklet. The Passive House Institute (PHI) shall issue the Passive House Designer or Passive House Consultant certificate after successful completion of the examination. Applicants who cannot provide proof of their qualifications or whose documents do not meet the required conditions will receive the Passive House Consultant title. The final decision regarding the award of the Passive House Designer or Passive House Consultant title will be made by the PHI. Exam conditions are provided in detail at the Passivhausplaner website.   Pro Clima Australia Pty Ltd offer a Passive House Scholarship. Enrolled applicants have the opportunity to apply. The successful applicant will receive full subsidy for the exam. To apply, visit the Pro Clima website. Passive House Course and Exam Enquiries To enrol, complete, scan and return the enrolment form to passivehouseenquiries@boxhill.edu.au    Follow Box Hill Institute - Building Design on Instagram       Code Course 2020 Dates   CPHT1 Certified Passive House Tradesperson  9 - 13 Nov Lilydale Campus    CPHT2 Certified Passive House Tradesperson Examination  14 Nov Lilydale Campus    CPHD1 Certified Passive House Designer  16 - 26 Nov Online    CPHDE Passive House Designer exam prep course  27 Nov Online    CPHD2 Certified Passive House Designer Examination  4 Dec Online","Career opportunities for graduates include working as:  architectural technicians/draftspersons for architects building contractors building designers building management professionals in commercial enterprises or government departments  With two years of practical experience, graduates may apply for registration and work as a building designer in their own right.",Australia,,Yes,No,Yes,No,,Normal,No
SHORT COURSES,Box Hill Institute,Melbourne,Short Course Certified Passive House Tradesperson, Building Design,1995,AUD,Years,2.0,Years,Yes,No,ATAR,IELTS,,5.5,https://www.boxhill.edu.au/courses/certified-passive-house-tradesperson-cpht1-sc/,English,A,"In this course, building tradespeople will learn the skills and knowledge required to understand how to build to the International Passive House standard. This 5-day course covers the Building Envelope and Mechanical Systems specialities.  What is Passive House? The Passive House Standard is not a regulation, but a methodology and certification system for creating very thermally-efficient buildings. Passive House buildings allow for space heating and cooling-related energy savings of up to 90% compared with typical building stock and over 75% compared to average new builds. Although Passive House buildings have been around internationally for 25 years, at last these super energy-efficient buildings are now appearing in Australia. Passive House buildings show great diversity in aesthetics, size, construction methods and materials. The following five details enable buildings to achieve the Passive House standard:  Exceptionally high levels of thermal insulation Well-insulated window frames with double or triple low-e glazing Thermal bridge-free construction Air-tight building envelope Comfort mechanical ventilation, with highly efficient heat recovery  These principles, together with good orientation, window shading and efficient design comprise a building that is very thermally comfortable and energy efficient. Win work in the emerging Passive House (Passivhaus) building sector There are 152 Certified Passive House Designers and Consultants in Australia and potentially hundreds of clients who want to build to this internationally recognised standard. Growing client demand for high performance, thermally comfortable and energy efficient buildings will provide work for specialist builders and tradespeople. However, there are only 125 certified Passive House Tradespeople in Australia. Consider upskilling, become internationally accredited and improve your marketing edge. Becoming Passive House Accredited The course offers the opportunity to sit the examination which is set by the Passivhaus Institut (Germany) and takes place all round the world on four pre-determined dates per year. On successfully passing the exam, you will receive the internationally recognised accreditation as  Certified Passive House Tradesperson - Building Envelope Specialist or Certified Passive House Tradesperson - Mechanical Services Specialist or both  Certification as a Passive House Tradesperson by the Passive House Institute (PHI), Darnstadt, Germany will only occur on successful completion of the PHI exam which will be held at Box Hill Institute (date to be confirmed).  Additional fees will be charged to sit this exam which also covers 5 years registration with PHI if successful. Pro Clima Australia Pty Ltd offer a Passive House Tradespersons Scholarship. Enrolled applicants have the opportunity to apply. The successful applicant will receive full subsidy for the Australia Passive House Association Certified Passive House course delivered by Box Hill Institute and the externally assessed exam. To apply, visit the Pro Clima website. Passive House Course and Exam Enquiries: passivehouseenquiries@boxhill.edu.au To enrol, complete, scan and return the enrolment form to passivehouseenquiries@boxhill.edu.au      Follow Box Hill Institute - Building Design on Instagram       Code Course 2020 Dates   CPHT1 Certified Passive House Tradesperson  9 - 13 Nov Lilydale Campus    CPHT2 Certified Passive House Tradesperson Examination  14 Nov Lilydale Campus    CPHD1 Certified Passive House Designer  16 - 26 Nov Online    CPHDE Passive House Designer exam prep course  27 Nov Online    CPHD2 Certified Passive House Designer Examination  4 Dec Online","Career opportunities for graduates include working as:  architectural technicians/draftspersons for architects building contractors building designers building management professionals in commercial enterprises or government departments  With two years of practical experience, graduates may apply for registration and work as a building designer in their own right.",Australia,,Yes,No,Yes,No,,Normal,No
SHORT COURSES,Box Hill Institute,Melbourne,Short Course Certified Passive House Tradesperson Examination, Building Design,750,AUD,Years,2.0,Years,Yes,No,ATAR,IELTS,,5.5,https://www.boxhill.edu.au/courses/certified-passive-house-tradesperson-examination-cpht2-sc/,English,A,"Further information about this exam can be obtained by contacting the trainer, Burkhard Hansen burkhard@carbonlite.com.au The International Examination Regulations for Passive House Tradespersons can be found at the Passive House Tradesperson website. Pro Clima Australia Pty Ltd offer a Passive House Scholarship. Enrolled applicants have the opportunity to apply. The successful applicant will receive full subsidy for the exam. To apply, visit the Pro Clima website. To enrol, complete, scan and return the enrolment form to passivehouseenquiries@boxhill.edu.au    Follow Box Hill Institute - Building Design on Instagram       Code Course 2020 Dates   CPHT1 Certified Passive House Tradesperson  9 - 13 Nov Lilydale Campus    CPHT2 Certified Passive House Tradesperson Examination  14 Nov Lilydale Campus    CPHD1 Certified Passive House Designer  16 - 26 Nov Online    CPHDE Passive House Designer exam prep course  27 Nov Online    CPHD2 Certified Passive House Designer Examination  4 Dec Online","Career opportunities for graduates include working as:  architectural technicians/draftspersons for architects building contractors building designers building management professionals in commercial enterprises or government departments  With two years of practical experience, graduates may apply for registration and work as a building designer in their own right.",Australia,,Yes,No,Yes,No,,Normal,No
